"Plot Title: CT_319_Cabral"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739319, SEN S/N: 20739319)","Temp, °C (LGR S/N: 20739319, SEN S/N: 20739319)"
1,06/06/21 02:40:00 PM,0.0,24.11
2,06/06/21 03:00:00 PM,0.0,24.11
3,06/06/21 03:20:00 PM,0.0,24.01
4,06/06/21 03:40:00 PM,0.0,24.59
5,06/06/21 04:00:00 PM,0.0,25.51
6,06/06/21 04:20:00 PM,0.0,26.43
7,06/06/21 04:40:00 PM,39266.1,28.67
8,06/06/21 05:00:00 PM,38976.5,28.41
9,06/06/21 05:20:00 PM,38900.9,28.41
10,06/06/21 05:40:00 PM,38818.0,28.40
11,06/06/21 06:00:00 PM,38825.5,28.37
12,06/06/21 06:20:00 PM,38848.1,28.42
13,06/06/21 06:40:00 PM,38818.0,28.41
14,06/06/21 07:00:00 PM,38814.2,28.43
15,06/06/21 07:20:00 PM,38833.1,28.49
16,06/06/21 07:40:00 PM,38867.0,28.47
17,06/06/21 08:00:00 PM,38780.4,28.47
18,06/06/21 08:20:00 PM,38818.0,28.43
19,06/06/21 08:40:00 PM,38787.9,28.41
20,06/06/21 09:00:00 PM,38799.2,28.43
21,06/06/21 09:20:00 PM,38787.9,28.41
22,06/06/21 09:40:00 PM,38787.9,28.40
23,06/06/21 10:00:00 PM,38750.4,28.36
24,06/06/21 10:20:00 PM,38585.9,28.30
25,06/06/21 10:40:00 PM,38634.4,28.37
26,06/06/21 11:00:00 PM,38731.6,28.40
27,06/06/21 11:20:00 PM,38731.6,28.35
28,06/06/21 11:40:00 PM,38697.9,28.34
29,06/07/21 12:00:00 AM,38731.6,28.32
30,06/07/21 12:20:00 AM,38772.9,28.35
31,06/07/21 12:40:00 AM,38746.6,28.34
32,06/07/21 01:00:00 AM,38675.5,28.24
33,06/07/21 01:20:00 AM,38615.7,28.20
34,06/07/21 01:40:00 AM,38626.9,28.19
35,06/07/21 02:00:00 AM,38589.6,28.17
36,06/07/21 02:20:00 AM,38608.3,28.15
37,06/07/21 02:40:00 AM,38604.5,28.13
38,06/07/21 03:00:00 AM,38626.9,28.10
39,06/07/21 03:20:00 AM,38630.6,28.06
40,06/07/21 03:40:00 AM,38578.4,28.01
41,06/07/21 04:00:00 AM,38593.3,28.03
42,06/07/21 04:20:00 AM,38548.7,27.99
43,06/07/21 04:40:00 AM,38507.8,27.95
44,06/07/21 05:00:00 AM,38552.4,27.89
45,06/07/21 05:20:00 AM,38507.8,27.86
46,06/07/21 05:40:00 AM,38504.1,27.82
47,06/07/21 06:00:00 AM,38433.6,27.79
48,06/07/21 06:20:00 AM,38448.4,27.73
49,06/07/21 06:40:00 AM,38426.2,27.74
50,06/07/21 07:00:00 AM,38459.5,27.77
51,06/07/21 07:20:00 AM,38463.2,27.80
52,06/07/21 07:40:00 AM,38470.7,27.77
53,06/07/21 08:00:00 AM,38467.0,27.79
54,06/07/21 08:20:00 AM,38507.8,27.81
55,06/07/21 08:40:00 AM,38541.2,27.86
56,06/07/21 09:00:00 AM,38567.3,27.92
57,06/07/21 09:20:00 AM,38582.2,27.98
58,06/07/21 09:40:00 AM,38559.8,28.01
59,06/07/21 10:00:00 AM,38608.3,28.06
60,06/07/21 10:20:00 AM,38634.4,28.00
61,06/07/21 10:40:00 AM,38552.4,28.05
62,06/07/21 11:00:00 AM,38585.9,28.05
63,06/07/21 11:20:00 AM,38533.8,28.03
64,06/07/21 11:40:00 AM,38552.4,28.05
65,06/07/21 12:00:00 PM,38604.5,28.09
66,06/07/21 12:20:00 PM,38604.5,28.12
67,06/07/21 12:40:00 PM,38600.8,28.12
68,06/07/21 01:00:00 PM,38589.6,28.11
69,06/07/21 01:20:00 PM,38612.0,28.12
70,06/07/21 01:40:00 PM,38578.4,28.15
71,06/07/21 02:00:00 PM,38593.3,28.13
72,06/07/21 02:20:00 PM,38615.7,28.17
73,06/07/21 02:40:00 PM,38567.3,28.12
74,06/07/21 03:00:00 PM,38593.3,28.15
75,06/07/21 03:20:00 PM,38597.1,28.15
76,06/07/21 03:40:00 PM,38578.4,28.13
77,06/07/21 04:00:00 PM,38615.7,28.17
78,06/07/21 04:20:00 PM,38593.3,28.19
79,06/07/21 04:40:00 PM,38649.3,28.20
80,06/07/21 05:00:00 PM,38671.7,28.20
81,06/07/21 05:20:00 PM,38649.3,28.19
82,06/07/21 05:40:00 PM,38638.1,28.15
83,06/07/21 06:00:00 PM,38589.6,28.10
84,06/07/21 06:20:00 PM,38671.7,28.12
85,06/07/21 06:40:00 PM,38694.2,28.17
86,06/07/21 07:00:00 PM,38705.4,28.29
87,06/07/21 07:20:00 PM,38709.2,28.28
88,06/07/21 07:40:00 PM,38724.1,28.22
89,06/07/21 08:00:00 PM,38675.5,28.18
90,06/07/21 08:20:00 PM,38664.3,28.16
91,06/07/21 08:40:00 PM,38675.5,28.17
92,06/07/21 09:00:00 PM,38675.5,28.15
93,06/07/21 09:20:00 PM,38701.7,28.12
94,06/07/21 09:40:00 PM,38630.6,28.09
95,06/07/21 10:00:00 PM,38671.7,28.07
96,06/07/21 10:20:00 PM,38686.7,28.11
97,06/07/21 10:40:00 PM,38697.9,28.10
98,06/07/21 11:00:00 PM,38664.3,28.10
99,06/07/21 11:20:00 PM,38705.4,28.09
100,06/07/21 11:40:00 PM,38626.9,28.01
101,06/08/21 12:00:00 AM,38683.0,28.00
102,06/08/21 12:20:00 AM,38630.6,27.98
103,06/08/21 12:40:00 AM,38675.5,27.97
104,06/08/21 01:00:00 AM,38604.5,27.92
105,06/08/21 01:20:00 AM,38668.0,27.92
106,06/08/21 01:40:00 AM,38597.1,27.86
107,06/08/21 02:00:00 AM,38626.9,27.85
108,06/08/21 02:20:00 AM,38533.8,27.82
109,06/08/21 02:40:00 AM,38567.3,27.82
110,06/08/21 03:00:00 AM,38578.4,27.81
111,06/08/21 03:20:00 AM,38567.3,27.80
112,06/08/21 03:40:00 AM,38623.2,27.80
113,06/08/21 04:00:00 AM,38589.6,27.77
114,06/08/21 04:20:00 AM,38548.7,27.75
115,06/08/21 04:40:00 AM,38585.9,27.77
116,06/08/21 05:00:00 AM,38619.4,27.77
117,06/08/21 05:20:00 AM,38593.3,27.71
118,06/08/21 05:40:00 AM,38585.9,27.74
119,06/08/21 06:00:00 AM,38608.3,27.71
120,06/08/21 06:20:00 AM,38641.8,27.74
121,06/08/21 06:40:00 AM,38593.3,27.74
122,06/08/21 07:00:00 AM,38619.4,27.76
