date,AbsPressure,TempInSitu,Depth,Serial
2021-01-15T09:54:30Z,101.686,29.352,-0.009,876
2021-01-15T09:54:40Z,101.617,29.352,-0.015,876
2021-01-15T09:54:50Z,101.737,29.352,-0.003,876
2021-01-15T09:55:00Z,101.772,29.352,0,876
2021-01-15T09:55:10Z,101.617,29.352,-0.015,876
2021-01-15T09:55:20Z,102.219,29.352,0.044,876
2021-01-15T09:55:30Z,101.583,29.352,-0.019,876
2021-01-15T09:55:40Z,101.497,29.352,-0.027,876
2021-01-15T09:55:50Z,101.617,29.352,-0.015,876
2021-01-15T09:56:00Z,104.561,29.352,0.277,876
2021-01-15T09:56:10Z,104.164,29.352,0.238,876
2021-01-15T09:56:20Z,104.423,29.352,0.264,876
2021-01-15T09:56:30Z,104.113,29.352,0.233,876
2021-01-15T09:56:40Z,104.388,29.352,0.26,876
2021-01-15T09:56:50Z,104.233,29.352,0.245,876
2021-01-15T09:57:00Z,104.354,29.352,0.257,876
2021-01-15T09:57:10Z,104.233,29.352,0.245,876
2021-01-15T09:57:20Z,104.474,29.352,0.269,876
2021-01-15T09:57:30Z,104.337,29.352,0.255,876
2021-01-15T09:57:40Z,104.612,29.352,0.283,876
2021-01-15T09:57:50Z,104.957,29.352,0.317,876
2021-01-15T09:58:00Z,104.767,29.352,0.298,876
2021-01-15T09:58:10Z,104.871,29.352,0.308,876
2021-01-15T09:58:20Z,104.767,29.352,0.298,876
2021-01-15T09:58:30Z,104.784,29.352,0.3,876
2021-01-15T09:58:40Z,104.612,29.352,0.283,876
2021-01-15T09:58:50Z,104.526,29.352,0.274,876
2021-01-15T09:59:00Z,104.371,29.352,0.259,876
2021-01-15T09:59:10Z,104.164,29.352,0.238,876
2021-01-15T09:59:20Z,104.285,29.352,0.25,876
2021-01-15T09:59:30Z,104.819,29.352,0.303,876
2021-01-15T09:59:40Z,104.388,29.352,0.26,876
2021-01-15T09:59:50Z,104.612,29.352,0.283,876
2021-01-15T10:00:00Z,104.199,29.352,0.241,876
2021-01-15T10:00:10Z,104.285,29.352,0.25,876
2021-01-15T10:00:20Z,104.354,29.352,0.257,876
2021-01-15T10:00:30Z,104.561,29.352,0.277,876
2021-01-15T10:00:40Z,104.561,29.352,0.277,876
2021-01-15T10:00:50Z,104.546,29.452,0.276,876
2021-01-15T10:01:00Z,104.77,29.452,0.298,876
2021-01-15T10:01:10Z,104.649,29.452,0.286,876
2021-01-15T10:01:20Z,104.718,29.452,0.293,876
2021-01-15T10:01:30Z,104.563,29.452,0.278,876
2021-01-15T10:01:40Z,104.374,29.452,0.259,876
2021-01-15T10:01:50Z,104.718,29.452,0.293,876
2021-01-15T10:02:00Z,104.615,29.452,0.283,876
2021-01-15T10:02:10Z,104.288,29.452,0.25,876
2021-01-15T10:02:20Z,104.735,29.452,0.295,876
2021-01-15T10:02:30Z,104.305,29.452,0.252,876
2021-01-15T10:02:40Z,104.305,29.452,0.252,876
2021-01-15T10:02:50Z,103.909,29.452,0.213,876
2021-01-15T10:03:00Z,104.15,29.452,0.237,876
2021-01-15T10:03:10Z,104.115,29.452,0.233,876
2021-01-15T10:03:20Z,104.167,29.452,0.238,876
2021-01-15T10:03:30Z,104.305,29.452,0.252,876
2021-01-15T10:03:40Z,104.253,29.452,0.247,876
2021-01-15T10:03:50Z,104.649,29.452,0.286,876
2021-01-15T10:04:00Z,104.408,29.452,0.262,876
2021-01-15T10:04:10Z,104.563,29.452,0.278,876
2021-01-15T10:04:20Z,104.46,29.452,0.267,876
2021-01-15T10:04:30Z,104.873,29.452,0.309,876
2021-01-15T10:04:40Z,104.753,29.452,0.297,876
2021-01-15T10:04:50Z,104.77,29.452,0.298,876
2021-01-15T10:05:00Z,104.512,29.452,0.273,876
2021-01-15T10:05:10Z,104.477,29.452,0.269,876
2021-01-15T10:05:20Z,104.615,29.452,0.283,876
2021-01-15T10:05:30Z,104.494,29.452,0.271,876
2021-01-15T10:05:40Z,104.253,29.452,0.247,876
2021-01-15T10:05:50Z,104.322,29.452,0.254,876
2021-01-15T10:06:00Z,104.408,29.452,0.262,876
2021-01-15T10:06:10Z,104.667,29.452,0.288,876
2021-01-15T10:06:20Z,104.322,29.452,0.254,876
2021-01-15T10:06:30Z,104.374,29.452,0.259,876
2021-01-15T10:06:40Z,104.512,29.452,0.273,876
2021-01-15T10:06:50Z,104.133,29.452,0.235,876
2021-01-15T10:07:00Z,104.46,29.452,0.267,876
2021-01-15T10:07:10Z,104.239,29.552,0.245,876
2021-01-15T10:07:20Z,104.686,29.552,0.29,876
2021-01-15T10:07:30Z,104.669,29.552,0.288,876
2021-01-15T10:07:40Z,104.48,29.552,0.269,876
2021-01-15T10:07:50Z,104.29,29.552,0.251,876
2021-01-15T10:08:00Z,104.618,29.552,0.283,876
2021-01-15T10:08:10Z,104.48,29.552,0.269,876
2021-01-15T10:08:20Z,104.325,29.552,0.254,876
2021-01-15T10:08:30Z,104.686,29.552,0.29,876
2021-01-15T10:08:40Z,104.893,29.552,0.31,876
2021-01-15T10:08:50Z,104.618,29.552,0.283,876
2021-01-15T10:09:00Z,104.6,29.552,0.281,876
2021-01-15T10:09:10Z,104.566,29.552,0.278,876
2021-01-15T10:09:20Z,104.549,29.552,0.276,876
2021-01-15T10:09:30Z,104.376,29.552,0.259,876
2021-01-15T10:09:40Z,104.066,29.552,0.228,876
2021-01-15T10:09:50Z,104.239,29.552,0.245,876
2021-01-15T10:10:00Z,104.204,29.552,0.242,876
2021-01-15T10:10:10Z,104.463,29.552,0.268,876
2021-01-15T10:10:20Z,104.221,29.552,0.244,876
2021-01-15T10:10:30Z,104.6,29.552,0.281,876
2021-01-15T10:10:40Z,104.549,29.552,0.276,876
2021-01-15T10:10:50Z,104.497,29.552,0.271,876
2021-01-15T10:11:00Z,104.841,29.552,0.305,876
2021-01-15T10:11:10Z,104.428,29.552,0.264,876
2021-01-15T10:11:20Z,104.6,29.552,0.281,876
2021-01-15T10:11:30Z,104.342,29.552,0.256,876
2021-01-15T10:11:40Z,104.376,29.552,0.259,876
2021-01-15T10:11:50Z,104.411,29.552,0.263,876
2021-01-15T10:12:00Z,104.618,29.552,0.283,876
2021-01-15T10:12:10Z,104.118,29.552,0.233,876
2021-01-15T10:12:20Z,104.686,29.552,0.29,876
2021-01-15T10:12:30Z,104.566,29.552,0.278,876
2021-01-15T10:12:40Z,104.445,29.552,0.266,876
2021-01-15T10:12:50Z,104.307,29.552,0.252,876
2021-01-15T10:13:00Z,104.497,29.552,0.271,876
2021-01-15T10:13:10Z,104.807,29.552,0.302,876
2021-01-15T10:13:20Z,104.359,29.552,0.257,876
2021-01-15T10:13:30Z,104.549,29.552,0.276,876
2021-01-15T10:13:40Z,104.17,29.552,0.239,876
2021-01-15T10:13:50Z,104.531,29.552,0.274,876
2021-01-15T10:14:00Z,104.256,29.552,0.247,876
2021-01-15T10:14:10Z,104.445,29.552,0.266,876
2021-01-15T10:14:20Z,104.48,29.552,0.269,876
2021-01-15T10:14:30Z,104.431,29.652,0.265,876
2021-01-15T10:14:40Z,104.465,29.652,0.268,876
2021-01-15T10:14:50Z,104.293,29.652,0.251,876
2021-01-15T10:15:00Z,104.569,29.652,0.278,876
2021-01-15T10:15:10Z,104.362,29.652,0.258,876
2021-01-15T10:15:20Z,104.827,29.652,0.304,876
2021-01-15T10:15:30Z,104.345,29.652,0.256,876
2021-01-15T10:15:40Z,104.5,29.652,0.271,876
2021-01-15T10:15:50Z,104.517,29.652,0.273,876
2021-01-15T10:16:00Z,104.465,29.652,0.268,876
2021-01-15T10:16:10Z,104.345,29.652,0.256,876
2021-01-15T10:16:20Z,104.379,29.652,0.259,876
2021-01-15T10:16:30Z,104.293,29.652,0.251,876
2021-01-15T10:16:40Z,104.534,29.652,0.275,876
2021-01-15T10:16:50Z,104.379,29.652,0.259,876
2021-01-15T10:17:00Z,104.672,29.652,0.289,876
2021-01-15T10:17:10Z,104.913,29.652,0.312,876
2021-01-15T10:17:20Z,104.345,29.652,0.256,876
2021-01-15T10:17:30Z,104.62,29.652,0.283,876
2021-01-15T10:17:40Z,104.62,29.652,0.283,876
2021-01-15T10:17:50Z,104.431,29.652,0.265,876
2021-01-15T10:18:00Z,104.758,29.652,0.297,876
2021-01-15T10:18:10Z,104.586,29.652,0.28,876
2021-01-15T10:18:20Z,104.517,29.652,0.273,876
2021-01-15T10:18:30Z,104.5,29.652,0.271,876
2021-01-15T10:18:40Z,104.345,29.652,0.256,876
2021-01-15T10:18:50Z,104.327,29.652,0.254,876
2021-01-15T10:19:00Z,104.448,29.652,0.266,876
2021-01-15T10:19:10Z,104.396,29.652,0.261,876
2021-01-15T10:19:20Z,104.569,29.652,0.278,876
2021-01-15T10:19:30Z,104.448,29.652,0.266,876
2021-01-15T10:19:40Z,104.775,29.652,0.299,876
2021-01-15T10:19:50Z,104.345,29.652,0.256,876
2021-01-15T10:20:00Z,104.431,29.652,0.265,876
2021-01-15T10:20:10Z,104.655,29.652,0.287,876
2021-01-15T10:20:20Z,104.502,29.752,0.272,876
2021-01-15T10:20:30Z,104.606,29.752,0.282,876
2021-01-15T10:20:40Z,104.485,29.752,0.27,876
2021-01-15T10:20:50Z,104.64,29.752,0.285,876
2021-01-15T10:21:00Z,104.657,29.752,0.287,876
2021-01-15T10:21:10Z,104.175,29.752,0.239,876
2021-01-15T10:21:20Z,104.313,29.752,0.253,876
2021-01-15T10:21:30Z,104.278,29.752,0.249,876
2021-01-15T10:21:40Z,104.778,29.752,0.299,876
2021-01-15T10:21:50Z,104.141,29.752,0.236,876
2021-01-15T10:22:00Z,104.296,29.752,0.251,876
2021-01-15T10:22:10Z,104.261,29.752,0.248,876
2021-01-15T10:22:20Z,104.313,29.752,0.253,876
2021-01-15T10:22:30Z,104.347,29.752,0.256,876
2021-01-15T10:22:40Z,104.502,29.752,0.272,876
2021-01-15T10:22:50Z,104.227,29.752,0.244,876
2021-01-15T10:23:00Z,104.468,29.752,0.268,876
2021-01-15T10:23:10Z,104.606,29.752,0.282,876
2021-01-15T10:23:20Z,104.537,29.752,0.275,876
2021-01-15T10:23:30Z,104.123,29.752,0.234,876
2021-01-15T10:23:40Z,104.502,29.752,0.272,876
2021-01-15T10:23:50Z,104.468,29.752,0.268,876
2021-01-15T10:24:00Z,104.347,29.752,0.256,876
2021-01-15T10:24:10Z,104.313,29.752,0.253,876
2021-01-15T10:24:20Z,104.433,29.752,0.265,876
2021-01-15T10:24:30Z,103.917,29.752,0.213,876
2021-01-15T10:24:40Z,104.364,29.752,0.258,876
2021-01-15T10:24:50Z,104.192,29.752,0.241,876
2021-01-15T10:25:00Z,104.399,29.752,0.261,876
2021-01-15T10:25:10Z,104.212,29.853,0.243,876
2021-01-15T10:25:20Z,104.52,29.752,0.273,876
2021-01-15T10:25:30Z,104.712,29.853,0.292,876
2021-01-15T10:25:40Z,104.574,29.853,0.279,876
2021-01-15T10:25:50Z,104.471,29.853,0.269,876
2021-01-15T10:26:00Z,104.677,29.853,0.289,876
2021-01-15T10:26:10Z,104.367,29.853,0.258,876
2021-01-15T10:26:20Z,104.505,29.853,0.272,876
2021-01-15T10:26:30Z,104.488,29.853,0.27,876
2021-01-15T10:26:40Z,104.626,29.853,0.284,876
2021-01-15T10:26:50Z,104.712,29.853,0.292,876
2021-01-15T10:27:00Z,104.557,29.853,0.277,876
2021-01-15T10:27:10Z,104.316,29.853,0.253,876
2021-01-15T10:27:20Z,104.143,29.853,0.236,876
2021-01-15T10:27:30Z,104.333,29.853,0.255,876
2021-01-15T10:27:40Z,104.35,29.853,0.256,876
2021-01-15T10:27:50Z,104.195,29.853,0.241,876
2021-01-15T10:28:00Z,104.643,29.853,0.286,876
2021-01-15T10:28:10Z,104.074,29.853,0.229,876
2021-01-15T10:28:20Z,104.419,29.853,0.263,876
2021-01-15T10:28:30Z,104.281,29.853,0.25,876
2021-01-15T10:28:40Z,104.35,29.853,0.256,876
2021-01-15T10:28:50Z,104.522,29.853,0.274,876
2021-01-15T10:29:00Z,104.591,29.853,0.28,876
2021-01-15T10:29:10Z,104.505,29.853,0.272,876
2021-01-15T10:29:20Z,104.35,29.853,0.256,876
2021-01-15T10:29:30Z,105.16,29.853,0.337,876
2021-01-15T10:29:40Z,105.022,29.853,0.323,876
2021-01-15T10:29:50Z,104.66,29.853,0.287,876
2021-01-15T10:30:00Z,104.867,29.853,0.308,876
2021-01-15T10:30:10Z,104.471,29.853,0.269,876
2021-01-15T10:30:20Z,104.643,29.853,0.286,876
2021-01-15T10:30:30Z,104.522,29.853,0.274,876
2021-01-15T10:30:40Z,104.781,29.853,0.299,876
2021-01-15T10:30:50Z,104.16,29.853,0.238,876
2021-01-15T10:31:00Z,104.143,29.853,0.236,876
2021-01-15T10:31:10Z,104.436,29.853,0.265,876
