date,AbsPressure,TempInSitu,Depth,Serial
2021-01-18T07:47:50Z,103.016,24.255,0.154,876
2021-01-18T07:47:51Z,102.93,24.255,0.145,876
2021-01-18T07:47:52Z,103.36,24.255,0.188,876
2021-01-18T07:47:53Z,103.156,24.351,0.167,876
2021-01-18T07:47:54Z,103.122,24.351,0.164,876
2021-01-18T07:47:55Z,103.036,24.351,0.155,876
2021-01-18T07:47:56Z,103.073,24.448,0.159,876
2021-01-18T07:47:57Z,103.245,24.448,0.176,876
2021-01-18T07:47:58Z,103.313,24.448,0.183,876
2021-01-18T07:47:59Z,103.11,24.545,0.163,876
2021-01-18T07:48:00Z,103.058,24.545,0.158,876
2021-01-18T07:48:01Z,103.058,24.545,0.158,876
2021-01-18T07:48:02Z,103.387,24.641,0.19,876
2021-01-18T07:48:03Z,103.594,24.641,0.211,876
2021-01-18T07:48:04Z,103.129,24.641,0.165,876
2021-01-18T07:48:05Z,102.977,24.738,0.15,876
2021-01-18T07:48:06Z,103.166,24.738,0.168,876
2021-01-18T07:48:07Z,103.218,24.738,0.174,876
2021-01-18T07:48:08Z,103.203,24.835,0.172,876
2021-01-18T07:48:09Z,103.1,24.835,0.162,876
2021-01-18T07:48:10Z,102.79,24.835,0.131,876
2021-01-18T07:48:11Z,102.653,24.835,0.117,876
2021-01-18T07:48:12Z,103.051,24.931,0.157,876
2021-01-18T07:48:13Z,103.016,24.931,0.154,876
2021-01-18T07:48:14Z,102.569,24.931,0.109,876
2021-01-18T07:48:15Z,102.469,25.028,0.099,876
2021-01-18T07:48:16Z,102.675,25.028,0.12,876
2021-01-18T07:48:17Z,102.64,25.028,0.116,876
2021-01-18T07:48:18Z,102.815,25.125,0.134,876
2021-01-18T07:48:19Z,102.884,25.125,0.14,876
2021-01-18T07:48:20Z,102.54,25.125,0.106,876
2021-01-18T07:48:21Z,102.987,25.125,0.151,876
2021-01-18T07:48:22Z,102.8,25.222,0.132,876
2021-01-18T07:48:23Z,102.835,25.222,0.135,876
2021-01-18T07:48:24Z,102.766,25.222,0.129,876
2021-01-18T07:48:25Z,103.009,25.319,0.153,876
2021-01-18T07:48:26Z,102.923,25.319,0.144,876
2021-01-18T07:48:27Z,102.734,25.319,0.125,876
2021-01-18T07:48:28Z,102.717,25.319,0.124,876
2021-01-18T07:48:29Z,102.736,25.416,0.126,876
2021-01-18T07:48:30Z,102.582,25.416,0.11,876
2021-01-18T07:48:31Z,102.754,25.416,0.127,876
2021-01-18T07:48:32Z,102.719,25.416,0.124,876
2021-01-18T07:48:33Z,102.825,25.513,0.135,876
2021-01-18T07:48:34Z,102.584,25.513,0.111,876
2021-01-18T07:48:35Z,102.515,25.513,0.104,876
2021-01-18T07:48:36Z,102.945,25.513,0.146,876
2021-01-18T07:48:37Z,103.171,25.61,0.169,876
2021-01-18T07:48:38Z,102.69,25.61,0.121,876
2021-01-18T07:48:39Z,102.569,25.61,0.109,876
2021-01-18T07:48:40Z,102.69,25.61,0.121,876
2021-01-18T07:48:41Z,102.864,25.708,0.138,876
2021-01-18T07:48:42Z,102.899,25.708,0.142,876
2021-01-18T07:48:43Z,102.813,25.708,0.133,876
2021-01-18T07:48:44Z,102.589,25.708,0.111,876
2021-01-18T07:48:45Z,102.624,25.708,0.115,876
2021-01-18T07:48:46Z,103.09,25.805,0.161,876
2021-01-18T07:48:47Z,102.97,25.805,0.149,876
2021-01-18T07:48:48Z,102.54,25.805,0.106,876
2021-01-18T07:48:49Z,102.643,25.805,0.116,876
2021-01-18T07:48:50Z,102.749,25.902,0.127,876
2021-01-18T07:48:51Z,102.869,25.902,0.139,876
2021-01-18T07:48:52Z,102.955,25.902,0.147,876
2021-01-18T07:48:53Z,102.646,25.902,0.117,876
2021-01-18T07:48:54Z,102.56,25.902,0.108,876
2021-01-18T07:48:55Z,102.663,25.902,0.118,876
2021-01-18T07:48:56Z,102.683,26,0.12,876
2021-01-18T07:48:57Z,102.562,26,0.108,876
2021-01-18T07:48:58Z,102.803,26,0.132,876
2021-01-18T07:48:59Z,102.855,26,0.137,876
2021-01-18T07:49:00Z,102.717,26,0.124,876
2021-01-18T07:49:01Z,102.96,26.097,0.148,876
2021-01-18T07:49:02Z,102.857,26.097,0.138,876
2021-01-18T07:49:03Z,102.857,26.097,0.138,876
