"Plot Title: Depth_011721_872_insitu"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Water Level, meters (LGR S/N: 20810872)"
1,01/17/21 09:00:00 AM,101.478,26.097,0.007
2,01/17/21 09:01:00 AM,101.483,26.292,0.007
3,01/17/21 09:02:00 AM,101.481,26.195,0.007
4,01/17/21 09:03:00 AM,101.465,26.195,0.006
5,01/17/21 09:04:00 AM,101.478,26.097,0.007
6,01/17/21 09:05:00 AM,101.460,26.000,0.005
7,01/17/21 09:06:00 AM,101.492,26.000,0.008
8,01/17/21 09:07:00 AM,101.473,25.902,0.006
9,01/17/21 09:08:00 AM,101.473,25.902,0.006
10,01/17/21 09:09:00 AM,101.503,25.805,0.009
11,01/17/21 09:10:00 AM,101.489,25.902,0.008
12,01/17/21 09:11:00 AM,101.481,26.195,0.007
13,01/17/21 09:12:00 AM,101.499,26.292,0.009
14,01/17/21 09:13:00 AM,101.488,26.488,0.008
15,01/17/21 09:14:00 AM,101.477,26.683,0.007
16,01/17/21 09:15:00 AM,101.463,26.781,0.005
17,01/17/21 09:16:00 AM,101.450,26.879,0.004
18,01/17/21 09:17:00 AM,101.452,26.977,0.004
19,01/17/21 09:18:00 AM,101.452,26.977,0.004
20,01/17/21 09:19:00 AM,101.452,26.977,0.004
21,01/17/21 09:20:00 AM,101.471,27.075,0.006
22,01/17/21 09:21:00 AM,101.454,27.075,0.004
23,01/17/21 09:22:00 AM,101.457,27.173,0.005
24,01/17/21 09:23:00 AM,101.457,27.173,0.005
25,01/17/21 09:24:00 AM,101.473,27.173,0.006
26,01/17/21 09:25:00 AM,101.475,27.272,0.007
27,01/17/21 09:26:00 AM,101.475,27.272,0.007
28,01/17/21 09:27:00 AM,101.475,27.272,0.007
29,01/17/21 09:28:00 AM,101.379,27.272,-0.003
30,01/17/21 09:29:00 AM,101.446,27.370,0.004
31,01/17/21 09:30:00 AM,101.446,27.370,0.004
32,01/17/21 09:31:00 AM,101.446,27.370,0.004
33,01/17/21 09:32:00 AM,101.414,27.370,0.000
34,01/17/21 09:33:00 AM,101.414,27.370,0.000
35,01/17/21 09:34:00 AM,101.416,27.468,0.001
36,01/17/21 09:35:00 AM,101.432,27.468,0.002
37,01/17/21 09:36:00 AM,101.432,27.468,0.002
38,01/17/21 09:37:00 AM,101.432,27.468,0.002
39,01/17/21 09:38:00 AM,101.416,27.468,0.001
40,01/17/21 09:39:00 AM,101.418,27.567,0.001
41,01/17/21 09:40:00 AM,101.437,27.665,0.003
42,01/17/21 09:41:00 AM,101.437,27.665,0.003
43,01/17/21 09:42:00 AM,101.423,27.764,0.001
44,01/17/21 09:43:00 AM,101.428,27.961,0.002
45,01/17/21 09:44:00 AM,101.494,28.655,0.008
46,01/17/21 09:45:00 AM,101.503,29.652,0.009
47,01/17/21 09:46:00 AM,101.487,30.255,0.008
48,01/17/21 09:47:00 AM,101.486,30.862,0.008
49,01/17/21 09:48:00 AM,101.504,31.574,0.009
