date,AbsPressure,TempInSitu,Depth,Serial
2021-01-17T12:30:00Z,110.317,29.652,0.886,872
2021-01-17T12:31:00Z,110.252,29.652,0.88,872
2021-01-17T12:32:00Z,110.22,29.652,0.877,872
2021-01-17T12:33:00Z,110.122,29.652,0.867,872
2021-01-17T12:34:00Z,110.187,29.652,0.873,872
2021-01-17T12:35:00Z,110.512,29.652,0.906,872
2021-01-17T12:36:00Z,110.479,29.652,0.902,872
2021-01-17T12:37:00Z,110.447,29.652,0.899,872
2021-01-17T12:38:00Z,110.674,29.652,0.922,872
2021-01-17T12:39:00Z,110.463,29.652,0.901,872
2021-01-17T12:40:00Z,110.869,29.652,0.941,872
2021-01-17T12:41:00Z,110.203,29.652,0.875,872
2021-01-17T12:42:00Z,110.206,29.752,0.875,872
2021-01-17T12:43:00Z,110.674,29.652,0.922,872
2021-01-17T12:44:00Z,110.577,29.652,0.912,872
2021-01-17T12:45:00Z,110.463,29.652,0.901,872
2021-01-17T12:46:00Z,110.625,29.652,0.917,872
2021-01-17T12:47:00Z,110.35,29.652,0.889,872
2021-01-17T12:48:00Z,110.496,29.652,0.904,872
2021-01-17T12:49:00Z,110.642,29.652,0.919,872
2021-01-17T12:50:00Z,110.658,29.652,0.92,872
2021-01-17T12:51:00Z,110.479,29.652,0.902,872
2021-01-17T12:52:00Z,110.674,29.652,0.922,872
2021-01-17T12:53:00Z,111.015,29.652,0.956,872
2021-01-17T12:54:00Z,110.431,29.652,0.898,872
2021-01-17T12:55:00Z,110.268,29.652,0.881,872
2021-01-17T12:56:00Z,110.853,29.652,0.94,872
2021-01-17T12:57:00Z,110.544,29.652,0.909,872
2021-01-17T12:58:00Z,110.463,29.652,0.901,872
2021-01-17T12:59:00Z,110.333,29.652,0.888,872
2021-01-17T13:00:00Z,110.593,29.652,0.914,872
2021-01-17T13:01:00Z,110.414,29.652,0.896,872
2021-01-17T13:02:00Z,110.577,29.652,0.912,872
2021-01-17T13:03:00Z,110.22,29.652,0.877,872
2021-01-17T13:04:00Z,110.693,29.752,0.924,872
2021-01-17T13:05:00Z,110.385,29.752,0.893,872
2021-01-17T13:06:00Z,111.05,29.752,0.959,872
2021-01-17T13:07:00Z,110.644,29.752,0.919,872
2021-01-17T13:08:00Z,110.693,29.752,0.924,872
2021-01-17T13:09:00Z,111.196,29.752,0.974,872
2021-01-17T13:10:00Z,110.45,29.752,0.899,872
2021-01-17T13:11:00Z,110.742,29.752,0.928,872
2021-01-17T13:12:00Z,110.742,29.752,0.928,872
2021-01-17T13:13:00Z,111.067,29.752,0.961,872
2021-01-17T13:14:00Z,110.791,29.752,0.933,872
2021-01-17T13:15:00Z,110.612,29.752,0.916,872
2021-01-17T13:16:00Z,111.034,29.752,0.958,872
2021-01-17T13:17:00Z,110.693,29.752,0.924,872
2021-01-17T13:18:00Z,110.693,29.752,0.924,872
2021-01-17T13:19:00Z,110.888,29.752,0.943,872
2021-01-17T13:20:00Z,111.018,29.752,0.956,872
2021-01-17T13:21:00Z,110.333,29.652,0.888,872
2021-01-17T13:22:00Z,110.628,29.752,0.917,872
2021-01-17T13:23:00Z,110.677,29.752,0.922,872
2021-01-17T13:24:00Z,110.872,29.752,0.941,872
2021-01-17T13:25:00Z,110.69,29.652,0.923,872
2021-01-17T13:26:00Z,110.512,29.652,0.906,872
2021-01-17T13:27:00Z,110.707,29.652,0.925,872
2021-01-17T13:28:00Z,110.804,29.652,0.935,872
2021-01-17T13:29:00Z,110.723,29.652,0.927,872
2021-01-17T13:30:00Z,111.064,29.652,0.961,872
2021-01-17T13:31:00Z,110.934,29.652,0.948,872
2021-01-17T13:32:00Z,110.836,29.652,0.938,872
2021-01-17T13:33:00Z,110.707,29.652,0.925,872
2021-01-17T13:34:00Z,110.869,29.652,0.941,872
2021-01-17T13:35:00Z,110.772,29.652,0.931,872
2021-01-17T13:36:00Z,110.755,29.652,0.93,872
2021-01-17T13:37:00Z,110.901,29.652,0.944,872
2021-01-17T13:38:00Z,110.739,29.652,0.928,872
2021-01-17T13:39:00Z,110.561,29.652,0.91,872
2021-01-17T13:40:00Z,110.901,29.652,0.944,872
2021-01-17T13:41:00Z,110.674,29.652,0.922,872
2021-01-17T13:42:00Z,110.869,29.652,0.941,872
2021-01-17T13:43:00Z,111.21,29.652,0.975,872
2021-01-17T13:44:00Z,110.625,29.652,0.917,872
2021-01-17T13:45:00Z,111.129,29.652,0.967,872
2021-01-17T13:46:00Z,110.869,29.652,0.941,872
2021-01-17T13:47:00Z,111.031,29.652,0.957,872
2021-01-17T13:48:00Z,110.855,29.752,0.94,872
2021-01-17T13:49:00Z,110.726,29.752,0.927,872
2021-01-17T13:50:00Z,110.904,29.752,0.945,872
2021-01-17T13:51:00Z,110.531,29.752,0.907,872
2021-01-17T13:52:00Z,110.92,29.752,0.946,872
2021-01-17T13:53:00Z,110.677,29.752,0.922,872
2021-01-17T13:54:00Z,111.002,29.752,0.954,872
2021-01-17T13:55:00Z,110.612,29.752,0.916,872
2021-01-17T13:56:00Z,110.696,29.853,0.924,872
2021-01-17T13:57:00Z,110.826,29.853,0.937,872
2021-01-17T13:58:00Z,110.777,29.853,0.932,872
