Plot Title: CT_353_CSled_20220314,,,
#,"Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20739353, SEN S/N: 20739353)","Temp, °C (LGR S/N: 20739353, SEN S/N: 20739353)"
65,3/14/22 09:20,40461.7,29.2
66,3/14/22 09:22,40483.8,29.39
67,3/14/22 09:24,38815.3,29.29
68,3/14/22 09:26,40439.6,29.37
69,3/14/22 09:28,40296.2,29.25
70,3/14/22 09:30,40788.7,29.26
71,3/14/22 09:32,40762.5,29.4
72,3/14/22 09:34,40755,29.4
73,3/14/22 09:36,40740.1,29.28
74,3/14/22 09:38,40502.3,29.39
75,3/14/22 09:40,40554.1,29.17
76,3/14/22 09:42,40546.7,29.42
77,3/14/22 09:44,40826.1,29.44
78,3/14/22 09:46,40358.6,29.33
79,3/14/22 09:48,40388,29.45
80,3/14/22 09:50,40814.9,29.39
81,3/14/22 09:52,38040.9,29.48
82,3/14/22 09:54,38884.2,29.53
83,3/14/22 09:56,40410.1,29.35
84,3/14/22 09:58,39972.2,29.6
85,3/14/22 10:00,40591.2,29.55
86,3/14/22 10:02,40826.1,29.44
87,3/14/22 10:04,39270.5,29.41
88,3/14/22 10:06,37011.5,29.42
89,3/14/22 10:08,36513,29.42
90,3/14/22 10:10,36174.9,29.37
91,3/14/22 10:12,36004.8,29.37
92,3/14/22 10:14,36572,29.33
93,3/14/22 10:16,40110,29.26
94,3/14/22 10:18,40897.4,29.3
95,3/14/22 10:20,41017.9,29.24
96,3/14/22 10:22,39120.1,29.18
97,3/14/22 10:24,39838.8,29.18
98,3/14/22 10:26,40509.7,29.12
99,3/14/22 10:28,35305.9,29.09
100,3/14/22 10:30,36383.3,29.12
101,3/14/22 10:32,38264.7,29.04
102,3/14/22 10:34,40927.5,29.04
103,3/14/22 10:36,41123.9,29.08
104,3/14/22 10:38,41249.3,29.08
105,3/14/22 10:40,41287.5,29.17
106,3/14/22 10:42,38034.2,29.09
107,3/14/22 10:44,41283.7,29.09
108,3/14/22 10:46,41276,29.09
109,3/14/22 10:48,41283.7,29.08
110,3/14/22 10:50,41337.2,29.13
111,3/14/22 10:52,41302.8,29.15
112,3/14/22 10:54,41344.8,29.17
113,3/14/22 10:56,41298.9,29.18
114,3/14/22 10:58,41344.8,29.15
115,3/14/22 11:00,41341,29.17
116,3/14/22 11:02,41356.3,29.18
117,3/14/22 11:04,41314.2,29.26
118,3/14/22 11:06,41291.3,29.17
119,3/14/22 11:08,41325.7,29.17
120,3/14/22 11:10,41333.3,29.2
121,3/14/22 11:12,41367.8,29.18
122,3/14/22 11:14,41344.8,29.23
123,3/14/22 11:16,41344.8,29.19
124,3/14/22 11:18,41333.3,29.19
125,3/14/22 11:20,41344.8,29.23
126,3/14/22 11:22,41329.5,29.19
127,3/14/22 11:24,41344.8,29.19
128,3/14/22 11:26,41203.6,29.22
129,3/14/22 11:28,41375.4,29.19
130,3/14/22 11:30,41360.1,29.18
131,3/14/22 11:32,41310.4,29.15
132,3/14/22 11:34,41260.8,29.18
133,3/14/22 11:36,41237.9,29.19
134,3/14/22 11:38,41318,29.2
135,3/14/22 11:40,41306.6,29.24
136,3/14/22 11:42,41306.6,29.19
137,3/14/22 11:44,41321.9,29.2
138,3/14/22 11:46,41245.5,29.22
139,3/14/22 11:48,41279.9,29.23
140,3/14/22 11:50,41337.2,29.46
141,3/14/22 11:52,41371.6,29.55
142,3/14/22 11:54,41386.9,29.36
143,3/14/22 11:56,41406.1,29.4
144,3/14/22 11:58,41398.4,29.4
145,3/14/22 12:00,41344.8,29.4
146,3/14/22 12:02,41371.6,29.41
147,3/14/22 12:04,41417.6,29.5
148,3/14/22 12:06,41383.1,29.45
149,3/14/22 12:08,41348.6,29.48
150,3/14/22 12:10,41390.8,29.55
151,3/14/22 12:12,41429.1,29.61
152,3/14/22 12:14,41421.5,29.74
153,3/14/22 12:16,41483,29.74
154,3/14/22 12:18,41467.6,29.66
155,3/14/22 12:20,41467.6,29.66
156,3/14/22 12:22,41513.8,29.78
157,3/14/22 12:24,40124.5,29.97
158,3/14/22 12:26,41533,29.9
159,3/14/22 12:28,41579.3,30.06
160,3/14/22 12:30,41629.6,30.16
161,3/14/22 12:32,41579.3,29.91
162,3/14/22 12:34,41571.6,29.91
163,3/14/22 12:36,41594.8,29.9
164,3/14/22 12:38,41621.9,30.18
165,3/14/22 12:40,41621.9,30.15
166,3/14/22 12:42,41649,30.16
167,3/14/22 12:44,41602.5,29.97
168,3/14/22 12:46,41594.8,29.97
169,3/14/22 12:48,41618,29.91
170,3/14/22 12:50,41625.7,30.02
171,3/14/22 12:52,41598.7,29.96
172,3/14/22 12:54,41645.1,30.04
173,3/14/22 12:56,41676.1,30.11
174,3/14/22 12:58,41629.6,30.22
175,3/14/22 13:00,41618,30.01
176,3/14/22 13:02,41664.5,29.97
177,3/14/22 13:04,41621.9,29.91
178,3/14/22 13:06,41598.7,30
179,3/14/22 13:08,41687.7,30.22
180,3/14/22 13:10,41680,30.22
181,3/14/22 13:12,41761.5,30.4
182,3/14/22 13:14,41668.3,30.17
183,3/14/22 13:16,41668.3,30.28
184,3/14/22 13:18,41691.6,30.17
185,3/14/22 13:20,41718.8,30.18
186,3/14/22 13:22,41722.7,30.45
187,3/14/22 13:24,41753.8,30.31
188,3/14/22 13:26,41695.5,30.38
189,3/14/22 13:28,41440.7,30.18
190,3/14/22 13:30,41641.2,30.08
191,3/14/22 13:32,41680,30.2
192,3/14/22 13:34,41691.6,30.1
193,3/14/22 13:36,41652.8,30.18
194,3/14/22 13:38,41722.7,30.35
195,3/14/22 13:40,41730.4,30.37
196,3/14/22 13:42,41680,30.28
197,3/14/22 13:44,41726.5,30.45
198,3/14/22 13:46,41804.4,30.66
199,3/14/22 13:48,41718.8,30.4
200,3/14/22 13:50,41788.8,30.44
201,3/14/22 13:52,41718.8,30.32
202,3/14/22 13:54,41804.4,30.7
203,3/14/22 13:56,41738.2,30.43
204,3/14/22 13:58,41777.1,30.53
205,3/14/22 14:00,41870.7,30.56
206,3/14/22 14:02,41847.3,30.56
207,3/14/22 14:04,41870.7,30.49
208,3/14/22 14:06,41870.7,30.48
209,3/14/22 14:08,40901.1,30.4
210,3/14/22 14:10,41788.8,30.39
211,3/14/22 14:12,41812.2,30.51
212,3/14/22 14:14,41859,30.6
213,3/14/22 14:16,41902,30.53
214,3/14/22 14:18,41988.2,30.64
215,3/14/22 14:20,41960.8,30.49
216,3/14/22 14:22,41980.4,30.48
217,3/14/22 14:24,41933.3,30.37
218,3/14/22 14:26,41984.3,30.49
219,3/14/22 14:28,41956.8,30.5
220,3/14/22 14:30,41960.8,30.53
221,3/14/22 14:32,42011.8,30.5
222,3/14/22 14:34,42007.9,30.53
223,3/14/22 14:36,41972.5,30.53
224,3/14/22 14:38,41980.4,30.48
225,3/14/22 14:40,41980.4,30.45
226,3/14/22 14:42,41980.4,30.44
227,3/14/22 14:44,41902,30.38
228,3/14/22 14:46,41933.3,30.35
229,3/14/22 14:48,41933.3,30.35
230,3/14/22 14:50,41898.1,30.39
231,3/14/22 14:52,41913.7,30.4
232,3/14/22 14:54,41898.1,30.44
233,3/14/22 14:56,41917.7,30.49
234,3/14/22 14:58,41890.3,30.48
235,3/14/22 15:00,41917.7,30.48
236,3/14/22 15:02,41929.4,30.49
237,3/14/22 15:04,41905.9,30.48
238,3/14/22 15:06,41917.7,30.46
239,3/14/22 15:08,41941.2,30.43
240,3/14/22 15:10,41808.3,30.44
241,3/14/22 15:12,41804.4,30.44
242,3/14/22 15:14,41952.9,30.55
243,3/14/22 15:16,41933.3,30.43
244,3/14/22 15:18,41933.3,30.45
245,3/14/22 15:20,41956.8,30.49
246,3/14/22 15:22,41952.9,30.57
247,3/14/22 15:24,41956.8,30.65
248,3/14/22 15:26,41972.5,30.64
249,3/14/22 15:28,41964.7,30.72
250,3/14/22 15:30,41976.5,30.8
251,3/14/22 15:32,42003.9,30.75
252,3/14/22 15:34,41929.4,30.66
253,3/14/22 15:36,41976.5,30.72
254,3/14/22 15:38,41941.2,30.66
255,3/14/22 15:40,41941.2,30.65
256,3/14/22 15:42,41874.6,30.68
257,3/14/22 15:44,41874.6,30.7
258,3/14/22 15:46,41937.2,30.7
259,3/14/22 15:48,42003.9,30.7
260,3/14/22 15:50,41980.4,30.77
261,3/14/22 15:52,41952.9,30.67
262,3/14/22 15:54,41949,30.76
263,3/14/22 15:56,41960.8,30.75
264,3/14/22 15:58,41937.2,30.72
265,3/14/22 16:00,41968.6,30.76
266,3/14/22 16:02,41972.5,30.84
267,3/14/22 16:04,42007.9,30.87
268,3/14/22 16:06,41992.2,30.92
269,3/14/22 16:08,42007.9,30.88
270,3/14/22 16:10,41992.2,30.86
271,3/14/22 16:12,42000,30.88
272,3/14/22 16:14,42011.8,31.06
273,3/14/22 16:16,42000,30.98
274,3/14/22 16:18,41968.6,31
275,3/14/22 16:20,41996.1,31.09
276,3/14/22 16:22,41968.6,31.08
277,3/14/22 16:24,41992.2,31.06
278,3/14/22 16:26,41984.3,31.03
279,3/14/22 16:28,41874.6,30.94
280,3/14/22 16:30,41913.7,31.04
281,3/14/22 16:32,41996.1,31.03
282,3/14/22 16:34,41784.9,31.06
283,3/14/22 16:36,41835.6,30.98
284,3/14/22 16:38,41781,30.81
285,3/14/22 16:40,41781,30.83
286,3/14/22 16:42,41761.5,30.88
287,3/14/22 16:44,41816.1,30.91
288,3/14/22 16:46,41792.7,30.95
289,3/14/22 16:48,41878.5,30.94
290,3/14/22 16:50,41816.1,30.99
291,3/14/22 16:52,41886.4,30.97
292,3/14/22 16:54,41898.1,30.95
293,3/14/22 16:56,41851.2,30.92
294,3/14/22 16:58,41945.1,30.95
295,3/14/22 17:00,41929.4,30.98
296,3/14/22 17:02,41878.5,30.99
297,3/14/22 17:04,41886.4,30.99
298,3/14/22 17:06,41886.4,30.97
299,3/14/22 17:08,41870.7,31.02
300,3/14/22 17:10,41913.7,31.02
301,3/14/22 17:12,41902,31.03
302,3/14/22 17:14,41909.8,30.99
303,3/14/22 17:16,41894.2,30.98
304,3/14/22 17:18,41925.5,30.97
305,3/14/22 17:20,41874.6,30.95
306,3/14/22 17:22,41917.7,30.89
307,3/14/22 17:24,41874.6,30.88
308,3/14/22 17:26,41913.7,30.87
309,3/14/22 17:28,41862.9,30.84
310,3/14/22 17:30,41921.6,30.77
311,3/14/22 17:32,41921.6,30.78
312,3/14/22 17:34,41823.9,30.73
313,3/14/22 17:36,41823.9,30.75
314,3/14/22 17:38,41839.5,30.7
315,3/14/22 17:40,41796.6,30.72
316,3/14/22 17:42,41804.4,30.7
317,3/14/22 17:44,41730.4,30.7
318,3/14/22 17:46,41847.3,30.62
319,3/14/22 17:48,41952.9,30.65
320,3/14/22 17:50,41925.5,30.65
321,3/14/22 17:52,41839.5,30.65
322,3/14/22 17:54,41855.1,30.65
323,3/14/22 17:56,41913.7,30.62
324,3/14/22 17:58,41886.4,30.6
325,3/14/22 18:00,41827.8,30.57
326,3/14/22 18:02,41641.2,30.56
327,3/14/22 18:04,41859,30.55
328,3/14/22 18:06,41866.8,30.54
329,3/14/22 18:08,41859,30.55
330,3/14/22 18:10,41816.1,30.54
331,3/14/22 18:12,41862.9,30.53
332,3/14/22 18:14,41800.5,30.55
333,3/14/22 18:16,41851.2,30.51
334,3/14/22 18:18,41839.5,30.54
335,3/14/22 18:20,41816.1,30.54
336,3/14/22 18:22,41831.7,30.54
337,3/14/22 18:24,41788.8,30.51
338,3/14/22 18:26,41781,30.5
339,3/14/22 18:28,41761.5,30.45
340,3/14/22 18:30,41120.1,30.45
341,3/14/22 18:32,41421.5,30.45
342,3/14/22 18:34,41161.8,30.44
343,3/14/22 18:36,41135.3,30.43
344,3/14/22 18:38,41820,30.42
345,3/14/22 18:40,41765.4,30.4
346,3/14/22 18:42,41571.6,30.39
347,3/14/22 18:44,41494.5,30.37
348,3/14/22 18:46,41781,30.38
349,3/14/22 18:48,41074.6,30.37
350,3/14/22 18:50,41722.7,30.34
351,3/14/22 18:52,40717.7,30.34
352,3/14/22 18:54,41587.1,30.32
353,3/14/22 18:56,41560,30.29
354,3/14/22 18:58,41602.5,30.31
355,3/14/22 19:00,41587.1,30.29
356,3/14/22 19:02,41618,30.28
357,3/14/22 19:04,41746,30.26
358,3/14/22 19:06,40524.5,30.23
359,3/14/22 19:08,41672.2,30.24
360,3/14/22 19:10,41757.7,30.23
361,3/14/22 19:12,41769.3,30.23
362,3/14/22 19:14,41479.1,30.22
363,3/14/22 19:16,41467.6,30.2
364,3/14/22 19:18,41375.4,30.17
365,3/14/22 19:20,41602.5,30.18
366,3/14/22 19:22,40041,30.17
367,3/14/22 19:24,40628.3,30.17
368,3/14/22 19:26,41356.3,30.16
369,3/14/22 19:28,41707.1,30.15
370,3/14/22 19:30,41448.3,30.15
371,3/14/22 19:32,41625.7,30.11
372,3/14/22 19:34,41730.4,30.13
373,3/14/22 19:36,41560,30.11
374,3/14/22 19:38,41687.7,30.1
375,3/14/22 19:40,41695.5,30.08
376,3/14/22 19:42,41703.2,30.07
377,3/14/22 19:44,41703.2,30.05
378,3/14/22 19:46,41711,30.04
379,3/14/22 19:48,41668.3,30.01
380,3/14/22 19:50,41714.9,30
381,3/14/22 19:52,41691.6,29.97
382,3/14/22 19:54,41548.5,29.97
383,3/14/22 19:56,41618,29.96
384,3/14/22 19:58,41594.8,29.94
385,3/14/22 20:00,41579.3,29.96
386,3/14/22 20:02,41606.4,29.95
387,3/14/22 20:04,41621.9,29.96
388,3/14/22 20:06,41614.1,29.94
389,3/14/22 20:08,41598.7,29.94
390,3/14/22 20:10,41433,29.94
391,3/14/22 20:12,41594.8,29.94
392,3/14/22 20:14,41602.5,29.94
393,3/14/22 20:16,41606.4,29.94
394,3/14/22 20:18,41467.6,29.93
395,3/14/22 20:20,41459.9,29.93
396,3/14/22 20:22,41406.1,29.91
397,3/14/22 20:24,41402.3,29.91
398,3/14/22 20:26,41479.1,29.91
399,3/14/22 20:28,41521.5,29.9
400,3/14/22 20:30,41567.7,29.9
401,3/14/22 20:32,41594.8,29.9
402,3/14/22 20:34,41587.1,29.9
403,3/14/22 20:36,41560,29.9
404,3/14/22 20:38,41602.5,29.89
405,3/14/22 20:40,41509.9,29.89
406,3/14/22 20:42,41536.9,29.89
407,3/14/22 20:44,41544.6,29.89
408,3/14/22 20:46,41498.3,29.88
409,3/14/22 20:48,41506.1,29.88
410,3/14/22 20:50,41494.5,29.88
411,3/14/22 20:52,41598.7,29.88
412,3/14/22 20:54,41583.2,29.86
413,3/14/22 20:56,41637.3,29.86
414,3/14/22 20:58,41583.2,29.85
415,3/14/22 21:00,41509.9,29.84
416,3/14/22 21:02,41575.5,29.85
417,3/14/22 21:04,41575.5,29.85
418,3/14/22 21:06,41583.2,29.84
419,3/14/22 21:08,41590.9,29.83
420,3/14/22 21:10,41525.3,29.83
421,3/14/22 21:12,41563.9,29.82
422,3/14/22 21:14,41548.5,29.8
423,3/14/22 21:16,41556.2,29.8
424,3/14/22 21:18,41556.2,29.8
425,3/14/22 21:20,41509.9,29.79
426,3/14/22 21:22,40916.2,29.77
427,3/14/22 21:24,40957.6,29.77
428,3/14/22 21:26,41302.8,29.77
429,3/14/22 21:28,41276,29.75
430,3/14/22 21:30,41276,29.74
431,3/14/22 21:32,41078.4,29.74
432,3/14/22 21:34,41249.3,29.74
433,3/14/22 21:36,41298.9,29.74
434,3/14/22 21:38,41249.3,29.74
435,3/14/22 21:40,41272.2,29.74
436,3/14/22 21:42,41314.2,29.74
437,3/14/22 21:44,41467.6,29.74
438,3/14/22 21:46,40543,29.73
439,3/14/22 21:48,40487.5,29.72
440,3/14/22 21:50,40524.5,29.72
441,3/14/22 21:52,40984,29.72
442,3/14/22 21:54,41127.7,29.72
443,3/14/22 21:56,40991.5,29.71
444,3/14/22 21:58,41222.7,29.71
445,3/14/22 22:00,41234.1,29.71
446,3/14/22 22:02,41433,29.71
447,3/14/22 22:04,41417.6,29.71
448,3/14/22 22:06,41329.5,29.69
449,3/14/22 22:08,41086,29.69
450,3/14/22 22:10,41417.6,29.69
451,3/14/22 22:12,41371.6,29.68
452,3/14/22 22:14,41448.3,29.68
453,3/14/22 22:16,41440.7,29.67
454,3/14/22 22:18,41433,29.66
455,3/14/22 22:20,41161.8,29.66
456,3/14/22 22:22,41456,29.63
457,3/14/22 22:24,41421.5,29.64
458,3/14/22 22:26,41406.1,29.63
459,3/14/22 22:28,41498.3,29.61
460,3/14/22 22:30,41364,29.6
461,3/14/22 22:32,41325.7,29.61
462,3/14/22 22:34,41371.6,29.58
463,3/14/22 22:36,41352.5,29.58
464,3/14/22 22:38,41413.8,29.58
465,3/14/22 22:40,41283.7,29.57
466,3/14/22 22:42,41506.1,29.55
467,3/14/22 22:44,41479.1,29.55
468,3/14/22 22:46,40758.8,29.53
469,3/14/22 22:48,41249.3,29.55
470,3/14/22 22:50,41215.1,29.53
471,3/14/22 22:52,41253.2,29.53
472,3/14/22 22:54,41502.2,29.55
473,3/14/22 22:56,41467.6,29.53
474,3/14/22 22:58,41509.9,29.52
475,3/14/22 23:00,41483,29.51
476,3/14/22 23:02,41533,29.51
477,3/14/22 23:04,41525.3,29.52
478,3/14/22 23:06,41525.3,29.51
479,3/14/22 23:08,41506.1,29.5
480,3/14/22 23:10,41525.3,29.5
481,3/14/22 23:12,41498.3,29.48
482,3/14/22 23:14,41525.3,29.48
483,3/14/22 23:16,41498.3,29.47
484,3/14/22 23:18,41506.1,29.48
485,3/14/22 23:20,41490.7,29.47
486,3/14/22 23:22,41498.3,29.47
487,3/14/22 23:24,41471.4,29.46
488,3/14/22 23:26,41513.8,29.46
489,3/14/22 23:28,41394.6,29.45
490,3/14/22 23:30,41486.8,29.45
491,3/14/22 23:32,41452.2,29.45
492,3/14/22 23:34,41459.9,29.44
493,3/14/22 23:36,41444.5,29.44
494,3/14/22 23:38,41479.1,29.44
495,3/14/22 23:40,41413.8,29.42
496,3/14/22 23:42,41498.3,29.42
497,3/14/22 23:44,41452.2,29.42
498,3/14/22 23:46,41452.2,29.42
499,3/14/22 23:48,41471.4,29.41
500,3/14/22 23:50,41448.3,29.41
501,3/14/22 23:52,41433,29.4
502,3/14/22 23:54,41433,29.39
503,3/14/22 23:56,41410,29.36
504,3/14/22 23:58,41417.6,29.34
505,3/15/22 00:00,41413.8,29.35
506,3/15/22 00:02,41402.3,29.35
507,3/15/22 00:04,41440.7,29.35
508,3/15/22 00:06,41402.3,29.35
509,3/15/22 00:08,41402.3,29.35
510,3/15/22 00:10,41425.3,29.35
511,3/15/22 00:12,41425.3,29.34
512,3/15/22 00:14,41390.8,29.33
513,3/15/22 00:16,41406.1,29.31
514,3/15/22 00:18,41375.4,29.3
515,3/15/22 00:20,41371.6,29.29
516,3/15/22 00:22,41337.2,29.26
517,3/15/22 00:24,41371.6,29.25
518,3/15/22 00:26,41379.3,29.25
519,3/15/22 00:28,41352.5,29.25
520,3/15/22 00:30,41386.9,29.25
521,3/15/22 00:32,41386.9,29.24
522,3/15/22 00:34,41371.6,29.24
523,3/15/22 00:36,41386.9,29.24
524,3/15/22 00:38,41352.5,29.23
525,3/15/22 00:40,41344.8,29.22
526,3/15/22 00:42,41360.1,29.22
527,3/15/22 00:44,41360.1,29.22
528,3/15/22 00:46,41360.1,29.2
529,3/15/22 00:48,41310.4,29.19
530,3/15/22 00:50,41344.8,29.2
531,3/15/22 00:52,41333.3,29.2
532,3/15/22 00:54,41348.6,29.2
533,3/15/22 00:56,41333.3,29.19
534,3/15/22 00:58,41333.3,29.18
535,3/15/22 01:00,41318,29.18
536,3/15/22 01:02,41318,29.17
537,3/15/22 01:04,41298.9,29.15
538,3/15/22 01:06,41318,29.15
539,3/15/22 01:08,41356.3,29.14
540,3/15/22 01:10,41325.7,29.13
541,3/15/22 01:12,41291.3,29.13
542,3/15/22 01:14,41298.9,29.13
543,3/15/22 01:16,41279.9,29.13
544,3/15/22 01:18,41253.2,29.12
545,3/15/22 01:20,41291.3,29.11
546,3/15/22 01:22,41253.2,29.09
547,3/15/22 01:24,41279.9,29.09
548,3/15/22 01:26,41264.6,29.08
549,3/15/22 01:28,41264.6,29.07
550,3/15/22 01:30,41264.6,29.07
551,3/15/22 01:32,41253.2,29.07
552,3/15/22 01:34,41272.2,29.07
553,3/15/22 01:36,41253.2,29.06
554,3/15/22 01:38,41237.9,29.06
555,3/15/22 01:40,41222.7,29.04
556,3/15/22 01:42,41253.2,29.06
557,3/15/22 01:44,41264.6,29.04
558,3/15/22 01:46,41245.5,29.04
559,3/15/22 01:48,41249.3,29.02
560,3/15/22 01:50,41245.5,29.03
561,3/15/22 01:52,41218.9,29.02
562,3/15/22 01:54,41218.9,29.01
563,3/15/22 01:56,41184.6,29.01
564,3/15/22 01:58,41169.4,28.98
565,3/15/22 02:00,41230.3,29.02
566,3/15/22 02:02,41169.4,29.03
567,3/15/22 02:04,41196,28.97
568,3/15/22 02:06,41245.5,29.03
569,3/15/22 02:08,40684.1,29.01
570,3/15/22 02:10,40995.3,29.01
571,3/15/22 02:12,40965.1,29.01
572,3/15/22 02:14,40968.9,28.99
573,3/15/22 02:16,41036.8,29.03
574,3/15/22 02:18,40984,29.01
575,3/15/22 02:20,40984,29.02
576,3/15/22 02:22,40984,29.03
577,3/15/22 02:24,41260.8,29.03
578,3/15/22 02:26,41203.6,29.01
579,3/15/22 02:28,40650.6,29.01
580,3/15/22 02:30,40684.1,29.02
581,3/15/22 02:32,41237.9,29.02
582,3/15/22 02:34,41165.6,29.02
583,3/15/22 02:36,41097.3,29.01
584,3/15/22 02:38,41112.5,29.02
585,3/15/22 02:40,41241.7,29.01
586,3/15/22 02:42,41207.4,29.01
587,3/15/22 02:44,41234.1,28.99
588,3/15/22 02:46,41230.3,28.98
589,3/15/22 02:48,41203.6,28.99
590,3/15/22 02:50,41234.1,29.01
591,3/15/22 02:52,41101.1,28.98
592,3/15/22 02:54,41203.6,28.99
593,3/15/22 02:56,41192.2,28.99
594,3/15/22 02:58,41192.2,28.97
595,3/15/22 03:00,41169.4,28.97
596,3/15/22 03:02,41177,28.96
597,3/15/22 03:04,41203.6,28.96
598,3/15/22 03:06,41177,28.96
599,3/15/22 03:08,41177,28.96
600,3/15/22 03:10,41177,28.96
601,3/15/22 03:12,41196,28.93
602,3/15/22 03:14,41177,28.93
603,3/15/22 03:16,41180.8,28.93
604,3/15/22 03:18,41215.1,28.93
605,3/15/22 03:20,41161.8,28.92
606,3/15/22 03:22,41127.7,28.92
607,3/15/22 03:24,41161.8,28.92
608,3/15/22 03:26,41165.6,28.92
609,3/15/22 03:28,41192.2,28.92
610,3/15/22 03:30,41180.8,28.92
611,3/15/22 03:32,41161.8,28.91
612,3/15/22 03:34,41199.8,28.91
613,3/15/22 03:36,41048.1,28.91
614,3/15/22 03:38,41139.1,28.9
615,3/15/22 03:40,41082.2,28.9
616,3/15/22 03:42,41123.9,28.91
617,3/15/22 03:44,40687.9,28.9
618,3/15/22 03:46,40762.5,28.9
619,3/15/22 03:48,41139.1,28.91
620,3/15/22 03:50,41146.6,28.9
621,3/15/22 03:52,41173.2,28.91
622,3/15/22 03:54,41135.3,28.9
623,3/15/22 03:56,41108.7,28.9
624,3/15/22 03:58,41074.6,28.9
625,3/15/22 04:00,41123.9,28.88
626,3/15/22 04:02,41089.8,28.88
627,3/15/22 04:04,41044.4,28.88
628,3/15/22 04:06,41074.6,28.88
629,3/15/22 04:08,41044.4,28.87
630,3/15/22 04:10,41074.6,28.86
631,3/15/22 04:12,41044.4,28.88
632,3/15/22 04:14,41097.3,28.88
633,3/15/22 04:16,41051.9,28.87
634,3/15/22 04:18,41002.8,28.87
635,3/15/22 04:20,41059.5,28.88
636,3/15/22 04:22,41101.1,28.88
637,3/15/22 04:24,41108.7,28.88
638,3/15/22 04:26,41089.8,28.88
639,3/15/22 04:28,41101.1,28.88
640,3/15/22 04:30,41089.8,28.88
641,3/15/22 04:32,41097.3,28.88
642,3/15/22 04:34,41067.1,28.87
643,3/15/22 04:36,41029.3,28.85
644,3/15/22 04:38,41002.8,28.82
645,3/15/22 04:40,40965.1,28.84
646,3/15/22 04:42,40991.5,28.86
647,3/15/22 04:44,40991.5,28.86
648,3/15/22 04:46,41006.6,28.86
649,3/15/22 04:48,40976.4,28.86
650,3/15/22 04:50,40950,28.85
651,3/15/22 04:52,40893.6,28.85
652,3/15/22 04:54,40923.7,28.84
653,3/15/22 04:56,40893.6,28.85
654,3/15/22 04:58,40893.6,28.85
655,3/15/22 05:00,40923.7,28.85
656,3/15/22 05:02,40725.2,28.85
657,3/15/22 05:04,40643.2,28.85
658,3/15/22 05:06,40606.1,28.84
659,3/15/22 05:08,40635.8,28.84
660,3/15/22 05:10,40777.4,28.85
661,3/15/22 05:12,40450.6,28.84
662,3/15/22 05:14,40314.5,28.84
663,3/15/22 05:16,40193.8,28.85
