Serial Number:20555858 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2022-03-14 08:00:00,28.44,"7,652", , , , , 
2022-03-14 08:02:00,28.48,"7,800", , , , , 
2022-03-14 08:04:00,28.48,"8,259", , , , , 
2022-03-14 08:06:00,28.48,"8,676", , , , , 
2022-03-14 08:08:00,28.53,"8,740", , , , , 
2022-03-14 08:10:00,28.57,"8,343", , , , , 
2022-03-14 08:12:00,28.57,"8,471", , , , , 
2022-03-14 08:14:00,28.53,"8,046", , , , , 
2022-03-14 08:16:00,28.53,"7,990", , , , , 
2022-03-14 08:18:00,28.61,"8,238", , , , , 
2022-03-14 08:20:00,28.65,"8,591", , , , , 
2022-03-14 08:22:00,28.61,"9,692", , , , , 
2022-03-14 08:24:00,28.74,"19,702", , , , , 
2022-03-14 08:26:00,29.13,"26,675", , , , , 
2022-03-14 08:28:00,29.51,"33,669", , , , , 
2022-03-14 08:30:00,29.73,"36,557", , , , , 
2022-03-14 08:32:00,29.81,"35,635", , , , , 
2022-03-14 08:34:00,29.86,"37,693", , , , , 
2022-03-14 08:36:00,29.94,"38,144", , , , , 
2022-03-14 08:38:00,29.98,"38,021", , , , , 
2022-03-14 08:40:00,30.03,"36,239", , , , , 
2022-03-14 08:42:00,29.90,"35,830", , , , , 
2022-03-14 08:44:00,29.94,"41,236", , , , , 
2022-03-14 08:46:00,29.90,"33,587", , , , , 
2022-03-14 08:48:00,30.11,"41,820", , , , , 
2022-03-14 08:50:00,30.07,"33,290", , , , , 
2022-03-14 08:52:00,29.64,"15,882", , , , , 
2022-03-14 08:54:00,29.43,"17,551", , , , , 
2022-03-14 08:56:00,29.60,"28,979", , , , , 
2022-03-14 08:58:00,29.60,"23,235", , , , , 
2022-03-14 09:00:00,29.47,"15,580", , , , , 
2022-03-14 09:02:00,29.47,"18,022", , , , , 
2022-03-14 09:04:00,29.56,"25,436", , , , , 
2022-03-14 09:06:00,29.68,"18,652", , , , , 
2022-03-14 09:08:00,29.90,"39,250", , , , , 
2022-03-14 09:10:00,29.98,"44,278", , , , , 
2022-03-14 09:12:00,30.28,"49,357", , , , , 
2022-03-14 09:14:00,30.33,"26,542", , , , , 
2022-03-14 09:16:00,30.63,"55,726", , , , , 
2022-03-14 09:18:00,30.67,"46,428", , , , , 
2022-03-14 09:20:00,30.46,"17,096", , , , , 
2022-03-14 09:22:00,30.84,"56,955", , , , , 
2022-03-14 09:24:00,30.41,"22,016", , , , , 
2022-03-14 09:26:00,30.59,"44,605", , , , , 
2022-03-14 09:28:00,30.46,"59,249", , , , , 
2022-03-14 09:30:00,30.16,"17,894", , , , , 
2022-03-14 09:32:00,30.59,"47,288", , , , , 
2022-03-14 09:34:00,30.71,"45,363", , , , , 
2022-03-14 09:36:00,30.07,"18,806", , , , , 
2022-03-14 09:38:00,30.80,"50,381", , , , , 
2022-03-14 09:40:00,29.90,"14,838", , , , , 
2022-03-14 09:42:00,30.28,"70,083", , , , , 
2022-03-14 09:44:00,30.97,"62,280", , , , , 
2022-03-14 09:46:00,30.80,"14,090", , , , , 
2022-03-14 09:48:00,30.46,"41,943", , , , , 
2022-03-14 09:50:00,30.89,"21,545", , , , , 
2022-03-14 09:52:00,30.46,"34,714", , , , , 
2022-03-14 09:54:00,30.76,"51,261", , , , , 
2022-03-14 09:56:00,30.33,"14,387", , , , , 
2022-03-14 09:58:00,30.50,"68,239", , , , , 
2022-03-14 10:00:00,30.54,"58,982", , , , , 
2022-03-14 10:02:00,30.50,"14,505", , , , , 
2022-03-14 10:04:00,30.41,"14,607", , , , , 
2022-03-14 10:06:00,30.28,"26,235", , , , , 
2022-03-14 10:08:00,30.24,"18,284", , , , , 
2022-03-14 10:10:00,30.07,"34,744", , , , , 
2022-03-14 10:12:00,30.41,"27,310", , , , , 
2022-03-14 10:14:00,29.94,"16,031", , , , , 
2022-03-14 10:16:00,29.90,"19,855", , , , , 
