date,DO_mg_L,Temperature
2022-06-13T12:46:00Z,9.633,28.365
2022-06-13T12:48:00Z,9.628,28.374
2022-06-13T12:50:00Z,9.644,28.382
2022-06-13T12:52:00Z,9.687,28.382
2022-06-13T12:54:00Z,9.765,28.442
2022-06-13T12:56:00Z,9.807,28.459
2022-06-13T12:58:00Z,9.802,28.476
2022-06-13T13:00:00Z,9.837,28.502
2022-06-13T13:02:00Z,9.873,28.519
2022-06-13T13:04:00Z,9.919,28.536
2022-06-13T13:06:00Z,9.929,28.562
2022-06-13T13:08:00Z,9.861,28.562
2022-06-13T13:10:00Z,9.922,28.57
2022-06-13T13:12:00Z,9.875,28.57
2022-06-13T13:14:00Z,9.92,28.579
2022-06-13T13:16:00Z,9.999,28.613
2022-06-13T13:18:00Z,9.952,28.579
2022-06-13T13:20:00Z,9.851,28.57
2022-06-13T13:22:00Z,9.817,28.536
2022-06-13T13:24:00Z,9.766,28.536
2022-06-13T13:26:00Z,9.804,28.494
2022-06-13T13:28:00Z,9.839,28.502
2022-06-13T13:30:00Z,9.844,28.502
2022-06-13T13:32:00Z,9.883,28.511
2022-06-13T13:34:00Z,9.896,28.519
2022-06-13T13:36:00Z,9.908,28.536
2022-06-13T13:38:00Z,9.899,28.528
2022-06-13T13:40:00Z,9.926,28.511
2022-06-13T13:42:00Z,9.929,28.536
2022-06-13T13:44:00Z,10.007,28.536
2022-06-13T13:46:00Z,10.055,28.545
2022-06-13T13:48:00Z,10.025,28.562
2022-06-13T13:50:00Z,10.042,28.579
2022-06-13T13:52:00Z,10.11,28.57
2022-06-13T13:54:00Z,10.071,28.588
2022-06-13T13:56:00Z,10.045,28.579
2022-06-13T13:58:00Z,10.086,28.562
2022-06-13T14:00:00Z,10.184,28.605
2022-06-13T14:02:00Z,10.174,28.622
2022-06-13T14:04:00Z,10.161,28.63
2022-06-13T14:06:00Z,10.193,28.639
2022-06-13T14:08:00Z,10.209,28.639
2022-06-13T14:10:00Z,10.216,28.682
2022-06-13T14:12:00Z,10.236,28.665
2022-06-13T14:14:00Z,10.264,28.716
2022-06-13T14:16:00Z,10.315,28.733
2022-06-13T14:18:00Z,10.33,28.759
2022-06-13T14:20:00Z,10.4,28.759
2022-06-13T14:22:00Z,10.441,28.793
2022-06-13T14:24:00Z,10.418,28.827
2022-06-13T14:26:00Z,10.568,28.861
2022-06-13T14:28:00Z,10.549,28.887
2022-06-13T14:30:00Z,10.575,28.896
2022-06-13T14:32:00Z,10.584,28.896
2022-06-13T14:34:00Z,10.574,28.904
2022-06-13T14:36:00Z,10.694,28.964
2022-06-13T14:38:00Z,10.676,28.981
2022-06-13T14:40:00Z,10.629,28.981
2022-06-13T14:42:00Z,10.647,28.947
2022-06-13T14:44:00Z,10.64,28.981
2022-06-13T14:46:00Z,10.692,28.973
2022-06-13T14:48:00Z,10.618,28.921
2022-06-13T14:50:00Z,10.708,28.956
2022-06-13T14:52:00Z,10.729,28.981
2022-06-13T14:54:00Z,10.711,28.99
2022-06-13T14:56:00Z,10.762,28.999
2022-06-13T14:58:00Z,10.863,29.041
2022-06-13T15:00:00Z,10.858,29.076
2022-06-13T15:02:00Z,10.865,29.059
2022-06-13T15:04:00Z,10.862,29.059
2022-06-13T15:06:00Z,10.766,29.033
2022-06-13T15:08:00Z,10.86,29.024
2022-06-13T15:10:00Z,10.626,28.99
2022-06-13T15:12:00Z,10.233,28.879
2022-06-13T15:14:00Z,10.857,28.964
2022-06-13T15:16:00Z,11.013,29.024
2022-06-13T15:18:00Z,10.804,29.016
2022-06-13T15:20:00Z,10.828,28.99
2022-06-13T15:22:00Z,10.895,28.973
2022-06-13T15:24:00Z,10.852,28.939
2022-06-13T15:26:00Z,10.982,28.99
2022-06-13T15:28:00Z,11.059,28.99
2022-06-13T15:30:00Z,11.075,29.007
2022-06-13T15:32:00Z,11.117,28.964
2022-06-13T15:34:00Z,11.166,28.999
2022-06-13T15:36:00Z,11.08,28.981
2022-06-13T15:38:00Z,11.057,28.947
2022-06-13T15:40:00Z,11.068,28.913
2022-06-13T15:42:00Z,10.922,28.896
2022-06-13T15:44:00Z,11.093,28.981
2022-06-13T15:46:00Z,11.113,29.041
2022-06-13T15:48:00Z,11.124,29.05
2022-06-13T15:50:00Z,11.229,29.059
2022-06-13T15:52:00Z,11.291,29.101
2022-06-13T15:54:00Z,11.348,29.11
2022-06-13T15:56:00Z,11.194,29.067
2022-06-13T15:58:00Z,11.167,29.033
2022-06-13T16:00:00Z,11.043,28.981
2022-06-13T16:02:00Z,11.049,28.939
2022-06-13T16:04:00Z,10.917,28.921
2022-06-13T16:06:00Z,11.072,28.904
2022-06-13T16:08:00Z,10.991,28.879
2022-06-13T16:10:00Z,10.717,28.793
2022-06-13T16:12:00Z,10.773,28.75
2022-06-13T16:14:00Z,10.887,28.733
2022-06-13T16:16:00Z,10.905,28.716
2022-06-13T16:18:00Z,10.835,28.682
2022-06-13T16:20:00Z,10.827,28.665
2022-06-13T16:22:00Z,10.76,28.63
2022-06-13T16:24:00Z,10.581,28.588
2022-06-13T16:26:00Z,10.484,28.545
2022-06-13T16:28:00Z,10.497,28.545
2022-06-13T16:30:00Z,10.435,28.536
2022-06-13T16:32:00Z,10.328,28.502
2022-06-13T16:34:00Z,10.376,28.494
2022-06-13T16:36:00Z,10.331,28.476
2022-06-13T16:38:00Z,10.25,28.468
2022-06-13T16:40:00Z,10.22,28.434
2022-06-13T16:42:00Z,10.115,28.425
2022-06-13T16:44:00Z,9.903,28.348
2022-06-13T16:46:00Z,10.094,28.391
2022-06-13T16:48:00Z,10.136,28.391
2022-06-13T16:50:00Z,10.001,28.365
2022-06-13T16:52:00Z,10.093,28.382
2022-06-13T16:54:00Z,10.06,28.382
2022-06-13T16:56:00Z,9.874,28.323
2022-06-13T16:58:00Z,9.846,28.323
2022-06-13T17:00:00Z,9.901,28.34
2022-06-13T17:02:00Z,9.859,28.323
2022-06-13T17:04:00Z,9.953,28.297
2022-06-13T17:06:00Z,9.899,28.314
2022-06-13T17:08:00Z,9.882,28.289
2022-06-13T17:10:00Z,9.804,28.254
2022-06-13T17:12:00Z,9.779,28.263
2022-06-13T17:14:00Z,9.769,28.28
2022-06-13T17:16:00Z,9.72,28.289
2022-06-13T17:18:00Z,9.659,28.28
2022-06-13T17:20:00Z,9.574,28.246
2022-06-13T17:22:00Z,9.594,28.254
2022-06-13T17:24:00Z,9.562,28.246
2022-06-13T17:26:00Z,9.543,28.254
2022-06-13T17:28:00Z,9.568,28.263
2022-06-13T17:30:00Z,9.513,28.254
2022-06-13T17:32:00Z,9.498,28.246
2022-06-13T17:34:00Z,9.43,28.212
2022-06-13T17:36:00Z,9.394,28.22
2022-06-13T17:38:00Z,9.375,28.203
2022-06-13T17:40:00Z,9.361,28.195
2022-06-13T17:42:00Z,9.318,28.195
2022-06-13T17:44:00Z,9.35,28.169
2022-06-13T17:46:00Z,9.295,28.178
2022-06-13T17:48:00Z,9.371,28.169
2022-06-13T17:50:00Z,9.377,28.152
2022-06-13T17:52:00Z,9.439,28.143
2022-06-13T17:54:00Z,9.442,28.135
2022-06-13T17:56:00Z,9.394,28.152
2022-06-13T17:58:00Z,9.376,28.143
2022-06-13T18:00:00Z,9.418,28.118
2022-06-13T18:02:00Z,9.33,28.101
2022-06-13T18:04:00Z,9.382,28.109
2022-06-13T18:06:00Z,9.394,28.101
2022-06-13T18:08:00Z,9.396,28.118
2022-06-13T18:10:00Z,9.387,28.101
2022-06-13T18:12:00Z,9.345,28.109
2022-06-13T18:14:00Z,9.354,28.109
2022-06-13T18:16:00Z,9.35,28.084
2022-06-13T18:18:00Z,9.423,28.084
2022-06-13T18:20:00Z,9.305,28.075
2022-06-13T18:22:00Z,9.486,28.084
2022-06-13T18:24:00Z,9.553,28.067
2022-06-13T18:26:00Z,9.558,28.084
2022-06-13T18:28:00Z,9.498,28.067
2022-06-13T18:30:00Z,9.474,28.058
2022-06-13T18:32:00Z,9.356,28.041
2022-06-13T18:34:00Z,9.305,28.033
2022-06-13T18:36:00Z,9.224,28.016
2022-06-13T18:38:00Z,9.2,28.016
2022-06-13T18:40:00Z,9.18,28.016
2022-06-13T18:42:00Z,9.138,28.016
2022-06-13T18:44:00Z,9.092,28.007
2022-06-13T18:46:00Z,9.07,28.007
2022-06-13T18:48:00Z,9.051,27.999
2022-06-13T18:50:00Z,9.043,27.999
2022-06-13T18:52:00Z,9.024,27.999
2022-06-13T18:54:00Z,9.134,27.973
2022-06-13T18:56:00Z,9.188,27.956
2022-06-13T18:58:00Z,9.204,27.947
2022-06-13T19:00:00Z,9.271,27.947
2022-06-13T19:02:00Z,9.225,27.913
2022-06-13T19:04:00Z,9.247,27.896
2022-06-13T19:06:00Z,9.231,27.879
2022-06-13T19:08:00Z,9.22,27.888
2022-06-13T19:10:00Z,9.191,27.862
2022-06-13T19:12:00Z,9.17,27.845
2022-06-13T19:14:00Z,9.135,27.845
2022-06-13T19:16:00Z,9.083,27.837
2022-06-13T19:18:00Z,8.968,27.794
2022-06-13T19:20:00Z,9.005,27.777
2022-06-13T19:22:00Z,8.957,27.786
2022-06-13T19:24:00Z,8.909,27.777
2022-06-13T19:26:00Z,8.856,27.769
2022-06-13T19:28:00Z,8.772,27.76
2022-06-13T19:30:00Z,8.677,27.726
2022-06-13T19:32:00Z,8.662,27.692
2022-06-13T19:34:00Z,8.638,27.692
2022-06-13T19:36:00Z,8.63,27.666
