date,PAR,Temperature
2022-06-13T12:46:31Z,126.76081,27.902
2022-06-13T12:48:31Z,127.28413,27.943
2022-06-13T12:50:31Z,129.15757,27.984
2022-06-13T12:52:31Z,130.21041,28.017
2022-06-13T12:54:31Z,131.24157,28.042
2022-06-13T12:56:31Z,134.93889,28.066
2022-06-13T12:58:31Z,150.80888,28.091
2022-06-13T13:00:31Z,151.31672,28.115
2022-06-13T13:02:31Z,135.23926,28.148
2022-06-13T13:04:31Z,136.14656,28.181
2022-06-13T13:06:31Z,148.67224,28.181
2022-06-13T13:08:31Z,140.97723,28.23
2022-06-13T13:10:31Z,134.91721,28.255
2022-06-13T13:12:31Z,125.81016,28.271
2022-06-13T13:14:31Z,149.4309,28.279
2022-06-13T13:16:31Z,152.76282,28.304
2022-06-13T13:18:31Z,163.84859,28.32
2022-06-13T13:20:31Z,166.13387,28.345
2022-06-13T13:22:31Z,168.06614,28.353
2022-06-13T13:24:31Z,129.72115,28.353
2022-06-13T13:26:31Z,137.00431,28.353
2022-06-13T13:28:31Z,167.29509,28.353
2022-06-13T13:30:31Z,159.07676,28.345
2022-06-13T13:32:31Z,138.01689,28.329
2022-06-13T13:34:31Z,199.51504,28.353
2022-06-13T13:36:31Z,155.69529,28.345
2022-06-13T13:38:31Z,146.14852,28.337
2022-06-13T13:40:31Z,514.21153,28.353
2022-06-13T13:42:31Z,259.16762,28.353
2022-06-13T13:44:31Z,174.34291,28.361
2022-06-13T13:46:31Z,188.33328,28.361
2022-06-13T13:48:31Z,177.53859,28.361
2022-06-13T13:50:31Z,183.86491,28.37
2022-06-13T13:52:31Z,181.03463,28.361
2022-06-13T13:54:31Z,157.23119,28.37
2022-06-13T13:56:31Z,150.00067,28.378
2022-06-13T13:58:31Z,150.65405,28.37
2022-06-13T14:00:31Z,166.75628,28.378
2022-06-13T14:02:31Z,165.3814,28.394
2022-06-13T14:04:31Z,154.71057,28.402
2022-06-13T14:06:31Z,167.196,28.394
2022-06-13T14:08:31Z,130.85449,28.419
2022-06-13T14:10:31Z,117.02515,28.419
2022-06-13T14:12:31Z,116.00328,28.427
2022-06-13T14:14:31Z,119.20205,28.443
2022-06-13T14:16:31Z,123.64875,28.452
2022-06-13T14:18:31Z,138.21507,28.46
2022-06-13T14:20:31Z,151.76263,28.476
2022-06-13T14:22:31Z,144.28747,28.476
2022-06-13T14:24:31Z,110.46349,28.501
2022-06-13T14:26:31Z,113.77374,28.525
2022-06-13T14:28:31Z,104.33845,28.533
2022-06-13T14:30:31Z,93.88438,28.558
2022-06-13T14:32:31Z,91.04482,28.582
2022-06-13T14:34:31Z,141.76066,28.591
2022-06-13T14:36:31Z,137.4657,28.591
2022-06-13T14:38:31Z,178.39634,28.599
2022-06-13T14:40:31Z,190.29961,28.64
2022-06-13T14:42:31Z,146.69042,28.648
2022-06-13T14:44:31Z,89.09397,28.623
2022-06-13T14:46:31Z,88.75644,28.656
2022-06-13T14:48:31Z,92.31442,28.656
2022-06-13T14:50:31Z,101.00343,28.672
2022-06-13T14:52:31Z,113.69633,28.664
2022-06-13T14:54:31Z,155.47233,28.664
2022-06-13T14:56:31Z,188.54075,28.672
2022-06-13T14:58:31Z,206.77343,28.672
2022-06-13T15:00:31Z,224.9256,28.697
2022-06-13T15:02:31Z,245.78419,28.681
2022-06-13T15:04:31Z,247.06927,28.697
2022-06-13T15:06:31Z,231.87124,28.681
2022-06-13T15:08:31Z,221.24377,28.672
2022-06-13T15:10:31Z,222.44214,28.705
2022-06-13T15:12:31Z,234.87183,28.697
2022-06-13T15:14:31Z,212.53927,28.672
2022-06-13T15:16:31Z,157.94341,28.664
2022-06-13T15:18:31Z,120.04742,28.681
2022-06-13T15:20:31Z,112.9934,28.672
2022-06-13T15:22:31Z,114.9845,28.689
2022-06-13T15:24:31Z,121.83724,28.681
2022-06-13T15:26:31Z,121.70099,28.656
2022-06-13T15:28:31Z,121.59571,28.648
2022-06-13T15:30:31Z,136.05366,28.664
2022-06-13T15:32:31Z,149.32871,28.656
2022-06-13T15:34:31Z,136.53053,28.623
2022-06-13T15:36:31Z,120.57384,28.656
2022-06-13T15:38:31Z,111.50394,28.648
2022-06-13T15:40:31Z,113.43931,28.615
2022-06-13T15:42:31Z,130.98765,28.591
2022-06-13T15:44:31Z,139.74788,28.591
2022-06-13T15:46:31Z,145.81719,28.574
2022-06-13T15:48:31Z,138.9118,28.566
2022-06-13T15:50:31Z,140.85336,28.591
2022-06-13T15:52:31Z,152.39123,28.566
2022-06-13T15:54:31Z,156.69548,28.574
2022-06-13T15:56:31Z,153.87759,28.542
2022-06-13T15:58:31Z,144.06452,28.542
2022-06-13T16:00:31Z,137.35732,28.509
2022-06-13T16:02:31Z,135.89883,28.509
2022-06-13T16:04:31Z,148.15511,28.46
2022-06-13T16:06:31Z,156.96798,28.46
2022-06-13T16:08:31Z,153.19944,28.435
2022-06-13T16:10:31Z,149.53309,28.394
2022-06-13T16:12:31Z,141.23115,28.37
2022-06-13T16:14:31Z,123.689,28.345
2022-06-13T16:16:31Z,139.38868,28.288
2022-06-13T16:18:31Z,95.20043,28.279
2022-06-13T16:20:31Z,150.90487,28.247
2022-06-13T16:22:31Z,171.6334,28.23
2022-06-13T16:24:31Z,126.08885,28.181
2022-06-13T16:26:31Z,75.14386,28.156
2022-06-13T16:28:31Z,67.99075,28.132
2022-06-13T16:30:31Z,75.10361,28.099
2022-06-13T16:32:31Z,75.38849,28.091
2022-06-13T16:34:31Z,100.69377,28.099
2022-06-13T16:36:31Z,150.56115,28.099
2022-06-13T16:38:31Z,131.3933,28.091
2022-06-13T16:40:31Z,62.66463,28.083
2022-06-13T16:42:31Z,85.41213,28.091
2022-06-13T16:44:31Z,58.37277,28.091
2022-06-13T16:46:31Z,56.4405,28.074
2022-06-13T16:48:31Z,67.60368,28.083
2022-06-13T16:50:31Z,95.78259,28.099
2022-06-13T16:52:31Z,90.74135,28.074
2022-06-13T16:54:31Z,85.59483,28.05
2022-06-13T16:56:31Z,78.06394,28.066
2022-06-13T16:58:31Z,67.8576,28.05
2022-06-13T17:00:31Z,58.69171,28.025
2022-06-13T17:02:31Z,58.10956,28.042
2022-06-13T17:04:31Z,51.03077,28.009
2022-06-13T17:06:31Z,43.03539,27.992
2022-06-13T17:08:31Z,40.15866,28.009
2022-06-13T17:10:31Z,35.27535,27.992
2022-06-13T17:12:31Z,31.59661,28
2022-06-13T17:14:31Z,27.02915,28
2022-06-13T17:16:31Z,23.88302,27.992
2022-06-13T17:18:31Z,20.04016,27.976
2022-06-13T17:20:31Z,17.16653,27.992
2022-06-13T17:22:31Z,15.13517,27.984
2022-06-13T17:24:31Z,12.73532,27.976
2022-06-13T17:26:31Z,10.49959,27.976
2022-06-13T17:28:31Z,8.86769,27.943
2022-06-13T17:30:31Z,6.83633,27.943
2022-06-13T17:32:31Z,5.38713,27.951
2022-06-13T17:34:31Z,4.10824,27.935
2022-06-13T17:36:31Z,3.11114,27.943
2022-06-13T17:38:31Z,2.35247,27.918
2022-06-13T17:40:31Z,1.84773,27.927
2022-06-13T17:42:31Z,1.39563,27.877
2022-06-13T17:44:31Z,0.90018,27.902
2022-06-13T17:46:31Z,0.71748,27.877
2022-06-13T17:48:31Z,0.44498,27.885
2022-06-13T17:50:31Z,0.19416,27.861
2022-06-13T17:52:31Z,0.14151,27.861
2022-06-13T17:54:31Z,0.05481,27.853
2022-06-13T17:56:31Z,-0.04118,27.844
2022-06-13T17:58:31Z,-0.02261,27.811
2022-06-13T18:00:31Z,0.05791,27.811
2022-06-13T18:02:31Z,0.08578,27.803
2022-06-13T18:04:31Z,-0.05357,27.803
2022-06-13T18:06:31Z,-0.00403,27.787
2022-06-13T18:08:31Z,-0.01951,27.803
2022-06-13T18:10:31Z,-0.1155,27.795
2022-06-13T18:12:31Z,-0.01951,27.787
2022-06-13T18:14:31Z,-0.05667,27.787
2022-06-13T18:16:31Z,0.02075,27.762
2022-06-13T18:18:31Z,-0.01641,27.762
2022-06-13T18:20:31Z,-0.0288,27.754
2022-06-13T18:22:31Z,-0.05667,27.762
2022-06-13T18:24:31Z,0.00526,27.754
2022-06-13T18:26:31Z,-0.03809,27.762
2022-06-13T18:28:31Z,-0.0288,27.762
2022-06-13T18:30:31Z,0.02075,27.762
2022-06-13T18:32:31Z,0.01146,27.746
2022-06-13T18:34:31Z,-0.06905,27.754
2022-06-13T18:36:31Z,0.00526,27.754
2022-06-13T18:38:31Z,-0.14647,27.746
2022-06-13T18:40:31Z,-0.05357,27.729
2022-06-13T18:42:31Z,-0.03809,27.746
2022-06-13T18:44:31Z,0.04862,27.729
2022-06-13T18:46:31Z,-0.04118,27.737
2022-06-13T18:48:31Z,-0.03189,27.737
2022-06-13T18:50:31Z,-0.03189,27.721
2022-06-13T18:52:31Z,-0.05357,27.713
2022-06-13T18:54:31Z,-0.02261,27.737
2022-06-13T18:56:31Z,-0.0288,27.737
2022-06-13T18:58:31Z,-0.0257,27.713
2022-06-13T19:00:31Z,-0.08144,27.729
2022-06-13T19:02:31Z,-0.04738,27.713
2022-06-13T19:04:31Z,-0.05667,27.704
2022-06-13T19:06:31Z,0.0672,27.696
2022-06-13T19:08:31Z,-0.03499,27.68
2022-06-13T19:10:31Z,0.03933,27.696
2022-06-13T19:12:31Z,-0.02261,27.672
2022-06-13T19:14:31Z,-0.03809,27.663
2022-06-13T19:16:31Z,-0.01641,27.655
2022-06-13T19:18:31Z,0.04242,27.647
2022-06-13T19:20:31Z,-0.0288,27.639
2022-06-13T19:22:31Z,0.02384,27.614
2022-06-13T19:24:31Z,-0.03809,27.622
2022-06-13T19:26:31Z,0.00836,27.597
2022-06-13T19:28:31Z,-0.06596,27.606
2022-06-13T19:30:31Z,-0.05047,27.589
2022-06-13T19:32:31Z,-0.03499,27.565
2022-06-13T19:34:31Z,0.01455,27.573
2022-06-13T19:36:31Z,0.02384,27.548
2022-06-13T19:38:31Z,-0.05357,27.54
2022-06-13T19:40:31Z,0.01765,27.532
2022-06-13T19:42:31Z,-0.00403,27.523
2022-06-13T19:44:31Z,0.0672,27.515
2022-06-13T19:46:31Z,-0.01332,27.507
2022-06-13T19:48:31Z,0.01146,27.499
2022-06-13T19:50:31Z,-0.06596,27.482
2022-06-13T19:52:31Z,-0.03499,27.474
2022-06-13T19:54:31Z,0.05791,27.449
2022-06-13T19:56:31Z,0.13222,27.433
2022-06-13T19:58:31Z,-0.05047,27.449
2022-06-13T20:00:31Z,0.08887,27.441
2022-06-13T20:02:31Z,0.00217,27.424
2022-06-13T20:04:31Z,-0.00093000000000000005,27.416
2022-06-13T20:06:31Z,-0.07525,27.408
2022-06-13T20:08:31Z,0.00217,27.416
2022-06-13T20:10:31Z,0.02075,27.4
2022-06-13T20:12:31Z,-0.03189,27.4
2022-06-13T20:14:31Z,-0.06596,27.359
2022-06-13T20:16:31Z,-0.01951,27.391
2022-06-13T20:18:31Z,0.00836,27.391
2022-06-13T20:20:31Z,-0.07215,27.367
2022-06-13T20:22:31Z,0.03004,27.383
2022-06-13T20:24:31Z,-0.05047,27.383
2022-06-13T20:26:31Z,0.05791,27.383
2022-06-13T20:28:31Z,-0.00093000000000000005,27.359
2022-06-13T20:30:31Z,-0.01022,27.375
2022-06-13T20:32:31Z,0.03004,27.383
2022-06-13T20:34:31Z,0.05481,27.367
2022-06-13T20:36:31Z,-0.04428,27.367
2022-06-13T20:38:31Z,0.02075,27.383
2022-06-13T20:40:31Z,-0.07215,27.383
2022-06-13T20:42:31Z,-0.03499,27.383
2022-06-13T20:44:31Z,-0.08454,27.375
2022-06-13T20:46:31Z,-0.05047,27.359
2022-06-13T20:48:31Z,-0.03499,27.359
2022-06-13T20:50:31Z,-0.04118,27.375
2022-06-13T20:52:31Z,0.08887,27.375
2022-06-13T20:54:31Z,-0.10312,27.383
2022-06-13T20:56:31Z,0.02384,27.391
2022-06-13T20:58:31Z,-0.08144,27.391
2022-06-13T21:00:31Z,-0.04118,27.408
2022-06-13T21:02:31Z,-0.10621,27.408
2022-06-13T21:04:31Z,0.01146,27.408
2022-06-13T21:06:31Z,-0.05357,27.416
2022-06-13T21:08:31Z,-0.0288,27.408
2022-06-13T21:10:31Z,-0.03189,27.424
2022-06-13T21:12:31Z,0.04552,27.433
2022-06-13T21:14:31Z,-0.04428,27.408
2022-06-13T21:16:31Z,-0.05047,27.424
2022-06-13T21:18:31Z,0.02384,27.433
2022-06-13T21:20:31Z,0.07029,27.408
2022-06-13T21:22:31Z,0.00217,27.424
2022-06-13T21:24:31Z,0.05171,27.416
2022-06-13T21:26:31Z,-0.06286,27.433
2022-06-13T21:28:31Z,-0.06286,27.441
2022-06-13T21:30:31Z,-0.00712,27.424
2022-06-13T21:32:31Z,-0.00403,27.441
2022-06-13T21:34:31Z,-0.00403,27.433
2022-06-13T21:36:31Z,0.00836,27.433
2022-06-13T21:38:31Z,0.03313,27.408
2022-06-13T21:40:31Z,-0.07215,27.408
2022-06-13T21:42:31Z,-0.01022,27.408
2022-06-13T21:44:31Z,0.04242,27.4
