date,TempInSitu,mV,pH,pH_Serial
2022-06-13T12:46:00Z,28.23,-94.75,8.14,pH_196
2022-06-13T12:48:00Z,28.26,-94.89,8.14,pH_196
2022-06-13T12:50:00Z,28.28,-94.77,8.14,pH_196
2022-06-13T12:52:00Z,28.28,-94.89,8.14,pH_196
2022-06-13T12:54:00Z,28.33,-95.11,8.14,pH_196
2022-06-13T12:56:00Z,28.38,-95.38,8.15,pH_196
2022-06-13T12:58:00Z,28.38,-95.13,8.14,pH_196
2022-06-13T13:00:00Z,28.41,-95.03,8.14,pH_196
2022-06-13T13:02:00Z,28.43,-95.19,8.14,pH_196
2022-06-13T13:04:00Z,28.46,-95.32,8.14,pH_196
2022-06-13T13:06:00Z,28.46,-95.1,8.14,pH_196
2022-06-13T13:08:00Z,28.48,-95.28,8.14,pH_196
2022-06-13T13:10:00Z,28.48,-95.33,8.14,pH_196
2022-06-13T13:12:00Z,28.48,-95.21,8.14,pH_196
2022-06-13T13:14:00Z,28.51,-95.55,8.15,pH_196
2022-06-13T13:16:00Z,28.51,-95.38,8.14,pH_196
2022-06-13T13:18:00Z,28.51,-95.28,8.14,pH_196
2022-06-13T13:20:00Z,28.46,-94.94,8.14,pH_196
2022-06-13T13:22:00Z,28.46,-95.11,8.14,pH_196
2022-06-13T13:24:00Z,28.43,-95.07,8.14,pH_196
2022-06-13T13:26:00Z,28.43,-95.16,8.14,pH_196
2022-06-13T13:28:00Z,28.41,-95.25,8.14,pH_196
2022-06-13T13:30:00Z,28.43,-95.47,8.15,pH_196
2022-06-13T13:32:00Z,28.43,-95.25,8.14,pH_196
2022-06-13T13:34:00Z,28.46,-95.71,8.15,pH_196
2022-06-13T13:36:00Z,28.46,-95.52,8.15,pH_196
2022-06-13T13:38:00Z,28.43,-95.46,8.15,pH_196
2022-06-13T13:40:00Z,28.43,-95.64,8.15,pH_196
2022-06-13T13:42:00Z,28.43,-95.41,8.15,pH_196
2022-06-13T13:44:00Z,28.46,-96.11,8.16,pH_196
