"Plot Title: CT_332_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739332, SEN S/N: 20739332)","Temp, °F (LGR S/N: 20739332, SEN S/N: 20739332)"
1,03/23/22 08:20:00 AM,0.0,82.26
2,03/23/22 08:40:00 AM,0.0,82.94
3,03/23/22 09:00:00 AM,41434.3,84.09
4,03/23/22 09:20:00 AM,41730.8,85.14
5,03/23/22 09:40:00 AM,298.5,86.99
6,03/23/22 10:00:00 AM,2027.2,89.44
7,03/23/22 10:20:00 AM,768.7,89.87
8,03/23/22 10:40:00 AM,17052.3,85.82
9,03/23/22 11:00:00 AM,41735.4,85.15
10,03/23/22 11:20:00 AM,41712.8,85.24
11,03/23/22 11:40:00 AM,41726.3,85.48
12,03/23/22 12:00:00 PM,41744.4,85.62
13,03/23/22 12:20:00 PM,41830.5,85.89
14,03/23/22 12:40:00 PM,41853.2,86.09
15,03/23/22 01:00:00 PM,41830.5,86.11
16,03/23/22 01:20:00 PM,41875.9,86.25
17,03/23/22 01:40:00 PM,41912.3,86.52
18,03/23/22 02:00:00 PM,41935.1,86.61
19,03/23/22 02:20:00 PM,41930.5,86.68
20,03/23/22 02:40:00 PM,41930.5,86.86
21,03/23/22 03:00:00 PM,41985.2,86.95
22,03/23/22 03:20:00 PM,42017.2,87.04
23,03/23/22 03:40:00 PM,42035.5,87.21
24,03/23/22 04:00:00 PM,42040.1,87.31
25,03/23/22 04:20:00 PM,42072.1,87.31
26,03/23/22 04:40:00 PM,42067.6,87.26
27,03/23/22 05:00:00 PM,42049.2,87.22
28,03/23/22 05:20:00 PM,42053.8,87.15
29,03/23/22 05:40:00 PM,42095.1,87.06
30,03/23/22 06:00:00 PM,42012.7,86.97
31,03/23/22 06:20:00 PM,41985.2,86.83
32,03/23/22 06:40:00 PM,41948.7,86.72
33,03/23/22 07:00:00 PM,41985.2,86.68
34,03/23/22 07:20:00 PM,41930.5,86.59
35,03/23/22 07:40:00 PM,41971.5,86.52
36,03/23/22 08:00:00 PM,41885.0,86.47
37,03/23/22 08:20:00 PM,41894.1,86.41
38,03/23/22 08:40:00 PM,41871.4,86.34
39,03/23/22 09:00:00 PM,41898.6,86.29
40,03/23/22 09:20:00 PM,41798.7,86.25
41,03/23/22 09:40:00 PM,41853.2,86.16
42,03/23/22 10:00:00 PM,41871.4,86.11
43,03/23/22 10:20:00 PM,41807.8,86.07
44,03/23/22 10:40:00 PM,41844.1,86.02
45,03/23/22 11:00:00 PM,41812.3,86.00
46,03/23/22 11:20:00 PM,41812.3,85.95
47,03/23/22 11:40:00 PM,41785.1,85.91
48,03/24/22 12:00:00 AM,41807.8,85.84
49,03/24/22 12:20:00 AM,41753.5,85.80
50,03/24/22 12:40:00 AM,41744.4,85.73
51,03/24/22 01:00:00 AM,41776.1,85.68
52,03/24/22 01:20:00 AM,41758.0,85.57
53,03/24/22 01:40:00 AM,41730.8,85.48
54,03/24/22 02:00:00 AM,41735.4,85.39
55,03/24/22 02:20:00 AM,41649.6,85.33
56,03/24/22 02:40:00 AM,41613.6,85.28
57,03/24/22 03:00:00 AM,41604.6,85.21
58,03/24/22 03:20:00 AM,41649.6,85.15
59,03/24/22 03:40:00 AM,41654.1,85.06
60,03/24/22 04:00:00 AM,41568.7,84.97
61,03/24/22 04:20:00 AM,41595.6,84.88
62,03/24/22 04:40:00 AM,41564.2,84.83
63,03/24/22 05:00:00 AM,41532.8,84.74
64,03/24/22 05:20:00 AM,41483.5,84.61
65,03/24/22 05:40:00 AM,41488.0,84.58
66,03/24/22 06:00:00 AM,41488.0,84.52
67,03/24/22 06:20:00 AM,41456.6,84.49
68,03/24/22 06:40:00 AM,41465.6,84.43
69,03/24/22 07:00:00 AM,41434.3,84.40
70,03/24/22 07:20:00 AM,41412.0,84.42
71,03/24/22 07:40:00 AM,41447.7,84.42
72,03/24/22 08:00:00 AM,41429.8,84.42
73,03/24/22 08:20:00 AM,41407.5,84.42
74,03/24/22 08:40:00 AM,41362.9,84.45
75,03/24/22 09:00:00 AM,41429.8,84.58
76,03/24/22 09:20:00 AM,41425.4,84.60
77,03/24/22 09:40:00 AM,41474.5,84.69
78,03/24/22 10:00:00 AM,41514.8,84.94
79,03/24/22 10:20:00 AM,41573.1,85.19
80,03/24/22 10:40:00 AM,41577.6,85.46
81,03/24/22 11:00:00 AM,41649.6,85.71
82,03/24/22 11:20:00 AM,41663.1,85.80
83,03/24/22 11:40:00 AM,41758.0,85.86
84,03/24/22 12:00:00 PM,41690.2,85.93
85,03/24/22 12:20:00 PM,41726.3,85.98
86,03/24/22 12:40:00 PM,41703.7,86.07
87,03/24/22 01:00:00 PM,41794.2,86.36
88,03/24/22 01:20:00 PM,41898.6,86.65
89,03/24/22 01:40:00 PM,41907.7,86.81
90,03/24/22 02:00:00 PM,41916.8,87.06
91,03/24/22 02:20:00 PM,42012.7,87.30
92,03/24/22 02:40:00 PM,42040.1,87.40
93,03/24/22 03:00:00 PM,42072.1,87.62
94,03/24/22 03:20:00 PM,42085.9,87.76
95,03/24/22 03:40:00 PM,42150.1,87.78
96,03/24/22 04:00:00 PM,42233.0,87.91
97,03/24/22 04:20:00 PM,42196.1,87.94
98,03/24/22 04:40:00 PM,42214.6,87.93
99,03/24/22 05:00:00 PM,42186.9,87.93
100,03/24/22 05:20:00 PM,42191.5,87.85
101,03/24/22 05:40:00 PM,42159.3,87.75
102,03/24/22 06:00:00 PM,42177.7,87.62
103,03/24/22 06:20:00 PM,42150.1,87.57
104,03/24/22 06:40:00 PM,42085.9,87.48
105,03/24/22 07:00:00 PM,42108.8,87.39
106,03/24/22 07:20:00 PM,42090.5,87.33
107,03/24/22 07:40:00 PM,42035.5,87.22
108,03/24/22 08:00:00 PM,42076.7,87.15
109,03/24/22 08:20:00 PM,42053.8,87.06
110,03/24/22 08:40:00 PM,42008.1,86.95
111,03/24/22 09:00:00 PM,42017.2,86.83
112,03/24/22 09:20:00 PM,42012.7,86.77
113,03/24/22 09:40:00 PM,41916.8,86.65
114,03/24/22 10:00:00 PM,41912.3,86.59
115,03/24/22 10:20:00 PM,41912.3,86.50
116,03/24/22 10:40:00 PM,41898.6,86.38
117,03/24/22 11:00:00 PM,41866.8,86.32
118,03/24/22 11:20:00 PM,41857.7,86.16
119,03/24/22 11:40:00 PM,41812.3,86.02
120,03/25/22 12:00:00 AM,41798.7,85.86
121,03/25/22 12:20:00 AM,41735.4,85.71
122,03/25/22 12:40:00 AM,41776.1,85.57
123,03/25/22 01:00:00 AM,41712.8,85.46
124,03/25/22 01:20:00 AM,41667.6,85.32
125,03/25/22 01:40:00 AM,41649.6,85.15
126,03/25/22 02:00:00 AM,41595.6,85.05
127,03/25/22 02:20:00 AM,41591.1,84.94
128,03/25/22 02:40:00 AM,41573.1,84.79
129,03/25/22 03:00:00 AM,41514.8,84.67
130,03/25/22 03:20:00 AM,41496.9,84.61
131,03/25/22 03:40:00 AM,41474.5,84.51
132,03/25/22 04:00:00 AM,41470.1,84.45
133,03/25/22 04:20:00 AM,41465.6,84.40
134,03/25/22 04:40:00 AM,41452.2,84.27
135,03/25/22 05:00:00 AM,41367.4,84.15
136,03/25/22 05:20:00 AM,41371.8,84.07
137,03/25/22 05:40:00 AM,41318.4,83.98
138,03/25/22 06:00:00 AM,41349.6,83.91
139,03/25/22 06:20:00 AM,41309.6,83.88
140,03/25/22 06:40:00 AM,41349.6,83.82
141,03/25/22 07:00:00 AM,41345.1,83.84
142,03/25/22 07:20:00 AM,41336.2,83.82
143,03/25/22 07:40:00 AM,41269.6,83.82
144,03/25/22 08:00:00 AM,41305.1,83.82
145,03/25/22 08:20:00 AM,41309.6,83.95
146,03/25/22 08:40:00 AM,41389.7,84.16
147,03/25/22 09:00:00 AM,41429.8,84.34
148,03/25/22 09:20:00 AM,41470.1,84.60
149,03/25/22 09:40:00 AM,41496.9,84.83
150,03/25/22 10:00:00 AM,41591.1,85.05
151,03/25/22 10:20:00 AM,41595.6,85.33
152,03/25/22 10:40:00 AM,41726.3,85.66
153,03/25/22 11:00:00 AM,41753.5,85.89
154,03/25/22 11:20:00 AM,41825.9,86.13
155,03/25/22 11:40:00 AM,41812.3,86.36
156,03/25/22 12:00:00 PM,41907.7,86.59
157,03/25/22 12:20:00 PM,41907.7,86.77
158,03/25/22 12:40:00 PM,41976.1,86.92
159,03/25/22 01:00:00 PM,42035.5,87.17
160,03/25/22 01:20:00 PM,42085.9,87.35
161,03/25/22 01:40:00 PM,42127.2,87.60
162,03/25/22 02:00:00 PM,42136.4,87.76
163,03/25/22 02:20:00 PM,42177.7,87.87
164,03/25/22 02:40:00 PM,42288.4,88.03
165,03/25/22 03:00:00 PM,42228.4,88.09
166,03/25/22 03:20:00 PM,42233.0,88.03
167,03/25/22 03:40:00 PM,42251.4,88.05
168,03/25/22 04:00:00 PM,42251.4,88.03
169,03/25/22 04:20:00 PM,42168.5,87.84
170,03/25/22 04:40:00 PM,42154.7,87.82
171,03/25/22 05:00:00 PM,42141.0,87.75
172,03/25/22 05:20:00 PM,42141.0,87.67
173,03/25/22 05:40:00 PM,42099.6,87.66
174,03/25/22 06:00:00 PM,42067.6,87.49
175,03/25/22 06:20:00 PM,42072.1,87.39
176,03/25/22 06:40:00 PM,42058.4,87.26
177,03/25/22 07:00:00 PM,41998.9,87.13
178,03/25/22 07:20:00 PM,42026.4,87.03
179,03/25/22 07:40:00 PM,41944.2,86.90
180,03/25/22 08:00:00 PM,41885.0,86.72
181,03/25/22 08:20:00 PM,41916.8,86.61
182,03/25/22 08:40:00 PM,41835.0,86.47
183,03/25/22 09:00:00 PM,41798.7,86.29
184,03/25/22 09:20:00 PM,41771.6,86.11
185,03/25/22 09:40:00 PM,41730.8,85.86
186,03/25/22 10:00:00 PM,41703.7,85.82
187,03/25/22 10:20:00 PM,41636.1,85.55
188,03/25/22 10:40:00 PM,41676.7,85.53
189,03/25/22 11:00:00 PM,41631.6,85.42
190,03/25/22 11:20:00 PM,41631.6,85.37
191,03/25/22 11:40:00 PM,41555.2,85.24
192,03/26/22 12:00:00 AM,41465.6,85.14
193,03/26/22 12:20:00 AM,41510.3,85.01
194,03/26/22 12:40:00 AM,41523.8,84.92
195,03/26/22 01:00:00 AM,41514.8,84.88
196,03/26/22 01:20:00 AM,41470.1,84.83
197,03/26/22 01:40:00 AM,41474.5,84.76
198,03/26/22 02:00:00 AM,41452.2,84.63
199,03/26/22 02:20:00 AM,41385.2,84.54
200,03/26/22 02:40:00 AM,41376.3,84.45
201,03/26/22 03:00:00 AM,41403.1,84.42
202,03/26/22 03:20:00 AM,41389.7,84.34
203,03/26/22 03:40:00 AM,41358.5,84.24
204,03/26/22 04:00:00 AM,41314.0,84.22
205,03/26/22 04:20:00 AM,41345.1,84.15
206,03/26/22 04:40:00 AM,41318.4,84.09
207,03/26/22 05:00:00 AM,41287.3,84.04
208,03/26/22 05:20:00 AM,41287.3,84.00
209,03/26/22 05:40:00 AM,41291.8,83.95
210,03/26/22 06:00:00 AM,41296.2,83.91
211,03/26/22 06:20:00 AM,41269.6,83.84
212,03/26/22 06:40:00 AM,41274.0,83.84
213,03/26/22 07:00:00 AM,41185.4,83.82
214,03/26/22 07:20:00 AM,41247.4,83.89
215,03/26/22 07:40:00 AM,41247.4,83.95
216,03/26/22 08:00:00 AM,41309.6,84.13
217,03/26/22 08:20:00 AM,41349.6,84.31
218,03/26/22 08:40:00 AM,41371.8,84.51
219,03/26/22 09:00:00 AM,41434.3,84.74
220,03/26/22 09:20:00 AM,41496.9,84.97
221,03/26/22 09:40:00 AM,41555.2,85.24
222,03/26/22 10:00:00 AM,41577.6,85.55
223,03/26/22 10:20:00 AM,41672.2,85.84
224,03/26/22 10:40:00 AM,41726.3,86.00
225,03/26/22 11:00:00 AM,41690.2,86.04
226,03/26/22 11:20:00 AM,41708.3,86.11
227,03/26/22 11:40:00 AM,41694.7,86.16
228,03/26/22 12:00:00 PM,41744.4,86.25
229,03/26/22 12:20:00 PM,41712.8,86.23
230,03/26/22 12:40:00 PM,41794.2,86.45
231,03/26/22 01:00:00 PM,41844.1,86.65
232,03/26/22 01:20:00 PM,41857.7,86.81
233,03/26/22 01:40:00 PM,41894.1,86.92
234,03/26/22 02:00:00 PM,41971.5,87.17
235,03/26/22 02:20:00 PM,42030.9,87.39
236,03/26/22 02:40:00 PM,42026.4,87.51
237,03/26/22 03:00:00 PM,42026.4,87.51
238,03/26/22 03:20:00 PM,41994.4,87.51
239,03/26/22 03:40:00 PM,42053.8,87.60
240,03/26/22 04:00:00 PM,42030.9,87.60
241,03/26/22 04:20:00 PM,42058.4,87.57
242,03/26/22 04:40:00 PM,41971.5,87.60
243,03/26/22 05:00:00 PM,41971.5,87.53
244,03/26/22 05:20:00 PM,41830.5,87.39
245,03/26/22 05:40:00 PM,41744.4,87.21
246,03/26/22 06:00:00 PM,41676.7,87.03
247,03/26/22 06:20:00 PM,41470.1,86.92
248,03/26/22 06:40:00 PM,41465.6,86.81
249,03/26/22 07:00:00 PM,41447.7,86.72
250,03/26/22 07:20:00 PM,41447.7,86.65
251,03/26/22 07:40:00 PM,41429.8,86.59
252,03/26/22 08:00:00 PM,41447.7,86.54
253,03/26/22 08:20:00 PM,41492.4,86.50
254,03/26/22 08:40:00 PM,41452.2,86.43
255,03/26/22 09:00:00 PM,41528.3,86.41
256,03/26/22 09:20:00 PM,41577.6,86.34
257,03/26/22 09:40:00 PM,41613.6,86.29
258,03/26/22 10:00:00 PM,41595.6,86.20
259,03/26/22 10:20:00 PM,41604.6,86.16
260,03/26/22 10:40:00 PM,41586.6,86.11
261,03/26/22 11:00:00 PM,41532.8,86.07
262,03/26/22 11:20:00 PM,41523.8,86.02
263,03/26/22 11:40:00 PM,41537.2,85.95
264,03/27/22 12:00:00 AM,41496.9,85.89
265,03/27/22 12:20:00 AM,41528.3,85.80
266,03/27/22 12:40:00 AM,41483.5,85.73
267,03/27/22 01:00:00 AM,41470.1,85.68
268,03/27/22 01:20:00 AM,41470.1,85.64
269,03/27/22 01:40:00 AM,41483.5,85.57
270,03/27/22 02:00:00 AM,41505.9,85.55
271,03/27/22 02:20:00 AM,41474.5,85.48
272,03/27/22 02:40:00 AM,41456.6,85.39
273,03/27/22 03:00:00 AM,41434.3,85.32
274,03/27/22 03:20:00 AM,41367.4,85.23
275,03/27/22 03:40:00 AM,41412.0,85.12
276,03/27/22 04:00:00 AM,41322.9,85.05
277,03/27/22 04:20:00 AM,41287.3,84.87
278,03/27/22 04:40:00 AM,41305.1,84.83
279,03/27/22 05:00:00 AM,41309.6,84.78
280,03/27/22 05:20:00 AM,41256.3,84.69
281,03/27/22 05:40:00 AM,41207.5,84.63
282,03/27/22 06:00:00 AM,41216.4,84.60
283,03/27/22 06:20:00 AM,41172.2,84.52
284,03/27/22 06:40:00 AM,41150.1,84.49
285,03/27/22 07:00:00 AM,41128.0,84.45
286,03/27/22 07:20:00 AM,41176.6,84.43
287,03/27/22 07:40:00 AM,41194.3,84.52
288,03/27/22 08:00:00 AM,41145.7,84.67
289,03/27/22 08:20:00 AM,41243.0,84.85
290,03/27/22 08:40:00 AM,41243.0,85.03
291,03/27/22 09:00:00 AM,41296.2,85.21
292,03/27/22 09:20:00 AM,41331.8,85.42
293,03/27/22 09:40:00 AM,41429.8,85.75
294,03/27/22 10:00:00 AM,41470.1,85.89
295,03/27/22 10:20:00 AM,41483.5,85.93
296,03/27/22 10:40:00 AM,41492.4,86.02
297,03/27/22 11:00:00 AM,41532.8,86.11
298,03/27/22 11:20:00 AM,41546.2,86.36
299,03/27/22 11:40:00 AM,41586.6,86.41
300,03/27/22 12:00:00 PM,41663.1,86.61
301,03/27/22 12:20:00 PM,41667.6,86.74
302,03/27/22 12:40:00 PM,41676.7,86.88
303,03/27/22 01:00:00 PM,41771.6,87.13
304,03/27/22 01:20:00 PM,41912.3,87.40
305,03/27/22 01:40:00 PM,41916.8,87.67
306,03/27/22 02:00:00 PM,42017.2,88.00
307,03/27/22 02:20:00 PM,42113.4,88.18
308,03/27/22 02:40:00 PM,42131.8,88.29
309,03/27/22 03:00:00 PM,42127.2,88.23
310,03/27/22 03:20:00 PM,1293.8,87.53
311,03/27/22 03:40:00 PM,41916.8,87.82
312,03/27/22 04:00:00 PM,42076.7,88.63
313,03/27/22 04:20:00 PM,42219.2,89.01
314,03/27/22 04:40:00 PM,42154.7,89.10
315,03/27/22 05:00:00 PM,1209.7,82.83
316,03/27/22 05:20:00 PM,712.1,81.23
317,03/27/22 05:40:00 PM,405.2,80.87
318,03/27/22 06:00:00 PM,358.5,80.80
319,03/27/22 06:20:00 PM,325.1,80.31
320,03/27/22 06:40:00 PM,268.2,79.23
321,03/27/22 07:00:00 PM,188.7,77.83
322,03/27/22 07:20:00 PM,201.0,77.76
323,03/27/22 07:40:00 PM,172.4,77.13
324,03/27/22 08:00:00 PM,162.6,76.78
325,03/27/22 08:20:00 PM,163.7,77.65
