"Plot Title: CT_347_Varari"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20739347, SEN S/N: 20739347)","Temp, °F (LGR S/N: 20739347, SEN S/N: 20739347)"
1,03/23/22 08:00:00 AM,0.0,92.53
2,03/23/22 08:20:00 AM,0.0,95.34
3,03/23/22 08:40:00 AM,0.0,96.67
4,03/23/22 09:00:00 AM,25888.8,96.15
5,03/23/22 09:20:00 AM,376.0,97.30
6,03/23/22 09:40:00 AM,4198.9,103.84
7,03/23/22 10:00:00 AM,25986.5,98.01
8,03/23/22 10:20:00 AM,26005.4,97.21
9,03/23/22 10:40:00 AM,25872.0,96.91
10,03/23/22 11:00:00 AM,25853.2,96.94
11,03/23/22 11:20:00 AM,25853.2,97.02
12,03/23/22 11:40:00 AM,25843.9,97.25
13,03/23/22 12:00:00 PM,25843.9,97.41
14,03/23/22 12:20:00 PM,25834.5,97.66
15,03/23/22 12:40:00 PM,25847.6,97.90
16,03/23/22 01:00:00 PM,25840.2,97.92
17,03/23/22 01:20:00 PM,25847.6,98.11
18,03/23/22 01:40:00 PM,25849.5,98.33
19,03/23/22 02:00:00 PM,25860.7,98.40
20,03/23/22 02:20:00 PM,25855.1,98.62
21,03/23/22 02:40:00 PM,25881.3,98.76
22,03/23/22 03:00:00 PM,25896.3,98.82
23,03/23/22 03:20:00 PM,25898.2,98.92
24,03/23/22 03:40:00 PM,25911.3,99.10
25,03/23/22 04:00:00 PM,25896.3,99.16
26,03/23/22 04:20:00 PM,25900.1,99.23
27,03/23/22 04:40:00 PM,25885.1,99.16
28,03/23/22 05:00:00 PM,25875.7,99.10
29,03/23/22 05:20:00 PM,25870.1,99.05
30,03/23/22 05:40:00 PM,25858.9,98.94
31,03/23/22 06:00:00 PM,25840.2,98.82
32,03/23/22 06:20:00 PM,25828.9,98.71
33,03/23/22 06:40:00 PM,25791.6,98.55
34,03/23/22 07:00:00 PM,25780.4,98.44
35,03/23/22 07:20:00 PM,25746.9,98.37
36,03/23/22 07:40:00 PM,25750.7,98.28
37,03/23/22 08:00:00 PM,25737.6,98.22
38,03/23/22 08:20:00 PM,25735.8,98.13
39,03/23/22 08:40:00 PM,25717.2,98.06
40,03/23/22 09:00:00 PM,25706.1,98.02
41,03/23/22 09:20:00 PM,25680.1,97.95
42,03/23/22 09:40:00 PM,25669.0,97.90
43,03/23/22 10:00:00 PM,25674.5,97.83
44,03/23/22 10:20:00 PM,25670.8,97.75
45,03/23/22 10:40:00 PM,25661.6,97.72
46,03/23/22 11:00:00 PM,25643.1,97.70
47,03/23/22 11:20:00 PM,25644.9,97.65
48,03/23/22 11:40:00 PM,25635.7,97.63
49,03/24/22 12:00:00 AM,25620.9,97.56
50,03/24/22 12:20:00 AM,25619.1,97.54
51,03/24/22 12:40:00 AM,25615.4,97.47
52,03/24/22 01:00:00 AM,25608.0,97.43
53,03/24/22 01:20:00 AM,25602.4,97.36
54,03/24/22 01:40:00 AM,25567.4,97.30
55,03/24/22 02:00:00 AM,25596.9,97.23
56,03/24/22 02:20:00 AM,25585.8,97.14
57,03/24/22 02:40:00 AM,25585.8,97.07
58,03/24/22 03:00:00 AM,25582.2,97.03
59,03/24/22 03:20:00 AM,25567.4,96.96
60,03/24/22 03:40:00 AM,25567.4,96.91
61,03/24/22 04:00:00 AM,25576.6,96.82
62,03/24/22 04:20:00 AM,25582.2,96.75
63,03/24/22 04:40:00 AM,25563.7,96.66
64,03/24/22 05:00:00 AM,25556.4,96.57
65,03/24/22 05:20:00 AM,25558.2,96.51
66,03/24/22 05:40:00 AM,25558.2,96.42
67,03/24/22 06:00:00 AM,25558.2,96.35
68,03/24/22 06:20:00 AM,25534.3,96.28
69,03/24/22 06:40:00 AM,25528.8,96.21
70,03/24/22 07:00:00 AM,25497.6,96.17
71,03/24/22 07:20:00 AM,25457.2,96.17
72,03/24/22 07:40:00 AM,25415.2,96.15
73,03/24/22 08:00:00 AM,25389.6,96.17
74,03/24/22 08:20:00 AM,25358.6,96.17
75,03/24/22 08:40:00 AM,25351.3,96.22
76,03/24/22 09:00:00 AM,25335.0,96.40
77,03/24/22 09:20:00 AM,25342.2,96.42
78,03/24/22 09:40:00 AM,25331.3,96.51
79,03/24/22 10:00:00 AM,25338.6,96.80
80,03/24/22 10:20:00 AM,25355.0,97.12
81,03/24/22 10:40:00 AM,25382.3,97.38
82,03/24/22 11:00:00 AM,25396.9,97.72
83,03/24/22 11:20:00 AM,25409.7,97.84
84,03/24/22 11:40:00 AM,25420.6,97.92
85,03/24/22 12:00:00 PM,25442.6,97.93
86,03/24/22 12:20:00 PM,25449.9,98.08
87,03/24/22 12:40:00 PM,25457.2,98.15
88,03/24/22 01:00:00 PM,25479.2,98.47
89,03/24/22 01:20:00 PM,25514.1,98.80
90,03/24/22 01:40:00 PM,25517.7,99.07
91,03/24/22 02:00:00 PM,25547.2,99.23
92,03/24/22 02:20:00 PM,25554.5,99.46
93,03/24/22 02:40:00 PM,25576.6,99.54
94,03/24/22 03:00:00 PM,25578.5,99.70
95,03/24/22 03:20:00 PM,25585.8,99.82
96,03/24/22 03:40:00 PM,25595.1,99.93
97,03/24/22 04:00:00 PM,25606.1,99.93
98,03/24/22 04:20:00 PM,25600.6,100.02
99,03/24/22 04:40:00 PM,25609.8,100.02
100,03/24/22 05:00:00 PM,25598.8,99.93
101,03/24/22 05:20:00 PM,25600.6,99.84
102,03/24/22 05:40:00 PM,25589.5,99.73
103,03/24/22 06:00:00 PM,25576.6,99.63
104,03/24/22 06:20:00 PM,25558.2,99.54
105,03/24/22 06:40:00 PM,25574.8,99.43
106,03/24/22 07:00:00 PM,25556.4,99.34
107,03/24/22 07:20:00 PM,25532.5,99.25
108,03/24/22 07:40:00 PM,25552.7,99.16
109,03/24/22 08:00:00 PM,25530.6,99.10
110,03/24/22 08:20:00 PM,25534.3,99.00
111,03/24/22 08:40:00 PM,25532.5,98.87
112,03/24/22 09:00:00 PM,25536.1,98.76
113,03/24/22 09:20:00 PM,25517.7,98.65
114,03/24/22 09:40:00 PM,25525.1,98.56
115,03/24/22 10:00:00 PM,25517.7,98.46
116,03/24/22 10:20:00 PM,25525.1,98.37
117,03/24/22 10:40:00 PM,25523.3,98.31
118,03/24/22 11:00:00 PM,25526.9,98.22
119,03/24/22 11:20:00 PM,25543.5,98.11
120,03/24/22 11:40:00 PM,25514.1,97.95
121,03/25/22 12:00:00 AM,25526.9,97.84
122,03/25/22 12:20:00 AM,25517.7,97.70
123,03/25/22 12:40:00 AM,25519.6,97.56
124,03/25/22 01:00:00 AM,25503.1,97.41
125,03/25/22 01:20:00 AM,25508.6,97.27
126,03/25/22 01:40:00 AM,25490.2,97.12
127,03/25/22 02:00:00 AM,25493.9,96.96
128,03/25/22 02:20:00 AM,25508.6,96.85
129,03/25/22 02:40:00 AM,25482.9,96.76
130,03/25/22 03:00:00 AM,25486.5,96.64
131,03/25/22 03:20:00 AM,25479.2,96.51
132,03/25/22 03:40:00 AM,25479.2,96.44
133,03/25/22 04:00:00 AM,25475.5,96.35
134,03/25/22 04:20:00 AM,25477.4,96.28
135,03/25/22 04:40:00 AM,25466.4,96.22
136,03/25/22 05:00:00 AM,25475.5,96.08
137,03/25/22 05:20:00 AM,25459.1,96.01
138,03/25/22 05:40:00 AM,25462.7,95.92
139,03/25/22 06:00:00 AM,25482.9,95.85
140,03/25/22 06:20:00 AM,25475.5,95.77
141,03/25/22 06:40:00 AM,25475.5,95.76
142,03/25/22 07:00:00 AM,25428.0,95.74
143,03/25/22 07:20:00 AM,25378.7,95.74
144,03/25/22 07:40:00 AM,25340.4,95.76
145,03/25/22 08:00:00 AM,25285.9,95.74
146,03/25/22 08:20:00 AM,25269.6,95.85
147,03/25/22 08:40:00 AM,25251.5,96.12
148,03/25/22 09:00:00 AM,25251.5,96.31
149,03/25/22 09:20:00 AM,25260.5,96.51
150,03/25/22 09:40:00 AM,25271.4,96.80
151,03/25/22 10:00:00 AM,25273.2,97.03
152,03/25/22 10:20:00 AM,25285.9,97.41
153,03/25/22 10:40:00 AM,25305.9,97.74
154,03/25/22 11:00:00 AM,25315.0,97.95
155,03/25/22 11:20:00 AM,25340.4,98.22
156,03/25/22 11:40:00 AM,25355.0,98.55
157,03/25/22 12:00:00 PM,25367.7,98.85
158,03/25/22 12:20:00 PM,25393.3,99.03
159,03/25/22 12:40:00 PM,25422.5,99.18
160,03/25/22 01:00:00 PM,25422.5,99.45
161,03/25/22 01:20:00 PM,25440.8,99.63
162,03/25/22 01:40:00 PM,25459.1,99.93
163,03/25/22 02:00:00 PM,25479.2,100.22
164,03/25/22 02:20:00 PM,25492.1,100.40
165,03/25/22 02:40:00 PM,25508.6,100.51
166,03/25/22 03:00:00 PM,25517.7,100.54
167,03/25/22 03:20:00 PM,25510.4,100.27
168,03/25/22 03:40:00 PM,25514.1,100.36
169,03/25/22 04:00:00 PM,25530.6,100.42
170,03/25/22 04:20:00 PM,25512.2,100.17
171,03/25/22 04:40:00 PM,25492.1,100.13
172,03/25/22 05:00:00 PM,25497.6,100.04
173,03/25/22 05:20:00 PM,25486.5,99.90
174,03/25/22 05:40:00 PM,25490.2,99.81
175,03/25/22 06:00:00 PM,25466.4,99.70
176,03/25/22 06:20:00 PM,25473.7,99.55
177,03/25/22 06:40:00 PM,25470.1,99.41
178,03/25/22 07:00:00 PM,25473.7,99.27
179,03/25/22 07:20:00 PM,25468.2,99.18
180,03/25/22 07:40:00 PM,25444.4,99.03
181,03/25/22 08:00:00 PM,25459.1,98.91
182,03/25/22 08:20:00 PM,25451.7,98.74
183,03/25/22 08:40:00 PM,25455.4,98.62
184,03/25/22 09:00:00 PM,25446.2,98.44
185,03/25/22 09:20:00 PM,25446.2,98.28
186,03/25/22 09:40:00 PM,25448.1,98.11
187,03/25/22 10:00:00 PM,25444.4,97.97
188,03/25/22 10:20:00 PM,25442.6,97.83
189,03/25/22 10:40:00 PM,25446.2,97.75
190,03/25/22 11:00:00 PM,25449.9,97.65
191,03/25/22 11:20:00 PM,25451.7,97.57
192,03/25/22 11:40:00 PM,25453.6,97.45
193,03/26/22 12:00:00 AM,25446.2,97.30
194,03/26/22 12:20:00 AM,25433.4,97.18
195,03/26/22 12:40:00 AM,25440.8,97.05
196,03/26/22 01:00:00 AM,25440.8,96.98
197,03/26/22 01:20:00 AM,25457.2,96.91
198,03/26/22 01:40:00 AM,25438.9,96.80
199,03/26/22 02:00:00 AM,25437.1,96.66
200,03/26/22 02:20:00 AM,25435.3,96.55
201,03/26/22 02:40:00 AM,25464.6,96.48
202,03/26/22 03:00:00 AM,25438.9,96.37
203,03/26/22 03:20:00 AM,25438.9,96.31
204,03/26/22 03:40:00 AM,25440.8,96.24
205,03/26/22 04:00:00 AM,25442.6,96.17
206,03/26/22 04:20:00 AM,25435.3,96.12
207,03/26/22 04:40:00 AM,25435.3,96.04
208,03/26/22 05:00:00 AM,25435.3,96.01
209,03/26/22 05:20:00 AM,25386.0,95.94
210,03/26/22 05:40:00 AM,25429.8,95.85
211,03/26/22 06:00:00 AM,25442.6,95.83
212,03/26/22 06:20:00 AM,25438.9,95.77
213,03/26/22 06:40:00 AM,25429.8,95.74
214,03/26/22 07:00:00 AM,25404.2,95.72
215,03/26/22 07:20:00 AM,25355.0,95.77
216,03/26/22 07:40:00 AM,25318.6,95.86
217,03/26/22 08:00:00 AM,25285.9,96.01
218,03/26/22 08:20:00 AM,25276.8,96.24
219,03/26/22 08:40:00 AM,25256.9,96.42
220,03/26/22 09:00:00 AM,25275.0,96.73
221,03/26/22 09:20:00 AM,25264.2,96.96
222,03/26/22 09:40:00 AM,25264.2,97.25
223,03/26/22 10:00:00 AM,25275.0,97.61
224,03/26/22 10:20:00 AM,25284.1,97.90
225,03/26/22 10:40:00 AM,25295.0,98.15
226,03/26/22 11:00:00 AM,25329.5,98.22
227,03/26/22 11:20:00 AM,25345.9,98.28
228,03/26/22 11:40:00 AM,25358.6,98.33
229,03/26/22 12:00:00 PM,25351.3,98.47
230,03/26/22 12:20:00 PM,25364.1,98.46
231,03/26/22 12:40:00 PM,25371.4,98.71
232,03/26/22 01:00:00 PM,25387.8,99.00
233,03/26/22 01:20:00 PM,25396.9,99.25
234,03/26/22 01:40:00 PM,25396.9,99.32
235,03/26/22 02:00:00 PM,25420.6,99.57
236,03/26/22 02:20:00 PM,25428.0,99.75
237,03/26/22 02:40:00 PM,25420.6,99.90
238,03/26/22 03:00:00 PM,25460.9,99.93
239,03/26/22 03:20:00 PM,25438.9,99.84
240,03/26/22 03:40:00 PM,25453.6,99.91
241,03/26/22 04:00:00 PM,25435.3,99.95
242,03/26/22 04:20:00 PM,25453.6,99.86
243,03/26/22 04:40:00 PM,25453.6,99.91
244,03/26/22 05:00:00 PM,25453.6,99.82
245,03/26/22 05:20:00 PM,25413.3,99.61
246,03/26/22 05:40:00 PM,25386.0,99.37
247,03/26/22 06:00:00 PM,25369.6,99.12
248,03/26/22 06:20:00 PM,25360.4,99.01
249,03/26/22 06:40:00 PM,25362.3,98.94
250,03/26/22 07:00:00 PM,25360.4,98.83
251,03/26/22 07:20:00 PM,25349.5,98.74
252,03/26/22 07:40:00 PM,25335.0,98.65
253,03/26/22 08:00:00 PM,25345.9,98.64
254,03/26/22 08:20:00 PM,25384.1,98.51
255,03/26/22 08:40:00 PM,25387.8,98.55
256,03/26/22 09:00:00 PM,25407.9,98.46
257,03/26/22 09:20:00 PM,25433.4,98.42
258,03/26/22 09:40:00 PM,25418.8,98.31
259,03/26/22 10:00:00 PM,25413.3,98.22
260,03/26/22 10:20:00 PM,25433.4,98.15
261,03/26/22 10:40:00 PM,25462.7,98.13
262,03/26/22 11:00:00 PM,25457.2,98.08
263,03/26/22 11:20:00 PM,25444.4,98.02
264,03/26/22 11:40:00 PM,25468.2,97.95
265,03/27/22 12:00:00 AM,25457.2,97.86
266,03/27/22 12:20:00 AM,25444.4,97.81
267,03/27/22 12:40:00 AM,25459.1,97.74
268,03/27/22 01:00:00 AM,25473.7,97.70
269,03/27/22 01:20:00 AM,25455.4,97.63
270,03/27/22 01:40:00 AM,25451.7,97.56
271,03/27/22 02:00:00 AM,25464.6,97.50
272,03/27/22 02:20:00 AM,25466.4,97.45
273,03/27/22 02:40:00 AM,25455.4,97.36
274,03/27/22 03:00:00 AM,25455.4,97.30
275,03/27/22 03:20:00 AM,25473.7,97.25
276,03/27/22 03:40:00 AM,25462.7,97.23
277,03/27/22 04:00:00 AM,25468.2,97.27
278,03/27/22 04:20:00 AM,25479.2,97.27
279,03/27/22 04:40:00 AM,25466.4,97.14
280,03/27/22 05:00:00 AM,25459.1,96.85
281,03/27/22 05:20:00 AM,25453.6,96.80
282,03/27/22 05:40:00 AM,25448.1,96.73
283,03/27/22 06:00:00 AM,25433.4,96.64
284,03/27/22 06:20:00 AM,25442.6,96.62
