"Plot Title: CT_739_CTD_Cast"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
1,05/13/21 08:00:00 AM,0.0,26.53
2,05/13/21 08:00:03 AM,0.0,26.54
3,05/13/21 08:00:06 AM,0.0,26.53
4,05/13/21 08:00:09 AM,0.0,26.53
5,05/13/21 08:00:12 AM,0.0,26.52
6,05/13/21 08:00:15 AM,0.0,26.53
7,05/13/21 08:00:18 AM,0.0,26.52
8,05/13/21 08:00:21 AM,0.0,26.51
9,05/13/21 08:00:24 AM,0.0,26.51
10,05/13/21 08:00:27 AM,0.0,26.51
11,05/13/21 08:00:30 AM,0.0,26.51
12,05/13/21 08:00:33 AM,0.0,26.51
13,05/13/21 08:00:36 AM,0.0,26.51
14,05/13/21 08:00:39 AM,0.0,26.49
15,05/13/21 08:00:42 AM,0.0,26.49
16,05/13/21 08:00:45 AM,0.0,26.48
17,05/13/21 08:00:48 AM,0.0,26.49
18,05/13/21 08:00:51 AM,0.0,26.48
19,05/13/21 08:00:54 AM,0.0,26.48
20,05/13/21 08:00:57 AM,0.0,26.48
21,05/13/21 08:01:00 AM,0.0,26.47
22,05/13/21 08:01:03 AM,0.0,26.47
23,05/13/21 08:01:06 AM,0.0,26.47
24,05/13/21 08:01:09 AM,0.0,26.46
25,05/13/21 08:01:12 AM,0.0,26.47
26,05/13/21 08:01:15 AM,0.0,26.46
27,05/13/21 08:01:18 AM,0.0,26.46
28,05/13/21 08:01:21 AM,0.0,26.46
29,05/13/21 08:01:24 AM,0.0,26.46
30,05/13/21 08:01:27 AM,0.0,26.46
31,05/13/21 08:01:30 AM,0.0,26.45
32,05/13/21 08:01:33 AM,0.0,26.44
33,05/13/21 08:01:36 AM,0.0,26.45
34,05/13/21 08:01:39 AM,0.0,26.44
35,05/13/21 08:01:42 AM,0.0,26.44
36,05/13/21 08:01:45 AM,0.0,26.44
37,05/13/21 08:01:48 AM,0.0,26.43
38,05/13/21 08:01:51 AM,0.0,26.44
39,05/13/21 08:01:54 AM,0.0,26.43
40,05/13/21 08:01:57 AM,0.0,26.44
41,05/13/21 08:02:00 AM,0.0,26.43
42,05/13/21 08:02:03 AM,0.0,26.41
43,05/13/21 08:02:06 AM,0.0,26.40
44,05/13/21 08:02:09 AM,0.0,26.40
45,05/13/21 08:02:12 AM,0.0,26.40
46,05/13/21 08:02:15 AM,0.0,26.40
47,05/13/21 08:02:18 AM,0.0,26.40
48,05/13/21 08:02:21 AM,0.0,26.40
49,05/13/21 08:02:24 AM,0.0,26.40
50,05/13/21 08:02:27 AM,0.0,26.39
51,05/13/21 08:02:30 AM,0.0,26.39
52,05/13/21 08:02:33 AM,0.0,26.39
53,05/13/21 08:02:36 AM,0.0,26.39
54,05/13/21 08:02:39 AM,0.0,26.38
55,05/13/21 08:02:42 AM,0.0,26.38
56,05/13/21 08:02:45 AM,0.0,26.38
57,05/13/21 08:02:48 AM,0.0,26.37
58,05/13/21 08:02:51 AM,0.0,26.37
59,05/13/21 08:02:54 AM,0.0,26.37
60,05/13/21 08:02:57 AM,0.0,26.37
61,05/13/21 08:03:00 AM,0.0,26.37
62,05/13/21 08:03:03 AM,0.0,26.37
63,05/13/21 08:03:06 AM,0.0,26.36
64,05/13/21 08:03:09 AM,0.0,26.36
65,05/13/21 08:03:12 AM,0.0,26.36
66,05/13/21 08:03:15 AM,0.0,26.36
67,05/13/21 08:03:18 AM,0.0,26.35
68,05/13/21 08:03:21 AM,0.0,26.35
69,05/13/21 08:03:24 AM,0.0,26.35
70,05/13/21 08:03:27 AM,0.0,26.35
71,05/13/21 08:03:30 AM,0.0,26.33
72,05/13/21 08:03:33 AM,0.0,26.33
73,05/13/21 08:03:36 AM,0.0,26.33
74,05/13/21 08:03:39 AM,0.0,26.33
75,05/13/21 08:03:42 AM,0.0,26.33
76,05/13/21 08:03:45 AM,0.0,26.32
77,05/13/21 08:03:48 AM,0.0,26.32
78,05/13/21 08:03:51 AM,0.0,26.32
79,05/13/21 08:03:54 AM,0.0,26.32
80,05/13/21 08:03:57 AM,0.0,26.32
81,05/13/21 08:04:00 AM,0.0,26.32
82,05/13/21 08:04:03 AM,0.0,26.31
83,05/13/21 08:04:06 AM,0.0,26.31
84,05/13/21 08:04:09 AM,0.0,26.31
85,05/13/21 08:04:12 AM,0.0,26.30
86,05/13/21 08:04:15 AM,0.0,26.30
87,05/13/21 08:04:18 AM,0.0,26.30
88,05/13/21 08:04:21 AM,0.0,26.30
89,05/13/21 08:04:24 AM,0.0,26.30
90,05/13/21 08:04:27 AM,0.0,26.29
91,05/13/21 08:04:30 AM,0.0,26.29
92,05/13/21 08:04:33 AM,0.0,26.29
93,05/13/21 08:04:36 AM,0.0,26.29
94,05/13/21 08:04:39 AM,0.0,26.29
95,05/13/21 08:04:42 AM,0.0,26.28
96,05/13/21 08:04:45 AM,0.0,26.28
97,05/13/21 08:04:48 AM,0.0,26.28
98,05/13/21 08:04:51 AM,0.0,26.28
99,05/13/21 08:04:54 AM,0.0,26.28
100,05/13/21 08:04:57 AM,0.0,26.28
101,05/13/21 08:05:00 AM,0.0,26.27
102,05/13/21 08:05:03 AM,0.0,26.27
103,05/13/21 08:05:06 AM,0.0,26.27
104,05/13/21 08:05:09 AM,0.0,26.27
105,05/13/21 08:05:12 AM,0.0,26.27
106,05/13/21 08:05:15 AM,0.0,26.27
107,05/13/21 08:05:18 AM,0.0,26.27
108,05/13/21 08:05:21 AM,0.0,26.26
109,05/13/21 08:05:24 AM,0.0,26.26
110,05/13/21 08:05:27 AM,0.0,26.26
111,05/13/21 08:05:30 AM,0.0,26.26
112,05/13/21 08:05:33 AM,0.0,26.24
113,05/13/21 08:05:36 AM,0.0,26.26
114,05/13/21 08:05:39 AM,0.0,26.24
115,05/13/21 08:05:42 AM,0.0,26.24
116,05/13/21 08:05:45 AM,0.0,26.24
117,05/13/21 08:05:48 AM,0.0,26.24
118,05/13/21 08:05:51 AM,0.0,26.23
119,05/13/21 08:05:54 AM,0.0,26.23
120,05/13/21 08:05:57 AM,0.0,26.23
121,05/13/21 08:06:00 AM,0.0,26.23
122,05/13/21 08:06:03 AM,0.0,26.23
123,05/13/21 08:06:06 AM,0.0,26.23
124,05/13/21 08:06:09 AM,0.0,26.22
125,05/13/21 08:06:12 AM,0.0,26.22
126,05/13/21 08:06:15 AM,0.0,26.22
127,05/13/21 08:06:18 AM,0.0,26.22
128,05/13/21 08:06:21 AM,0.0,26.22
129,05/13/21 08:06:24 AM,0.0,26.21
130,05/13/21 08:06:27 AM,0.0,26.21
131,05/13/21 08:06:30 AM,0.0,26.21
132,05/13/21 08:06:33 AM,0.0,26.21
133,05/13/21 08:06:36 AM,0.0,26.21
134,05/13/21 08:06:39 AM,0.0,26.21
135,05/13/21 08:06:42 AM,0.0,26.20
136,05/13/21 08:06:45 AM,0.0,26.20
137,05/13/21 08:06:48 AM,0.0,26.20
138,05/13/21 08:06:51 AM,0.0,26.20
139,05/13/21 08:06:54 AM,0.0,26.20
140,05/13/21 08:06:57 AM,0.0,26.19
141,05/13/21 08:07:00 AM,0.0,26.19
142,05/13/21 08:07:03 AM,0.0,26.19
143,05/13/21 08:07:06 AM,0.0,26.19
144,05/13/21 08:07:09 AM,0.0,26.19
145,05/13/21 08:07:12 AM,0.0,26.19
146,05/13/21 08:07:15 AM,0.0,26.19
147,05/13/21 08:07:18 AM,0.0,26.18
148,05/13/21 08:07:21 AM,0.0,26.18
149,05/13/21 08:07:24 AM,0.0,26.18
150,05/13/21 08:07:27 AM,0.0,26.18
151,05/13/21 08:07:30 AM,0.0,26.18
152,05/13/21 08:07:33 AM,0.0,26.16
153,05/13/21 08:07:36 AM,0.0,26.16
154,05/13/21 08:07:39 AM,0.0,26.16
155,05/13/21 08:07:42 AM,0.0,26.16
156,05/13/21 08:07:45 AM,0.0,26.16
157,05/13/21 08:07:48 AM,0.0,26.15
158,05/13/21 08:07:51 AM,0.0,26.16
159,05/13/21 08:07:54 AM,0.0,26.15
160,05/13/21 08:07:57 AM,0.0,26.15
161,05/13/21 08:08:00 AM,0.0,26.15
162,05/13/21 08:08:03 AM,0.0,26.14
163,05/13/21 08:08:06 AM,0.0,26.14
164,05/13/21 08:08:09 AM,0.0,26.14
165,05/13/21 08:08:12 AM,0.0,26.14
166,05/13/21 08:08:15 AM,0.0,26.14
167,05/13/21 08:08:18 AM,0.0,26.14
168,05/13/21 08:08:21 AM,0.0,26.14
169,05/13/21 08:08:24 AM,0.0,26.13
170,05/13/21 08:08:27 AM,0.0,26.13
171,05/13/21 08:08:30 AM,0.0,26.13
172,05/13/21 08:08:33 AM,0.0,26.13
173,05/13/21 08:08:36 AM,0.0,26.13
174,05/13/21 08:08:39 AM,0.0,26.13
175,05/13/21 08:08:42 AM,0.0,26.12
176,05/13/21 08:08:45 AM,0.0,26.12
177,05/13/21 08:08:48 AM,0.0,26.12
178,05/13/21 08:08:51 AM,0.0,26.12
179,05/13/21 08:08:54 AM,0.0,26.12
180,05/13/21 08:08:57 AM,0.0,26.12
181,05/13/21 08:09:00 AM,0.0,26.11
182,05/13/21 08:09:03 AM,0.0,26.11
183,05/13/21 08:09:06 AM,0.0,26.11
184,05/13/21 08:09:09 AM,0.0,26.11
185,05/13/21 08:09:12 AM,0.0,26.11
186,05/13/21 08:09:15 AM,0.0,26.10
187,05/13/21 08:09:18 AM,0.0,26.10
188,05/13/21 08:09:21 AM,0.0,26.10
189,05/13/21 08:09:24 AM,0.0,26.10
190,05/13/21 08:09:27 AM,0.0,26.10
191,05/13/21 08:09:30 AM,0.0,26.10
192,05/13/21 08:09:33 AM,0.0,26.08
193,05/13/21 08:09:36 AM,0.0,26.08
194,05/13/21 08:09:39 AM,0.0,26.08
195,05/13/21 08:09:42 AM,0.0,26.08
196,05/13/21 08:09:45 AM,0.0,26.08
197,05/13/21 08:09:48 AM,0.0,26.07
198,05/13/21 08:09:51 AM,0.0,26.07
199,05/13/21 08:09:54 AM,0.0,26.07
