7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643584680, +3.03, +29.357, +299.39534, +1044.000, +119.000, +555.000
1643584800, +3.03, +29.382, +269.99947, +1044.000, +115.000, +571.000
1643584920, +3.03, +29.365, +251.20011, +1040.000, +118.000, +563.000
1643585040, +3.03, +29.382, +234.99879, +1040.000, +116.000, +567.000
1643585160, +3.03, +29.390, +230.29198, +1044.000, +113.000, +571.000
1643585280, +3.03, +29.373, +220.40459, +1043.000, +131.000, +540.000
1643585400, +3.03, +29.382, +214.48392, +1046.000, +112.000, +563.000
1643585520, +3.03, +29.373, +205.22204, +1044.000, +112.000, +567.000
1643585640, +3.03, +29.373, +208.96891, +1042.000, +113.000, +563.000
1643585760, +3.03, +29.382, +222.06436, +1043.000, +128.000, +547.000
1643585880, +3.03, +29.382, +215.33239, +1044.000, +115.000, +563.000
1643586000, +3.03, +29.382, +226.48009, +1044.000, +120.000, +547.000
1643586120, +3.03, +29.373, +264.67645, +1040.000, +116.000, +559.000
1643586240, +3.03, +29.365, +286.01500, +1043.000, +120.000, +553.000
1643586360, +3.03, +29.390, +271.75524, +1043.000, +120.000, +560.000
1643586480, +3.03, +29.382, +268.41402, +1044.000, +128.000, +544.000
1643586600, +3.03, +29.382, +317.58157, +1046.000, +116.000, +560.000
1643586720, +3.03, +29.373, +310.88057, +1046.000, +120.000, +551.000
1643586840, +3.03, +29.390, +384.66286, +1043.000, +116.000, +563.000
1643586960, +3.03, +29.390, +437.82810, +1040.000, +115.000, +553.000
1643587080, +3.03, +29.382, +306.69708, +1043.000, +112.000, +563.000
1643587200, +3.03, +29.390, +310.93011, +1044.000, +112.000, +568.000
1643587320, +3.03, +29.398, +300.89409, +1041.000, +113.000, +563.000
1643587440, +3.03, +29.406, +318.22566, +1044.000, +120.000, +552.000
1643587560, +3.03, +29.406, +328.38555, +1043.000, +118.000, +559.000
1643587680, +3.03, +29.390, +358.91167, +1046.000, +120.000, +547.000
1643587800, +3.03, +29.414, +360.36397, +1040.000, +112.000, +563.000
1643587920, +3.03, +29.422, +315.60286, +1044.000, +120.000, +559.000
1643588040, +3.03, +29.447, +293.21146, +1046.000, +120.000, +551.000
1643588160, +3.03, +29.430, +469.98303, +1042.000, +112.000, +572.000
1643588280, +3.03, +29.455, +337.11482, +1040.000, +120.000, +559.000
1643588400, +3.03, +29.447, +342.02291, +1043.000, +116.000, +563.000
1643588520, +3.03, +29.455, +339.98845, +1043.000, +116.000, +563.000
1643588640, +3.03, +29.463, +351.07422, +1043.000, +120.000, +559.000
1643588760, +3.03, +29.455, +316.87865, +1041.000, +120.000, +556.000
1643588880, +3.03, +29.479, +233.48766, +1043.000, +112.000, +567.000
1643589000, +3.03, +29.487, +190.98705, +1043.000, +120.000, +551.000
1643589120, +3.03, +29.479, +184.90226, +1043.000, +120.000, +547.000
1643589240, +3.03, +29.487, +196.77147, +1046.000, +118.000, +555.000
1643589360, +3.03, +29.463, +259.62592, +1043.000, +112.000, +563.000
1643589480, +3.03, +29.479, +279.91783, +1046.000, +128.000, +544.000
1643589600, +3.03, +29.463, +285.20679, +1046.000, +128.000, +544.000
1643589720, +3.03, +29.463, +263.91159, +1046.000, +118.000, +560.000
1643589840, +3.03, +29.455, +253.82602, +1044.000, +122.000, +544.000
1643589960, +3.03, +29.455, +218.54974, +1043.000, +115.000, +563.000
1643590080, +3.03, +29.455, +208.03064, +1044.000, +120.000, +551.000
1643590200, +3.03, +29.447, +231.74738, +1043.000, +115.000, +553.000
1643590320, +3.03, +29.422, +218.16576, +1043.000, +120.000, +551.000
1643590440, +3.03, +29.414, +210.28186, +1046.000, +120.000, +556.000
1643590560, +3.03, +29.406, +224.41776, +1043.000, +124.000, +544.000
1643590680, +3.03, +29.398, +240.43020, +1043.000, +116.000, +559.000
1643590800, +3.03, +29.398, +239.88210, +1043.000, +120.000, +551.000
1643590920, +3.03, +29.365, +276.00065, +1043.000, +113.000, +563.000
1643591040, +3.03, +29.357, +315.90013, +1043.000, +112.000, +564.000
1643591160, +3.03, +29.341, +290.26661, +1043.000, +128.000, +544.000
1643591280, +3.03, +29.300, +235.88132, +1046.000, +112.000, +568.000
1643591400, +3.03, +29.276, +192.78926, +1043.000, +115.000, +572.000
1643591520, +3.03, +29.251, +186.28334, +1040.000, +115.000, +566.000
1643591640, +3.03, +29.211, +177.62219, +942.000, +115.000, +655.000
1643591760, +3.03, +29.154, +171.86565, +1044.000, +111.000, +569.000
1643591880, +3.03, +29.121, +171.19678, +1040.000, +119.000, +571.000
1643592000, +3.03, +29.064, +149.97899, +942.000, +115.000, +656.000
1643592120, +3.03, +29.040, +124.51579, +942.000, +115.000, +656.000
1643592240, +3.03, +29.015, +117.66305, +1040.000, +113.000, +567.000
1643592360, +3.03, +29.015, +112.42363, +942.000, +115.000, +655.000
1643592480, +3.03, +28.983, +109.51594, +940.000, +115.000, +657.000
1643592600, +3.03, +28.942, +111.33054, +942.000, +115.000, +655.000
1643592720, +3.03, +28.917, +106.85597, +943.000, +115.000, +656.000
1643592840, +3.03, +28.868, +102.31948, +942.000, +115.000, +657.000
1643592960, +3.04, +28.795, +97.90685, +944.000, +113.000, +656.000
1643593080, +3.03, +28.713, +89.08468, +943.000, +115.000, +656.000
1643593200, +3.04, +28.656, +88.44059, +944.000, +115.000, +655.000
1643593320, +3.03, +28.615, +76.93369, +942.000, +119.000, +655.000
1643593440, +3.03, +28.615, +71.72833, +942.000, +118.000, +655.000
1643593560, +3.03, +28.607, +71.58279, +944.000, +118.000, +654.000
1643593680, +3.03, +28.623, +75.40088, +940.000, +115.000, +655.000
1643593800, +3.04, +28.607, +77.79454, +944.000, +115.000, +655.000
1643593920, +3.03, +28.558, +76.58997, +942.000, +115.000, +655.000
1643594040, +3.04, +28.566, +72.32907, +943.000, +115.000, +655.000
1643594160, +3.03, +28.582, +69.06217, +942.000, +116.000, +655.000
1643594280, +3.04, +28.599, +62.35497, +940.000, +113.000, +655.000
1643594400, +3.03, +28.615, +56.82138, +944.000, +116.000, +655.000
1643594520, +3.03, +28.615, +50.31855, +942.000, +115.000, +655.000
1643594640, +3.03, +28.607, +46.35802, +943.000, +115.000, +655.000
1643594760, +3.03, +28.607, +47.34893, +942.000, +119.000, +655.000
1643594880, +3.03, +28.615, +46.20939, +943.000, +115.000, +655.000
1643595000, +3.03, +28.599, +40.97306, +943.000, +115.000, +652.000
1643595120, +3.03, +28.566, +35.77080, +940.000, +115.000, +655.000
1643595240, +3.03, +28.542, +26.54298, +942.000, +118.000, +655.000
1643595360, +3.03, +28.468, +25.63569, +942.000, +118.000, +655.000
1643595480, +3.03, +28.435, +26.21784, +943.000, +115.000, +655.000
1643595600, +3.03, +28.386, +26.18378, +940.000, +119.000, +655.000
1643595720, +3.03, +28.361, +26.44699, +942.000, +118.000, +652.000
1643595840, +3.03, +28.312, +21.02487, +942.000, +115.000, +655.000
1643595960, +3.03, +28.304, +24.45279, +942.000, +115.000, +655.000
1643596080, +3.03, +28.271, +24.07191, +942.000, +118.000, +655.000
1643596200, +3.03, +28.288, +23.05004, +944.000, +127.000, +643.000
1643596320, +3.03, +28.271, +21.60393, +945.000, +127.000, +647.000
1643596440, +3.03, +28.279, +20.44891, +942.000, +127.000, +647.000
1643596560, +3.03, +28.247, +18.80772, +944.000, +127.000, +647.000
1643596680, +3.03, +28.197, +16.94667, +944.000, +127.000, +648.000
1643596800, +3.03, +28.173, +15.65849, +944.000, +127.000, +646.000
1643596920, +3.03, +28.115, +14.46321, +944.000, +127.000, +643.000
1643597040, +3.03, +28.099, +13.79125, +944.000, +127.000, +644.000
1643597160, +3.03, +28.066, +13.21529, +1011.000, +160.000, +595.000
1643597280, +3.03, +28.025, +12.62384, +943.000, +127.000, +647.000
1643597400, +3.03, +28.042, +11.78776, +944.000, +127.000, +646.000
1643597520, +3.03, +28.025, +10.92072, +944.000, +126.000, +647.000
1643597640, +3.03, +28.050, +10.10322, +944.000, +127.000, +647.000
1643597760, +3.03, +28.033,  +9.40030, +943.000, +127.000, +646.000
1643597880, +3.03, +28.009,  +8.60448, +944.000, +127.000, +644.000
1643598000, +3.03, +28.009,  +7.72814, +944.000, +129.000, +646.000
1643598120, +3.03, +28.017,  +6.50190, +1008.000, +160.000, +600.000
1643598240, +3.03, +28.000,  +5.06818, +943.000, +127.000, +647.000
1643598360, +3.03, +27.976,  +4.06798, +944.000, +127.000, +647.000
1643598480, +3.03, +27.968,  +3.62517, +1006.000, +158.000, +604.000
1643598600, +3.04, +27.968,  +3.17617, +1008.000, +156.000, +608.000
1643598720, +3.03, +27.951,  +2.64665, +944.000, +124.000, +647.000
1643598840, +3.03, +27.951,  +2.38034, +943.000, +129.000, +646.000
1643598960, +3.03, +27.943,  +2.14191, +1048.000, +156.000, +515.000
1643599080, +3.03, +27.927,  +1.97159, +1008.000, +160.000, +604.000
1643599200, +3.03, +27.943,  +1.66194, +944.000, +127.000, +644.000
1643599320, +3.03, +27.927,  +1.11384, +944.000, +127.000, +647.000
1643599440, +3.03, +27.910,  +0.79799, +943.000, +127.000, +647.000
1643599560, +3.03, +27.902,  +0.62458, +1011.000, +160.000, +604.000
1643599680, +3.03, +27.869,  +0.62768, +1011.000, +160.000, +595.000
1643599800, +3.03, +27.885,  +0.45427, +944.000, +126.000, +646.000
1643599920, +3.03, +27.869,  +0.47904, +1019.000, +166.000, +579.000
1643600040, +3.04, +27.853,  +0.38614, +1036.000, +176.000, +531.000
1643600160, +3.03, +27.836,  +0.14151, +984.000, +144.000, +648.000
1643600280, +3.03, +27.820,  +0.02075, +1009.000, +160.000, +598.000
1643600400, +3.03, +27.795,  +0.05171, +968.000, +136.000, +656.000
1643600520, +3.04, +27.762,  -0.06286, +1008.000, +160.000, +601.000
1643600640, +3.03, +27.754,  +0.09197, +990.000, +144.000, +643.000
1643600760, +3.04, +27.713,  +0.02694, +1008.000, +158.000, +604.000
1643600880, +3.03, +27.688,  -0.01022, +1014.000, +166.000, +591.000
1643601000, +3.04, +27.647,  -0.00093, +1016.000, +168.000, +576.000
1643601120, +3.03, +27.655,  +0.03313, +1016.000, +161.000, +590.000
1643601240, +3.03, +27.622,  -0.04118, +1020.000, +164.000, +575.000
1643601360, +3.04, +27.606,  -0.01951, +1014.000, +161.000, +588.000
1643601480, +3.03, +27.573,  -0.01022, +1016.000, +164.000, +584.000
1643601600, +3.03, +27.581,  -0.08144, +1036.000, +176.000, +536.000
1643601720, +3.04, +27.581,  -0.10312, +1040.000, +176.000, +524.000
1643601840, +3.03, +27.556,  -0.04428, +1040.000, +172.000, +512.000
1643601960, +3.04, +27.556,  -0.01641, +1020.000, +164.000, +576.000
1643602080, +3.03, +27.548,  -0.03499, +1036.000, +176.000, +540.000
1643602200, +3.04, +27.507,  -0.01332, +1028.000, +168.000, +560.000
1643602320, +3.04, +27.466,  -0.02261, +944.000, +127.000, +646.000
1643602440, +3.03, +27.408,  +0.10126, +944.000, +127.000, +647.000
1643602560, +3.03, +27.408,  -0.21459, +944.000, +127.000, +647.000
1643602680, +3.03, +27.383,  -0.04738, +1048.000, +168.000, +508.000
1643602800, +3.03, +27.383,  -0.02261, +1025.000, +172.000, +560.000
1643602920, +3.03, +27.375,  -0.12789, +944.000, +127.000, +646.000
1643603040, +3.03, +27.334,  -0.08763, +1048.000, +144.000, +531.000
1643603160, +3.03, +27.350,  +0.05171, +944.000, +126.000, +654.000
1643603280, +3.03, +27.350,  +0.01455, +944.000, +127.000, +644.000
1643603400, +3.03, +27.342,  -0.11241, +944.000, +127.000, +647.000
1643603520, +3.03, +27.334,  +0.06410, +944.000, +128.000, +654.000
1643603640, +3.03, +27.326,  +0.04552, +947.000, +127.000, +647.000
1643603760, +3.03, +27.317,  +0.01765, +943.000, +127.000, +648.000
1643603880, +3.03, +27.342,  -0.02261, +944.000, +128.000, +652.000
1643604000, +3.03, +27.326,  -0.10621, +944.000, +124.000, +647.000
1643604120, +3.03, +27.342,  -0.04428, +944.000, +127.000, +646.000
1643604240, +3.03, +27.342,  -0.05357, +944.000, +127.000, +647.000
1643604360, +3.03, +27.309,  -0.03189, +944.000, +127.000, +647.000
1643604480, +3.03, +27.309,  -0.08144, +944.000, +127.000, +647.000
1643604600, +3.03, +27.342,  -0.05667, +972.000, +136.000, +657.000
1643604720, +3.03, +27.375,  -0.11860, +940.000, +127.000, +647.000
1643604840, +3.03, +27.400,  +0.05791, +944.000, +124.000, +647.000
1643604960, +3.03, +27.400,  +0.03933, +944.000, +127.000, +644.000
1643605080, +3.03, +27.424,  -0.02880, +944.000, +127.000, +646.000
1643605200, +3.03, +27.424,  +0.06410, +943.000, +127.000, +646.000
1643605320, +3.03, +27.424,  -0.02570, +944.000, +126.000, +647.000
1643605440, +3.03, +27.433,  -0.00712, +1048.000, +160.000, +508.000
1643605560, +3.03, +27.416,  +0.03004, +944.000, +128.000, +647.000
1643605680, +3.03, +27.457,  -0.05357, +995.000, +150.000, +633.000
1643605800, +3.03, +27.424,  -0.05357, +944.000, +126.000, +647.000
1643605920, +3.03, +27.457,  +0.08578, +1007.000, +156.000, +614.000
1643606040, +3.03, +27.449,  +0.01455, +944.000, +126.000, +647.000
1643606160, +3.03, +27.441,  -0.00712, +944.000, +126.000, +647.000
1643606280, +3.03, +27.433,  -0.01641, +1017.000, +166.000, +576.000
1643606400, +3.03, +27.441,  -0.05357, +944.000, +126.000, +646.000
1643606520, +3.03, +27.457,  -0.00403, +992.000, +144.000, +640.000
1643606640, +3.03, +27.441,  +0.02384, +944.000, +124.000, +652.000
1643606760, +3.03, +27.457,  +0.10435, +982.000, +142.000, +652.000
1643606880, +3.03, +27.482,  -0.03189, +1016.000, +160.000, +583.000
1643607000, +3.03, +27.466,  -0.05976, +950.000, +131.000, +659.000
1643607120, +3.03, +27.441,  -0.11550, +947.000, +124.000, +656.000
1643607240, +3.03, +27.416,  +0.01765, +1046.000, +127.000, +559.000
1643607360, +3.03, +27.400,  +0.03933, +943.000, +127.000, +648.000
1643607480, +3.03, +27.359,  -0.03189, +943.000, +127.000, +648.000
1643607600, +3.03, +27.359,  -0.06905, +943.000, +124.000, +648.000
1643607720, +3.03, +27.375,  -0.17743, +943.000, +127.000, +648.000
1643607840, +3.03, +27.375,  +0.07649, +1036.000, +172.000, +534.000
1643607960, +3.03, +27.400,  -0.03809, +1043.000, +124.000, +563.000
1643608080, +3.03, +27.416,  +0.01146, +944.000, +126.000, +647.000
1643608200, +3.03, +27.424,  +0.04552, +944.000, +121.000, +648.000
1643608320, +3.03, +27.424,  -0.05357, +1048.000, +136.000, +543.000
1643608440, +3.03, +27.457,  -0.01332, +945.000, +126.000, +655.000
1643608560, +3.03, +27.474,  -0.06596, +944.000, +124.000, +648.000
1643608680, +3.03, +27.482,  -0.03499, +944.000, +127.000, +647.000
1643608800, +3.03, +27.523,  -0.05047, +1044.000, +169.000, +512.000
1643608920, +3.04, +27.565,  +0.00526, +1008.000, +156.000, +604.000
1643609040, +3.03, +27.565,  +0.07649, +1016.000, +160.000, +588.000
1643609160, +3.03, +27.589,  +0.01146, +944.000, +127.000, +648.000
1643609280, +3.04, +27.614,  -0.10621, +1024.000, +167.000, +572.000
1643609400, +3.03, +27.639,  -0.07525, +984.000, +143.000, +648.000
1643609520, +3.03, +27.680,  -0.09073, +1004.000, +152.000, +616.000
1643609640, +3.03, +27.704,  -0.02570, +1038.000, +176.000, +527.000
1643609760, +3.03, +27.746,  -0.00712, +1008.000, +158.000, +600.000
1643609880, +3.03, +27.787,  -0.05047, +1011.000, +160.000, +595.000
1643610000, +3.03, +27.811,  +0.03933, +1012.000, +160.000, +593.000
1643610120, +3.03, +27.853,  +0.08887, +943.000, +124.000, +651.000
1643610240, +3.03, +27.877,  -0.19292, +942.000, +124.000, +654.000
1643610360, +3.03, +27.853,  +0.04552, +944.000, +124.000, +652.000
1643610480, +3.03, +27.853,  -0.04738, +943.000, +126.000, +647.000
1643610600, +3.03, +27.853,  -0.01951, +1009.000, +158.000, +608.000
1643610720, +3.03, +27.828,  -0.00093, +943.000, +126.000, +647.000
1643610840, +3.03, +27.836,  +0.09197, +1006.000, +152.000, +615.000
1643610960, +3.03, +27.844,  -0.05047, +944.000, +124.000, +648.000
1643611080, +3.03, +27.844,  +0.03623, +944.000, +124.000, +648.000
1643611200, +3.03, +27.861,  -0.11550, +945.000, +124.000, +656.000
1643611320, +3.03, +27.861,  -0.12170, +1006.000, +156.000, +608.000
1643611440, +3.03, +27.853,  -0.05976, +945.000, +126.000, +647.000
1643611560, +3.03, +27.853,  -0.16195, +944.000, +121.000, +648.000
1643611680, +3.03, +27.885,  -0.04738, +943.000, +126.000, +652.000
1643611800, +3.03, +27.885,  -0.04428, +944.000, +121.000, +652.000
1643611920, +3.03, +27.902,  -0.04738, +944.000, +126.000, +648.000
1643612040, +3.03, +27.910,  +0.01765, +1014.000, +160.000, +596.000
1643612160, +3.03, +27.927,  -0.02261, +1048.000, +161.000, +512.000
1643612280, +3.03, +27.935,  -0.07215, +944.000, +126.000, +648.000
1643612400, +3.03, +27.927,  +0.02075, +1044.000, +124.000, +558.000
1643612520, +3.03, +27.943,  -0.02570, +1011.000, +158.000, +600.000
1643612640, +3.03, +27.935,  -0.02261, +943.000, +126.000, +646.000
1643612760, +3.03, +27.918,  -0.05667, +1012.000, +160.000, +595.000
1643612880, +3.03, +27.910,  -0.03809, +1009.000, +158.000, +604.000
1643613000, +3.03, +27.910,  -0.09073, +1024.000, +167.000, +566.000
1643613120, +3.03, +27.927,  +0.04862, +944.000, +124.000, +648.000
1643613240, +3.03, +27.951,  -0.12789, +942.000, +127.000, +647.000
1643613360, +3.03, +27.976,  +0.02075, +944.000, +127.000, +644.000
1643613480, +3.03, +28.000,  -0.01022, +1009.000, +158.000, +604.000
1643613600, +3.03, +27.992,  +0.11984, +944.000, +126.000, +648.000
1643613720, +3.03, +28.009,  -0.01332, +942.000, +124.000, +649.000
1643613840, +3.03, +28.000,  -0.01022, +1016.000, +160.000, +591.000
1643613960, +3.03, +28.042,  +0.06100, +944.000, +124.000, +648.000
1643614080, +3.03, +28.066,  -0.07215, +1011.000, +160.000, +600.000
1643614200, +3.03, +28.083,  +0.01146, +944.000, +126.000, +646.000
1643614320, +3.03, +28.099,  +0.07958, +944.000, +127.000, +647.000
1643614440, +3.03, +28.099,  +0.06410, +942.000, +127.000, +647.000
1643614560, +3.03, +28.099,  -0.06286, +943.000, +124.000, +648.000
1643614680, +3.03, +28.132,  +0.00526, +1008.000, +160.000, +606.000
1643614800, +3.03, +28.115,  -0.06286, +1011.000, +160.000, +600.000
1643614920, +3.03, +28.148,  +0.00217, +944.000, +127.000, +646.000
1643615040, +3.03, +28.140,  -0.03189, +943.000, +127.000, +651.000
