7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643411640, +3.04, +30.191, +44.68587, +1033.000, +60.000, +576.000
1643411760, +3.04, +30.183, +53.60712, +1038.000, +56.000, +576.000
1643411880, +3.04, +30.159, +61.89977, +1036.000, +64.000, +572.000
1643412000, +3.04, +30.134, +63.71128, +1036.000, +64.000, +572.000
1643412120, +3.04, +30.102, +69.49260, +1036.000, +54.000, +584.000
1643412240, +3.04, +30.086, +84.56677, +1033.000, +64.000, +576.000
1643412360, +3.04, +30.078, +110.35511, +1036.000, +54.000, +583.000
1643412480, +3.04, +30.054, +149.26678, +1036.000, +60.000, +576.000
1643412600, +3.04, +30.021, +153.24589, +1036.000, +64.000, +576.000
1643412720, +3.04, +30.021, +146.56346, +1033.000, +56.000, +579.000
1643412840, +3.04, +30.005, +150.12453, +1036.000, +56.000, +576.000
1643412960, +3.04, +29.973, +162.27243, +1035.000, +60.000, +576.000
1643413080, +3.04, +29.973, +210.58533, +1033.000, +56.000, +579.000
1643413200, +3.04, +29.949, +367.65023, +1033.000, +60.000, +575.000
1643413320, +3.04, +29.965, +391.23691, +1036.000, +56.000, +579.000
1643413440, +3.04, +29.941, +383.34372, +1036.000, +60.000, +576.000
1643413560, +3.04, +29.941, +357.45318, +1032.000, +56.000, +588.000
1643413680, +3.04, +29.957, +376.91521, +1032.000, +60.000, +579.000
1643413800, +3.04, +29.973, +271.18237, +1036.000, +60.000, +576.000
1643413920, +3.04, +29.981, +144.02426, +1036.000, +56.000, +576.000
1643414040, +3.04, +29.981, +151.19285, +1036.000, +56.000, +584.000
1643414160, +3.04, +29.981, +201.31415, +1036.000, +56.000, +576.000
1643414280, +3.04, +29.981, +419.87102, +1038.000, +56.000, +576.000
1643414400, +3.04, +30.013, +466.95147, +1038.000, +64.000, +572.000
1643414520, +3.04, +30.030, +344.61784, +1036.000, +56.000, +580.000
1643414640, +3.04, +30.021, +423.18126, +1036.000, +60.000, +576.000
1643414760, +3.04, +30.062, +163.36552, +1036.000, +60.000, +576.000
1643414880, +3.04, +30.086, +192.83571, +1036.000, +57.000, +576.000
1643415000, +3.04, +30.126, +200.00120, +1036.000, +64.000, +572.000
1643415120, +3.04, +30.142, +159.12940, +1036.000, +64.000, +572.000
1643415240, +3.04, +30.142, +238.07060, +1038.000, +60.000, +576.000
1643415360, +3.04, +30.175, +270.12643, +1036.000, +65.000, +568.000
1643415480, +3.04, +30.175, +348.39568, +1036.000, +64.000, +572.000
1643415600, +3.04, +30.183, +319.27231, +1032.000, +64.000, +572.000
1643415720, +3.04, +30.207, +343.75080, +1033.000, +64.000, +570.000
1643415840, +3.04, +30.231, +343.02001, +1038.000, +64.000, +572.000
1643415960, +3.04, +30.263, +112.46698, +1036.000, +60.000, +576.000
1643416080, +3.04, +30.271, +68.12391, +1036.000, +64.000, +574.000
1643416200, +3.04, +30.263, +54.06851, +1036.000, +67.000, +568.000
1643416320, +3.04, +30.263, +49.60014, +1036.000, +64.000, +572.000
1643416440, +3.04, +30.255, +50.33094, +1033.000, +62.000, +572.000
1643416560, +3.04, +30.255, +36.12691, +1036.000, +64.000, +568.000
1643416680, +3.04, +30.271, +27.59273, +1036.000, +64.000, +574.000
1643416800, +3.04, +30.247, +27.15611, +1035.000, +68.000, +568.000
1643416920, +3.04, +30.255, +27.71349, +1038.000, +64.000, +576.000
1643417040, +3.04, +30.263, +30.75434, +1036.000, +64.000, +572.000
1643417160, +3.04, +30.279, +29.79749, +1036.000, +64.000, +569.000
1643417280, +3.04, +30.279, +32.34908, +1033.000, +60.000, +572.000
1643417400, +3.04, +30.255, +41.05357, +1033.000, +67.000, +572.000
1643417520, +3.04, +30.215, +46.56240, +1033.000, +64.000, +572.000
1643417640, +3.04, +30.215, +47.23436, +1032.000, +64.000, +572.000
1643417760, +3.04, +30.199, +35.06788, +1036.000, +64.000, +572.000
1643417880, +3.04, +30.199, +30.15979, +1036.000, +64.000, +576.000
1643418000, +3.04, +30.191, +29.02954, +1031.000,  +6.000, +588.000
1643418120, +3.04, +30.183, +42.56780, +1032.000,  +4.000, +588.000
1643418240, +3.05, +30.151, +43.98294, +1039.000, +99.000, +550.000
1643418360, +3.04, +30.134, +43.83740, +1038.000, +96.000, +558.000
1643418480, +3.04, +30.094, +43.52155, +1038.000, +96.000, +560.000
1643418600, +3.04, +30.070, +43.07255, +1039.000, +86.000, +562.000
1643418720, +3.04, +29.997, +41.59238, +1039.000, +88.000, +567.000
1643418840, +3.04, +30.005, +42.25195, +1038.000, +88.000, +568.000
1643418960, +3.04, +29.989, +43.76928, +1038.000, +92.000, +560.000
1643419080, +3.04, +29.973, +48.86935, +1040.000, +88.000, +568.000
1643419200, +3.04, +29.957, +47.62143, +1038.000, +76.000, +575.000
1643419320, +3.04, +29.925, +52.59764, +1038.000, +88.000, +572.000
1643419440, +3.04, +29.900, +49.03966, +1038.000, +80.000, +576.000
1643419560, +3.04, +29.868, +40.07196, +1036.000, +84.000, +568.000
1643419680, +3.04, +29.836, +43.37292, +1039.000, +88.000, +566.000
1643419800, +3.04, +29.811, +38.67540, +1040.000, +88.000, +568.000
1643419920, +3.04, +29.771, +39.07176, +1039.000, +84.000, +568.000
1643420040, +3.04, +29.755, +35.26916, +1040.000, +88.000, +568.000
1643420160, +3.04, +29.738, +35.56024, +1038.000, +72.000, +583.000
1643420280, +3.04, +29.706, +37.71546, +1039.000, +80.000, +569.000
1643420400, +3.04, +29.698, +40.62005, +1039.000, +72.000, +588.000
1643420520, +3.04, +29.649, +34.29373, +1038.000, +80.000, +579.000
1643420640, +3.04, +29.633, +33.07058, +1040.000, +80.000, +575.000
1643420760, +3.04, +29.544, +32.93743, +1039.000, +70.000, +588.000
1643420880, +3.04, +29.528, +32.56584, +1039.000, +72.000, +590.000
1643421000, +3.04, +29.479, +35.52308, +1036.000, +65.000, +595.000
1643421120, +3.04, +29.447, +35.51379, +1038.000, +70.000, +599.000
1643421240, +3.04, +29.414, +33.41740, +1039.000, +72.000, +588.000
1643421360, +3.04, +29.333, +31.30863, +1036.000, +72.000, +595.000
1643421480, +3.04, +29.325, +30.25888, +1039.000, +71.000, +585.000
1643421600, +3.04, +29.251, +31.31792, +935.000, +78.000, +679.000
1643421720, +3.04, +29.235, +30.15979, +1038.000, +79.000, +599.000
1643421840, +3.04, +29.162, +30.36107, +935.000, +76.000, +678.000
1643421960, +3.04, +29.113, +34.16368, +937.000, +78.000, +679.000
1643422080, +3.04, +29.072, +40.10912, +1036.000, +73.000, +595.000
1643422200, +3.04, +29.040, +33.14180, +936.000, +76.000, +680.000
1643422320, +3.04, +29.007, +34.62816, +936.000, +76.000, +679.000
1643422440, +3.04, +28.999, +30.19695, +936.000, +79.000, +678.000
1643422560, +3.04, +29.007, +29.83465, +936.000, +76.000, +679.000
1643422680, +3.04, +28.975, +29.79440, +936.000, +76.000, +679.000
1643422800, +3.04, +28.983, +33.81996, +937.000, +76.000, +679.000
1643422920, +3.04, +28.966, +34.58481, +935.000, +78.000, +679.000
1643423040, +3.04, +28.966, +34.03981, +937.000, +76.000, +679.000
1643423160, +3.04, +28.950, +33.72706, +935.000, +79.000, +679.000
1643423280, +3.04, +28.934, +32.06729, +936.000, +78.000, +679.000
1643423400, +3.04, +28.926, +34.69010, +936.000, +79.000, +679.000
1643423520, +3.04, +28.934, +39.77778, +936.000, +76.000, +679.000
1643423640, +3.04, +28.926, +36.27555, +1035.000, +73.000, +591.000
1643423760, +3.04, +28.917, +30.46636, +936.000, +79.000, +679.000
1643423880, +3.04, +28.942, +35.43018, +936.000, +72.000, +680.000
1643424000, +3.04, +28.950, +32.55965, +1038.000, +73.000, +591.000
1643424120, +3.04, +28.926, +29.88110, +935.000, +78.000, +679.000
1643424240, +3.04, +28.893, +28.15321, +936.000, +75.000, +679.000
1643424360, +3.04, +28.852, +26.88980, +936.000, +76.000, +678.000
1643424480, +3.04, +28.844, +34.18535, +937.000, +76.000, +679.000
1643424600, +3.04, +28.819, +34.14819, +935.000, +76.000, +678.000
1643424720, +3.04, +28.795, +21.90740, +935.000, +78.000, +680.000
1643424840, +3.04, +28.779, +21.66277, +937.000, +76.000, +678.000
1643424960, +3.04, +28.762, +27.89309, +936.000, +76.000, +679.000
