7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1643065560, +3.06, +28.443, +1508.14669, +992.000, -228.000, +387.000
1643065680, +3.06, +28.189, +1442.35668, +1088.000, -208.000, +236.000
1643065800, +3.07, +27.976, +371.42497, +992.000, -232.000, +387.000
1643065920, +3.07, +27.820, +1260.39215, +992.000, -226.000, +387.000
1643066040, +3.07, +27.655, +1457.20480, +1063.000, -220.000, +320.000
1643066160, +3.07, +27.507, +551.70806, +1059.000, -221.000, +328.000
1643066280, +3.06, +27.367, +1316.24832, +992.000, -234.000, +388.000
1643066400, +3.07, +27.276, +492.57879, +995.000, -232.000, +390.000
1643066520, +3.07, +27.251, +422.22752, +992.000, -232.000, +388.000
1643066640, +3.07, +27.103, +1386.50670, +1049.000, -224.000, +348.000
1643066760, +3.07, +26.995, +1299.36265, +1064.000, -216.000, +310.000
1643066880, +3.07, +26.913, +1371.11668, +1063.000, -217.000, +324.000
1643067000, +3.07, +26.814, +1354.21863, +1096.000, -212.000, +224.000
1643067120, +3.07, +26.739, +1397.40358, +1100.000, -221.000, +224.000
1643067240, +3.07, +26.665, +336.79587, +992.000, -228.000, +387.000
1643067360, +3.07, +26.648, +1066.31687, +992.000, -225.000, +387.000
1643067480, +3.07, +26.590, +1346.54839, +1100.000, -212.000, +220.000
1643067600, +3.07, +26.549, +562.10329, +991.000, -232.000, +387.000
1643067720, +3.07, +26.524, +385.03755, +991.000, -231.000, +385.000
1643067840, +3.07, +26.507, +1330.57002, +991.000, -231.000, +387.000
1643067960, +3.07, +26.483, +1317.87712, +1032.000, -228.000, +376.000
1643068080, +3.07, +26.425, +721.80029, +992.000, -228.000, +387.000
1643068200, +3.07, +26.416, +739.71402, +1100.000, -216.000, +216.000
1643068320, +3.07, +26.383, +325.97951, +992.000, -226.000, +384.000
1643068440, +3.06, +26.383, +980.28759, +992.000, -228.000, +385.000
1643068560, +3.07, +26.333, +1374.34642, +995.000, -236.000, +390.000
1643068680, +3.07, +26.300, +1244.01432, +992.000, -232.000, +391.000
1643068800, +3.07, +26.292, +1346.24802, +1027.000, -228.000, +376.000
1643068920, +3.07, +26.275, +361.62428, +992.000, -232.000, +387.000
1643069040, +3.07, +26.242, +335.49841, +990.000, -225.000, +387.000
1643069160, +3.07, +26.201, +301.70229, +990.000, -232.000, +387.000
1643069280, +3.07, +26.234, +305.56373, +1011.000, -232.000, +391.000
1643069400, +3.07, +26.209, +1231.84165, +1028.000, -228.000, +377.000
1643069520, +3.07, +26.193, +1154.15766, +1054.000, -221.000, +344.000
1643069640, +3.07, +26.184, +1143.83984, +1052.000, -221.000, +348.000
1643069760, +3.07, +26.184, +1020.69801, +1080.000, -208.000, +275.000
1643069880, +3.07, +26.168, +230.97942, +995.000, -232.000, +392.000
1643070000, +3.07, +26.184, +178.43350, +1048.000, -224.000, +355.000
1643070120, +3.07, +26.151, +156.06068, +1055.000, -220.000, +339.000
1643070240, +3.07, +26.193, +185.22740, +1048.000, -224.000, +356.000
1643070360, +3.07, +26.159, +252.16625, +1052.000, -224.000, +352.000
1643070480, +3.07, +26.159, +918.12987, +1048.000, -224.000, +352.000
1643070600, +3.07, +26.151, +178.89179, +1036.000, -228.000, +374.000
1643070720, +3.07, +26.201, +177.58813, +1060.000, -218.000, +327.000
1643070840, +3.07, +26.176, +172.61502, +1039.000, -228.000, +371.000
1643070960, +3.07, +26.168, +200.38828, +1004.000, -232.000, +392.000
1643071080, +3.07, +26.151, +337.85800, +1032.000, -228.000, +376.000
1643071200, +3.07, +26.118, +396.48252, +1059.000, -220.000, +332.000
1643071320, +3.07, +26.118, +381.03367, +1048.000, -224.000, +356.000
1643071440, +3.07, +26.184, +343.27083, +1062.000, -216.000, +321.000
1643071560, +3.07, +26.168, +323.00679, +1043.000, -224.000, +360.000
1643071680, +3.07, +26.159, +248.04160, +1024.000, -232.000, +384.000
1643071800, +3.07, +26.201, +298.82247, +995.000, -232.000, +392.000
1643071920, +3.07, +26.168, +269.94993, +1072.000, -212.000, +296.000
1643072040, +3.07, +26.159, +325.53979, +1025.000, -228.000, +384.000
1643072160, +3.07, +26.159, +279.70726, +1054.000, -221.000, +336.000
1643072280, +3.07, +26.159, +302.61579, +1048.000, -224.000, +352.000
1643072400, +3.07, +26.176, +336.17036, +1041.000, -224.000, +360.000
1643072520, +3.07, +26.176, +296.82208, +1043.000, -224.000, +360.000
1643072640, +3.07, +26.193, +331.25299, +1070.000, -212.000, +300.000
1643072760, +3.07, +26.201, +333.29364, +993.000, -234.000, +391.000
1643072880, +3.07, +26.168, +213.55805, +1039.000, -226.000, +368.000
1643073000, +3.07, +26.201, +194.45213, +1036.000, -228.000, +376.000
1643073120, +3.07, +26.184, +202.26481, +1055.000, -221.000, +342.000
1643073240, +3.07, +26.168, +201.02927, +1062.000, -216.000, +320.000
1643073360, +3.07, +26.143, +214.94532, +1007.000, -232.000, +392.000
1643073480, +3.07, +26.184, +243.18616, +1025.000, -228.000, +384.000
1643073600, +3.07, +26.159, +237.15092, +1039.000, -228.000, +368.000
1643073720, +3.07, +26.201, +220.37672, +1009.000, -232.000, +390.000
1643073840, +3.07, +26.193, +210.16109, +1039.000, -224.000, +368.000
1643073960, +3.07, +26.184, +153.37285, +1004.000, -232.000, +392.000
1643074080, +3.07, +26.201, +160.41758, +1008.000, -228.000, +390.000
1643074200, +3.07, +26.209, +143.15412, +993.000, -232.000, +391.000
1643074320, +3.07, +26.193, +142.17560, +1008.000, -224.000, +391.000
1643074440, +3.07, +26.201, +160.06147, +1036.000, -221.000, +374.000
1643074560, +3.07, +26.184, +176.56626, +1046.000, -217.000, +361.000
1643074680, +3.07, +26.242, +199.47169, +1008.000, -224.000, +390.000
1643074800, +3.06, +26.226, +240.76463, +1014.000, -224.000, +388.000
1643074920, +3.07, +26.251, +246.97947, +1011.000, -224.000, +391.000
1643075040, +3.07, +26.226, +273.15799, +1024.000, -221.000, +384.000
1643075160, +3.07, +26.209, +290.10249, +1057.000, -212.000, +332.000
1643075280, +3.06, +26.242, +307.62915, +1031.000, -223.000, +380.000
1643075400, +3.06, +26.259, +331.27467, +992.000, -224.000, +387.000
1643075520, +3.07, +26.251, +324.35380, +1048.000, -216.000, +352.000
1643075640, +3.06, +26.259, +287.58807, +1054.000, -208.000, +336.000
1643075760, +3.07, +26.242, +242.41511, +1036.000, -218.000, +371.000
1643075880, +3.07, +26.226, +206.39874, +992.000, -224.000, +387.000
1643076000, +3.07, +26.217, +197.69425, +1020.000, -221.000, +387.000
1643076120, +3.07, +26.217, +181.83664, +1020.000, -224.000, +384.000
1643076240, +3.07, +26.234, +171.94306, +995.000, -224.000, +385.000
1643076360, +3.06, +26.193, +190.36464, +995.000, -224.000, +390.000
1643076480, +3.06, +26.201, +188.59958, +1032.000, -220.000, +376.000
1643076600, +3.07, +26.217, +158.02701, +1006.000, -224.000, +392.000
1643076720, +3.07, +26.217, +127.52567, +999.000, -224.000, +390.000
1643076840, +3.07, +26.209, +116.29746, +1011.000, -224.000, +391.000
1643076960, +3.07, +26.193, +118.92026, +1056.000, -212.000, +335.000
1643077080, +3.06, +26.193, +133.16145, +992.000, -221.000, +387.000
1643077200, +3.07, +26.176, +137.81252, +1016.000, -224.000, +385.000
