"Plot Title: Pressure_872_051921"
"#","Date Time, GMT-10:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Water Level, meters (LGR S/N: 20810872)"
1,05/19/21 07:30:00 AM,101.225,31.983,-0.070
2,05/19/21 07:30:03 AM,101.241,31.983,-0.069
3,05/19/21 07:30:06 AM,101.241,31.983,-0.069
4,05/19/21 07:30:09 AM,101.209,31.983,-0.072
5,05/19/21 07:30:12 AM,101.241,31.983,-0.069
6,05/19/21 07:30:15 AM,101.257,31.983,-0.067
7,05/19/21 07:30:18 AM,101.273,31.983,-0.065
8,05/19/21 07:30:21 AM,101.292,32.086,-0.063
9,05/19/21 07:30:24 AM,101.276,32.086,-0.065
10,05/19/21 07:30:27 AM,101.243,32.086,-0.068
11,05/19/21 07:30:30 AM,101.243,32.086,-0.068
12,05/19/21 07:30:33 AM,101.243,32.086,-0.068
13,05/19/21 07:30:36 AM,101.246,32.188,-0.068
14,05/19/21 07:30:39 AM,101.262,32.188,-0.066
15,05/19/21 07:30:42 AM,101.278,32.188,-0.065
16,05/19/21 07:30:45 AM,101.294,32.188,-0.063
17,05/19/21 07:30:48 AM,101.294,32.188,-0.063
18,05/19/21 07:30:51 AM,101.278,32.188,-0.065
19,05/19/21 07:30:54 AM,101.278,32.188,-0.065
20,05/19/21 07:30:57 AM,101.294,32.188,-0.063
21,05/19/21 07:31:00 AM,101.294,32.188,-0.063
22,05/19/21 07:31:03 AM,101.294,32.188,-0.063
23,05/19/21 07:31:06 AM,101.292,32.086,-0.063
24,05/19/21 07:31:09 AM,101.292,32.086,-0.063
25,05/19/21 07:31:12 AM,101.292,32.086,-0.063
26,05/19/21 07:31:15 AM,101.292,32.086,-0.063
27,05/19/21 07:31:18 AM,101.292,32.086,-0.063
28,05/19/21 07:31:21 AM,101.308,32.086,-0.062
29,05/19/21 07:31:24 AM,101.292,32.086,-0.063
30,05/19/21 07:31:27 AM,101.308,32.086,-0.062
31,05/19/21 07:31:30 AM,101.292,32.086,-0.063
32,05/19/21 07:31:33 AM,101.308,32.086,-0.062
33,05/19/21 07:31:36 AM,101.324,32.086,-0.060
34,05/19/21 07:31:39 AM,101.324,32.086,-0.060
35,05/19/21 07:31:42 AM,101.305,31.983,-0.062
36,05/19/21 07:31:45 AM,101.321,31.983,-0.061
37,05/19/21 07:31:48 AM,101.321,31.983,-0.061
38,05/19/21 07:31:51 AM,101.321,31.983,-0.061
39,05/19/21 07:31:54 AM,101.321,31.983,-0.061
40,05/19/21 07:31:57 AM,101.321,31.983,-0.061
41,05/19/21 07:32:00 AM,101.321,31.983,-0.061
42,05/19/21 07:32:03 AM,101.321,31.983,-0.061
43,05/19/21 07:32:06 AM,101.321,31.983,-0.061
44,05/19/21 07:32:09 AM,101.321,31.983,-0.061
45,05/19/21 07:32:12 AM,101.319,31.880,-0.061
46,05/19/21 07:32:15 AM,101.335,31.880,-0.059
47,05/19/21 07:32:18 AM,101.319,31.880,-0.061
48,05/19/21 07:32:21 AM,101.335,31.880,-0.059
49,05/19/21 07:32:24 AM,101.303,31.880,-0.062
50,05/19/21 07:32:27 AM,101.303,31.880,-0.062
51,05/19/21 07:32:30 AM,101.303,31.880,-0.062
52,05/19/21 07:32:33 AM,101.319,31.880,-0.061
53,05/19/21 07:32:36 AM,101.319,31.880,-0.061
54,05/19/21 07:32:39 AM,101.316,31.778,-0.061
55,05/19/21 07:32:42 AM,101.316,31.778,-0.061
56,05/19/21 07:32:45 AM,101.316,31.778,-0.061
57,05/19/21 07:32:48 AM,101.316,31.778,-0.061
58,05/19/21 07:32:51 AM,101.300,31.778,-0.063
59,05/19/21 07:32:54 AM,101.316,31.778,-0.061
60,05/19/21 07:32:57 AM,101.316,31.778,-0.061
61,05/19/21 07:33:00 AM,101.300,31.778,-0.063
62,05/19/21 07:33:03 AM,101.346,31.676,-0.058
63,05/19/21 07:33:06 AM,101.313,31.676,-0.061
64,05/19/21 07:33:09 AM,101.313,31.676,-0.061
65,05/19/21 07:33:12 AM,101.313,31.676,-0.061
66,05/19/21 07:33:15 AM,101.313,31.676,-0.061
67,05/19/21 07:33:18 AM,101.313,31.676,-0.061
68,05/19/21 07:33:21 AM,101.313,31.676,-0.061
69,05/19/21 07:33:24 AM,101.330,31.676,-0.060
70,05/19/21 07:33:27 AM,101.313,31.676,-0.061
71,05/19/21 07:33:30 AM,101.327,31.574,-0.060
72,05/19/21 07:33:33 AM,101.311,31.574,-0.062
73,05/19/21 07:33:36 AM,101.327,31.574,-0.060
74,05/19/21 07:33:39 AM,101.311,31.574,-0.062
75,05/19/21 07:33:42 AM,101.311,31.574,-0.062
76,05/19/21 07:33:45 AM,101.327,31.574,-0.060
77,05/19/21 07:33:48 AM,101.327,31.574,-0.060
78,05/19/21 07:33:51 AM,101.327,31.574,-0.060
79,05/19/21 07:33:54 AM,101.327,31.574,-0.060
80,05/19/21 07:33:57 AM,101.311,31.574,-0.062
81,05/19/21 07:34:00 AM,101.324,31.472,-0.060
82,05/19/21 07:34:03 AM,101.292,31.472,-0.063
83,05/19/21 07:34:06 AM,101.308,31.472,-0.062
84,05/19/21 07:34:09 AM,101.292,31.472,-0.063
85,05/19/21 07:34:12 AM,101.308,31.472,-0.062
86,05/19/21 07:34:15 AM,101.308,31.472,-0.062
87,05/19/21 07:34:18 AM,101.308,31.472,-0.062
88,05/19/21 07:34:21 AM,101.308,31.472,-0.062
89,05/19/21 07:34:24 AM,101.324,31.472,-0.060
90,05/19/21 07:34:27 AM,101.292,31.472,-0.063
91,05/19/21 07:34:30 AM,101.306,31.370,-0.062
92,05/19/21 07:34:33 AM,101.306,31.370,-0.062
93,05/19/21 07:34:36 AM,101.306,31.370,-0.062
94,05/19/21 07:34:39 AM,101.322,31.370,-0.060
95,05/19/21 07:34:42 AM,101.306,31.370,-0.062
96,05/19/21 07:34:45 AM,101.322,31.370,-0.060
97,05/19/21 07:34:48 AM,101.322,31.370,-0.060
98,05/19/21 07:34:51 AM,101.319,31.268,-0.061
99,05/19/21 07:34:54 AM,101.335,31.268,-0.059
100,05/19/21 07:34:57 AM,101.319,31.268,-0.061
101,05/19/21 07:35:00 AM,101.303,31.268,-0.062
102,05/19/21 07:35:03 AM,101.303,31.268,-0.062
103,05/19/21 07:35:06 AM,101.319,31.268,-0.061
104,05/19/21 07:35:09 AM,101.319,31.268,-0.061
105,05/19/21 07:35:12 AM,101.319,31.268,-0.061
106,05/19/21 07:35:15 AM,101.303,31.268,-0.062
107,05/19/21 07:35:18 AM,101.303,31.268,-0.062
108,05/19/21 07:35:21 AM,101.317,31.166,-0.061
109,05/19/21 07:35:24 AM,101.317,31.166,-0.061
110,05/19/21 07:35:27 AM,101.317,31.166,-0.061
111,05/19/21 07:35:30 AM,101.317,31.166,-0.061
112,05/19/21 07:35:33 AM,101.317,31.166,-0.061
113,05/19/21 07:35:36 AM,101.333,31.166,-0.059
114,05/19/21 07:35:39 AM,101.333,31.166,-0.059
115,05/19/21 07:35:42 AM,101.333,31.166,-0.059
116,05/19/21 07:35:45 AM,101.317,31.166,-0.061
117,05/19/21 07:35:48 AM,101.317,31.166,-0.061
118,05/19/21 07:35:51 AM,101.317,31.166,-0.061
119,05/19/21 07:35:54 AM,101.333,31.166,-0.059
120,05/19/21 07:35:57 AM,101.330,31.064,-0.060
121,05/19/21 07:36:00 AM,101.330,31.064,-0.060
