"Plot Title: CT_739_CTD_Cast"
"#","Date Time, GMT-10:00","High Range, μS/cm (LGR S/N: 20494739, SEN S/N: 20494739, LBL: <Enter label here>55,000)","Temp, °C (LGR S/N: 20494739, SEN S/N: 20494739)"
1,05/12/21 05:53:45 PM,0.0,23.28
2,05/12/21 05:53:50 PM,0.0,23.28
3,05/12/21 05:53:55 PM,5437.1,23.09
4,05/12/21 05:54:00 PM,6653.1,23.06
5,05/12/21 05:54:05 PM,6644.3,23.02
6,05/12/21 05:54:10 PM,6639.6,23.02
7,05/12/21 05:54:15 PM,6628.2,22.99
8,05/12/21 05:54:20 PM,6620.8,22.99
9,05/12/21 05:54:25 PM,6614.1,22.98
10,05/12/21 05:54:30 PM,6605.4,22.96
11,05/12/21 05:54:35 PM,6591.4,22.91
12,05/12/21 05:54:40 PM,34618.7,23.10
13,05/12/21 05:54:45 PM,34597.9,23.11
14,05/12/21 05:54:50 PM,34625.7,23.12
15,05/12/21 05:54:55 PM,34636.1,23.14
16,05/12/21 05:55:00 PM,34542.3,23.14
17,05/12/21 05:55:05 PM,34584.0,23.15
18,05/12/21 05:55:10 PM,34584.0,23.15
19,05/12/21 05:55:15 PM,34601.3,23.15
20,05/12/21 05:55:20 PM,34597.9,23.15
21,05/12/21 05:55:25 PM,34604.8,23.15
22,05/12/21 05:55:30 PM,34597.9,23.15
23,05/12/21 05:55:35 PM,34566.6,23.15
24,05/12/21 05:55:40 PM,34573.5,23.15
25,05/12/21 05:55:45 PM,34559.7,23.16
26,05/12/21 05:55:50 PM,34559.7,23.16
27,05/12/21 05:55:55 PM,34563.1,23.16
28,05/12/21 05:56:00 PM,34577.0,23.16
29,05/12/21 05:56:05 PM,34587.4,23.16
30,05/12/21 05:56:10 PM,34556.2,23.16
31,05/12/21 05:56:15 PM,34577.0,23.16
32,05/12/21 05:56:20 PM,34549.2,23.16
33,05/12/21 05:56:25 PM,34504.2,23.16
34,05/12/21 05:56:30 PM,34573.5,23.16
35,05/12/21 05:56:35 PM,34584.0,23.16
36,05/12/21 05:56:40 PM,34559.7,23.16
37,05/12/21 05:56:45 PM,34538.8,23.16
38,05/12/21 05:56:50 PM,34552.7,23.16
39,05/12/21 05:56:55 PM,34545.8,23.16
40,05/12/21 05:57:00 PM,34525.0,23.16
41,05/12/21 05:57:05 PM,34528.4,23.17
42,05/12/21 05:57:10 PM,34528.4,23.18
43,05/12/21 05:57:15 PM,34493.8,23.18
44,05/12/21 05:57:20 PM,34556.2,23.18
45,05/12/21 05:57:25 PM,34497.3,23.18
46,05/12/21 05:57:30 PM,34514.6,23.18
47,05/12/21 05:57:35 PM,34525.0,23.17
48,05/12/21 05:57:40 PM,34518.1,23.18
49,05/12/21 05:57:45 PM,34500.8,23.18
50,05/12/21 05:57:50 PM,34528.4,23.18
51,05/12/21 05:57:55 PM,34490.4,23.18
52,05/12/21 05:58:00 PM,34480.0,23.17
53,05/12/21 05:58:05 PM,34476.6,23.17
54,05/12/21 05:58:10 PM,34483.5,23.17
55,05/12/21 05:58:15 PM,34469.7,23.17
56,05/12/21 05:58:20 PM,34490.4,23.17
57,05/12/21 05:58:25 PM,34466.2,23.17
58,05/12/21 05:58:30 PM,34455.8,23.17
59,05/12/21 05:58:35 PM,34511.1,23.18
60,05/12/21 05:58:40 PM,34473.1,23.17
61,05/12/21 05:58:45 PM,34455.8,23.18
62,05/12/21 05:58:50 PM,34452.4,23.18
63,05/12/21 05:58:55 PM,34435.1,23.18
64,05/12/21 05:59:00 PM,34462.7,23.18
65,05/12/21 05:59:05 PM,34476.6,23.18
66,05/12/21 05:59:10 PM,34459.3,23.18
67,05/12/21 05:59:15 PM,34459.3,23.18
68,05/12/21 05:59:20 PM,34424.8,23.18
69,05/12/21 05:59:25 PM,34438.6,23.18
70,05/12/21 05:59:30 PM,34417.9,23.18
71,05/12/21 05:59:35 PM,34452.4,23.18
72,05/12/21 05:59:40 PM,34462.7,23.18
73,05/12/21 05:59:45 PM,34431.7,23.18
74,05/12/21 05:59:50 PM,34435.1,23.18
75,05/12/21 05:59:55 PM,34428.3,23.18
76,05/12/21 06:00:00 PM,34424.8,23.18
77,05/12/21 06:00:05 PM,34424.8,23.18
78,05/12/21 06:00:10 PM,34424.8,23.18
79,05/12/21 06:00:15 PM,34407.6,23.18
80,05/12/21 06:00:20 PM,34404.2,23.18
81,05/12/21 06:00:25 PM,34390.4,23.18
82,05/12/21 06:00:30 PM,34417.9,23.18
83,05/12/21 06:00:35 PM,34421.4,23.18
84,05/12/21 06:00:40 PM,34431.7,23.18
85,05/12/21 06:00:45 PM,34400.7,23.18
86,05/12/21 06:00:50 PM,34407.6,23.18
87,05/12/21 06:00:55 PM,34400.7,23.18
88,05/12/21 06:01:00 PM,34435.1,23.18
89,05/12/21 06:01:05 PM,34380.1,23.18
90,05/12/21 06:01:10 PM,34414.5,23.18
91,05/12/21 06:01:15 PM,34387.0,23.18
92,05/12/21 06:01:20 PM,34407.6,23.18
93,05/12/21 06:01:25 PM,34352.6,23.18
94,05/12/21 06:01:30 PM,34376.6,23.18
