TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-20T19:00:00Z,29,7.99,-82.19,7.845384370390455,-89.54080204387967
2022-04-04,2022-03-20T19:02:00Z,28.95,7.97,-80.94,7.824861390884743,-89.61147667460156
2022-04-04,2022-03-20T19:04:00Z,28.95,7.95,-79.72,7.804508783024984,-89.61147667460156
2022-04-04,2022-03-20T19:06:00Z,29.03,8.01,-83.25,7.862865018188745,-89.49839726544653
2022-04-04,2022-03-20T19:08:00Z,29.1,8.07,-86.85,7.92242573214738,-89.39945278243587
2022-04-04,2022-03-20T19:10:00Z,28.93,7.95,-79.38,7.7989656688743,-89.63974652689032
2022-04-04,2022-03-20T19:12:00Z,29.1,8.03,-84.57,7.884408587338615,-89.39945278243587
2022-04-04,2022-03-20T19:14:00Z,29.05,8.06,-86.02,7.908926920679888,-89.47012741315777
2022-04-04,2022-03-20T19:16:00Z,28.95,7.96,-80.36,7.815185560918628,-89.61147667460156
2022-04-04,2022-03-20T19:18:00Z,28.95,7.99,-81.91,7.841043382379797,-89.61147667460156
2022-04-04,2022-03-20T19:20:00Z,28.93,7.98,-81.47,7.833834330101717,-89.63974652689032
2022-04-04,2022-03-20T19:22:00Z,28.9,7.92,-77.64,7.770126745235594,-89.68215130532346
2022-04-04,2022-03-20T19:24:00Z,28.85,7.92,-78.11,7.778287539795509,-89.75282593604533
2022-04-04,2022-03-20T19:26:00Z,28.88,7.98,-81.25,7.830491385185405,-89.7104211576122
2022-04-04,2022-03-20T19:28:00Z,28.8,7.96,-80.52,7.818830941807081,-89.82350056676722
2022-04-04,2022-03-20T19:30:00Z,28.83,7.99,-82.19,7.846506527227088,-89.7810957883341
2022-04-04,2022-03-20T19:32:00Z,28.88,8.03,-84.08,7.877713704381375,-89.7104211576122
2022-04-04,2022-03-20T19:34:00Z,28.8,7.95,-79.53,7.802307096511641,-89.82350056676722
2022-04-04,2022-03-20T19:36:00Z,28.75,7.95,-79.64,7.804465946476101,-89.89417519748912
2022-04-04,2022-03-20T19:38:00Z,28.73,7.91,-77.42,7.767533016577112,-89.92244504977788
2022-04-04,2022-03-20T19:40:00Z,28.75,7.96,-79.97,7.809974807121964,-89.89417519748912
2022-04-04,2022-03-20T19:42:00Z,28.78,7.95,-79.75,7.806108336417525,-89.85177041905598
2022-04-04,2022-03-20T19:44:00Z,28.78,7.98,-81.49,7.835152170081918,-89.85177041905598
