date,DO_mg_L,Temperature
2022-03-20T19:02:00Z,6.922,28.994
2022-03-20T19:04:00Z,6.688,28.926
2022-03-20T19:06:00Z,6.943,28.96
2022-03-20T19:08:00Z,7.318,29.046
2022-03-20T19:10:00Z,6.825,28.96
2022-03-20T19:12:00Z,7.2,29.072
2022-03-20T19:14:00Z,7.08,29.029
2022-03-20T19:16:00Z,6.884,28.917
2022-03-20T19:18:00Z,6.979,28.909
2022-03-20T19:20:00Z,6.83,28.917
2022-03-20T19:22:00Z,6.784,28.84
2022-03-20T19:24:00Z,7.097,28.883
2022-03-20T19:26:00Z,6.819,28.866
2022-03-20T19:28:00Z,7.175,28.874
2022-03-20T19:30:00Z,6.92,28.874
2022-03-20T19:32:00Z,6.992,28.84
2022-03-20T19:34:00Z,6.68,28.84
2022-03-20T19:36:00Z,6.647,28.746
2022-03-20T19:38:00Z,6.76,28.789
2022-03-20T19:40:00Z,6.666,28.729
2022-03-20T19:42:00Z,6.847,28.729
2022-03-20T19:44:00Z,6.694,28.72
2022-03-20T19:46:00Z,6.982,28.797
2022-03-20T19:48:00Z,6.74,28.729
2022-03-20T19:50:00Z,6.733,28.738
2022-03-20T19:52:00Z,6.554,28.695
2022-03-20T19:54:00Z,6.672,28.678
2022-03-20T19:56:00Z,6.731,28.669
2022-03-20T19:58:00Z,6.776,28.661
2022-03-20T20:00:00Z,6.475,28.618
2022-03-20T20:02:00Z,6.639,28.609
2022-03-20T20:04:00Z,6.544,28.643
2022-03-20T20:06:00Z,6.517,28.584
2022-03-20T20:08:00Z,6.518,28.584
2022-03-20T20:10:00Z,6.748,28.584
2022-03-20T20:12:00Z,6.286,28.532
2022-03-20T20:14:00Z,6.625,28.601
2022-03-20T20:16:00Z,6.662,28.601
2022-03-20T20:18:00Z,6.704,28.601
2022-03-20T20:20:00Z,6.494,28.584
2022-03-20T20:22:00Z,6.365,28.532
2022-03-20T20:24:00Z,6.63,28.575
2022-03-20T20:26:00Z,6.477,28.558
2022-03-20T20:28:00Z,6.491,28.515
2022-03-20T20:30:00Z,6.646,28.541
2022-03-20T20:32:00Z,6.599,28.524
2022-03-20T20:34:00Z,6.466,28.549
2022-03-20T20:36:00Z,6.086,28.455
2022-03-20T20:38:00Z,6.357,28.43
2022-03-20T20:40:00Z,6.488,28.472
2022-03-20T20:42:00Z,6.242,28.396
2022-03-20T20:44:00Z,6.097,28.413
2022-03-20T20:46:00Z,6.142,28.379
2022-03-20T20:48:00Z,6.099,28.361
2022-03-20T20:50:00Z,6.157,28.421
2022-03-20T20:52:00Z,6.178,28.413
2022-03-20T20:54:00Z,6.325,28.421
2022-03-20T20:56:00Z,5.912,28.31
2022-03-20T20:58:00Z,6.433,28.387
2022-03-20T21:00:00Z,6.183,28.404
2022-03-20T21:02:00Z,6.211,28.379
2022-03-20T21:04:00Z,6.549,28.464
2022-03-20T21:06:00Z,6.05,28.336
2022-03-20T21:08:00Z,6.045,28.327
2022-03-20T21:10:00Z,6.056,28.37
2022-03-20T21:12:00Z,6.383,28.438
2022-03-20T21:14:00Z,6.183,28.413
2022-03-20T21:16:00Z,6.085,28.327
2022-03-20T21:18:00Z,6.355,28.404
2022-03-20T21:20:00Z,6.671,28.472
2022-03-20T21:22:00Z,6.089,28.361
2022-03-20T21:24:00Z,6.329,28.421
2022-03-20T21:26:00Z,6.158,28.379
2022-03-20T21:28:00Z,6.191,28.353
2022-03-20T21:30:00Z,6.598,28.447
2022-03-20T21:32:00Z,6.071,28.336
2022-03-20T21:34:00Z,5.937,28.285
2022-03-20T21:36:00Z,5.781,28.259
2022-03-20T21:38:00Z,5.908,28.276
2022-03-20T21:40:00Z,5.815,28.208
2022-03-20T21:42:00Z,5.889,28.191
2022-03-20T21:44:00Z,6.355,28.31
2022-03-20T21:46:00Z,5.863,28.268
2022-03-20T21:48:00Z,6.595,28.396
2022-03-20T21:50:00Z,5.859,28.285
2022-03-20T21:52:00Z,6.001,28.285
2022-03-20T21:54:00Z,6.222,28.37
2022-03-20T21:56:00Z,6.715,28.541
2022-03-20T21:58:00Z,6.26,28.464
2022-03-20T22:00:00Z,5.987,28.327
2022-03-20T22:02:00Z,6.519,28.447
2022-03-20T22:04:00Z,6.124,28.379
2022-03-20T22:06:00Z,5.952,28.285
2022-03-20T22:08:00Z,6.334,28.387
2022-03-20T22:10:00Z,6.049,28.302
2022-03-20T22:12:00Z,6.178,28.396
2022-03-20T22:14:00Z,6.24,28.361
2022-03-20T22:16:00Z,6.549,28.37
2022-03-20T22:18:00Z,6.468,28.336
2022-03-20T22:20:00Z,6.518,28.464
2022-03-20T22:22:00Z,6.16,28.327
2022-03-20T22:24:00Z,6.278,28.319
2022-03-20T22:26:00Z,6.297,28.43
2022-03-20T22:28:00Z,6.095,28.344
2022-03-20T22:30:00Z,6.272,28.302
2022-03-20T22:32:00Z,5.973,28.25
2022-03-20T22:34:00Z,6.187,28.25
2022-03-20T22:36:00Z,6.055,28.208
2022-03-20T22:38:00Z,6.563,28.353
2022-03-20T22:40:00Z,6.451,28.396
2022-03-20T22:42:00Z,6.116,28.285
2022-03-20T22:44:00Z,6.584,28.413
2022-03-20T22:46:00Z,6.545,28.481
2022-03-20T22:48:00Z,6.174,28.379
2022-03-20T22:50:00Z,6.651,28.379
2022-03-20T22:52:00Z,5.939,28.285
2022-03-20T22:54:00Z,6.621,28.302
2022-03-20T22:56:00Z,6.672,28.353
2022-03-20T22:58:00Z,6.573,28.379
2022-03-20T23:00:00Z,6.537,28.344
2022-03-20T23:02:00Z,6.718,28.421
2022-03-20T23:04:00Z,6.598,28.464
2022-03-20T23:06:00Z,6.491,28.43
2022-03-20T23:08:00Z,6.681,28.447
2022-03-20T23:10:00Z,6.702,28.43
2022-03-20T23:12:00Z,6.733,28.447
2022-03-20T23:14:00Z,6.695,28.481
2022-03-20T23:16:00Z,6.615,28.472
2022-03-20T23:18:00Z,6.676,28.455
2022-03-20T23:20:00Z,6.691,28.43
2022-03-20T23:22:00Z,6.684,28.404
2022-03-20T23:24:00Z,6.662,28.387
2022-03-20T23:26:00Z,6.709,28.404
2022-03-20T23:28:00Z,6.71,28.447
2022-03-20T23:30:00Z,6.71,28.481
2022-03-20T23:32:00Z,6.705,28.515
2022-03-20T23:34:00Z,6.722,28.498
2022-03-20T23:36:00Z,6.689,28.515
2022-03-20T23:38:00Z,6.654,28.481
2022-03-20T23:40:00Z,6.66,28.455
2022-03-20T23:42:00Z,6.658,28.464
2022-03-20T23:44:00Z,6.655,28.481
2022-03-20T23:46:00Z,6.677,28.447
2022-03-20T23:48:00Z,6.685,28.472
2022-03-20T23:50:00Z,6.676,28.507
2022-03-20T23:52:00Z,6.672,28.481
2022-03-20T23:54:00Z,6.672,28.472
2022-03-20T23:56:00Z,6.697,28.447
2022-03-20T23:58:00Z,6.705,28.549
2022-03-21T00:00:00Z,6.689,28.558
2022-03-21T00:02:00Z,6.691,28.498
2022-03-21T00:04:00Z,6.683,28.498
2022-03-21T00:06:00Z,6.669,28.507
2022-03-21T00:08:00Z,6.687,28.498
2022-03-21T00:10:00Z,6.675,28.498
2022-03-21T00:12:00Z,6.675,28.524
2022-03-21T00:14:00Z,6.651,28.532
2022-03-21T00:16:00Z,6.652,28.507
2022-03-21T00:18:00Z,6.652,28.541
2022-03-21T00:20:00Z,6.631,28.515
2022-03-21T00:22:00Z,6.612,28.507
2022-03-21T00:24:00Z,6.602,28.524
2022-03-21T00:26:00Z,6.638,28.464
2022-03-21T00:28:00Z,6.64,28.447
2022-03-21T00:30:00Z,6.624,28.43
2022-03-21T00:32:00Z,6.574,28.472
2022-03-21T00:34:00Z,6.564,28.49
2022-03-21T00:36:00Z,6.588,28.455
2022-03-21T00:38:00Z,6.567,28.447
2022-03-21T00:40:00Z,6.543,28.455
2022-03-21T00:42:00Z,6.521,28.472
2022-03-21T00:44:00Z,6.53,28.49
2022-03-21T00:46:00Z,6.519,28.455
2022-03-21T00:48:00Z,6.569,28.421
2022-03-21T00:50:00Z,6.517,28.455
2022-03-21T00:52:00Z,6.531,28.421
2022-03-21T00:54:00Z,6.501,28.43
2022-03-21T00:56:00Z,6.476,28.464
2022-03-21T00:58:00Z,6.48,28.455
2022-03-21T01:00:00Z,6.481,28.43
2022-03-21T01:02:00Z,6.48,28.396
2022-03-21T01:04:00Z,6.5,28.37
2022-03-21T01:06:00Z,6.445,28.404
2022-03-21T01:08:00Z,6.463,28.396
2022-03-21T01:10:00Z,6.457,28.387
2022-03-21T01:12:00Z,6.474,28.344
2022-03-21T01:14:00Z,6.496,28.336
2022-03-21T01:16:00Z,6.421,28.361
