TrisCalDate,date,TempInSitu,pH_NBS,mV,pH_total,mVTris
2022-04-04,2022-03-22T15:30:00Z,29.78,8.11,-94.72,8.048687067978042,-88.43827780461817
2022-04-04,2022-03-22T15:32:00Z,29.78,8.12,-95,8.053345359953846,-88.43827780461817
2022-04-04,2022-03-22T15:34:00Z,29.73,8.12,-94.88,8.051714668914215,-88.50895243534006
2022-04-04,2022-03-22T15:36:00Z,29.63,8.08,-92.91,8.01965534243618,-88.65030169678384
2022-04-04,2022-03-22T15:38:00Z,29.65,8.11,-94.24,8.041647642979918,-88.6220318444951
2022-04-04,2022-03-22T15:40:00Z,29.65,8.09,-93.52,8.029664035229327,-88.6220318444951
2022-04-04,2022-03-22T15:42:00Z,29.58,8.08,-92.75,8.017351889276267,-88.72097632750574
2022-04-04,2022-03-22T15:44:00Z,29.58,8.1,-93.74,8.033833160002517,-88.72097632750574
2022-04-04,2022-03-22T15:46:00Z,29.53,8.07,-92.36,8.011217901081089,-88.79165095822762
2022-04-04,2022-03-22T15:48:00Z,29.53,8.06,-91.53,7.997397987520428,-88.79165095822762
2022-04-04,2022-03-22T15:50:00Z,29.43,8.05,-90.86,7.98695104491715,-88.93300021967141
2022-04-04,2022-03-22T15:52:00Z,29.48,8.1,-93.91,8.03738903033938,-88.86232558894952
2022-04-04,2022-03-22T15:54:00Z,29.45,8.09,-93.36,8.028446530638542,-88.90473036738265
2022-04-04,2022-03-22T15:56:00Z,29.4,8.09,-92.96,8.022144750424882,-88.97540499810455
2022-04-04,2022-03-22T15:58:00Z,29.38,8.06,-91.33,7.995135042476496,-89.0036748503933
2022-04-04,2022-03-22T16:00:00Z,29.33,8.07,-92.32,8.011985571206734,-89.07434948111519
2022-04-04,2022-03-22T16:02:00Z,29.28,8.05,-90.6,7.9836813629503185,-89.14502411183707
2022-04-04,2022-03-22T16:04:00Z,29.3,8.08,-92.92,8.022198465724088,-89.11675425954832
2022-04-04,2022-03-22T16:06:00Z,29.2,8.05,-90.72,7.98624725408913,-89.25810352099211
